source	target	value	LR_pair	model	tissue	strain	treatment	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
Ependymal cell	Ependymal cell	0.00474787518307771	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Excitatory neuron	Ependymal cell	0.0210186332384632	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Inhibitory neuron	Ependymal cell	0.0210535200269908	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Myelinating OL	Ependymal cell	0.0321070056358982	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
OPC	Ependymal cell	0.0250746306822914	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Tanycyte	Ependymal cell	0.00482591356279124	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Astrocyte	Excitatory neuron	0.0170720063624184	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Avp+ neuron	Excitatory neuron	0.0164451114709586	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Ependymal cell	Excitatory neuron	0.00359915819156706	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Excitatory neuron	Excitatory neuron	0.0159965865823958	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Inhibitory neuron	Excitatory neuron	0.0160232741946166	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Myelinating OL	Excitatory neuron	0.024501888575342	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
OPC	Excitatory neuron	0.0191023818924361	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Tanycyte	Excitatory neuron	0.0036583851045724	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Astrocyte	Fibroblast	0.0529883969163083	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Avp+ neuron	Fibroblast	0.0511112093773039	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Ependymal cell	Fibroblast	0.0115028352113483	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Excitatory neuron	Fibroblast	0.0497650382149757	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Inhibitory neuron	Fibroblast	0.0498452090257953	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Myelinating OL	Fibroblast	0.0748589450064872	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
OPC	Fibroblast	0.0590337677458702	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Tanycyte	Fibroblast	0.0116905972175917	NCAM1_FGFR1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1
Astrocyte	Astrocyte	0.1986292239163	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Astrocyte	0.19264206439398	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Astrocyte	0.0490212570659057	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Astrocyte	0.188307998495575	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Astrocyte	0.188567069594629	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Astrocyte	0.263863028442147	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Astrocyte	0.217474807922581	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Astrocyte	0.0497905888282348	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Avp+ neuron	0.19264206439398	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Avp+ neuron	0.186793306642748	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Avp+ neuron	0.0472775947242877	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Avp+ neuron	0.182561071916534	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Avp+ neuron	0.182814017241539	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Avp+ neuron	0.256539029335884	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Avp+ neuron	0.211069213677478	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Avp+ neuron	0.0480209435489487	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Ependymal cell	0.0490212570659057	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Ependymal cell	0.0472775947242877	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Ependymal cell	0.0106068523202565	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Ependymal cell	0.0460274958869953	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Ependymal cell	0.0461019376904446	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Ependymal cell	0.0693743490187885	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Ependymal cell	0.0546401367186455	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Ependymal cell	0.010780148598944	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Excitatory neuron	0.188307998495575	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Excitatory neuron	0.182561071916534	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Excitatory neuron	0.0460274958869953	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Excitatory neuron	0.178403691396628	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Excitatory neuron	0.178652135412194	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Excitatory neuron	0.251214712761167	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Excitatory neuron	0.206426572384143	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Excitatory neuron	0.0467521538554851	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Inhibitory neuron	0.188567069594629	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Inhibitory neuron	0.182814017241539	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Inhibitory neuron	0.0461019376904446	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Inhibitory neuron	0.178652135412194	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Inhibitory neuron	0.178900850072752	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Inhibitory neuron	0.251533510331827	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Inhibitory neuron	0.206704222791731	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Inhibitory neuron	0.0468277101417216	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Myelinating OL	0.263863028442147	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Myelinating OL	0.256539029335884	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Myelinating OL	0.0693743490187885	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Myelinating OL	0.251214712761167	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Myelinating OL	0.251533510331827	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Myelinating OL	0.341393989030313	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Myelinating OL	0.286683720222408	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Myelinating OL	0.0704394394958242	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	OPC	0.217474807922581	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	OPC	0.211069213677478	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	OPC	0.0546401367186455	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	OPC	0.206426572384143	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	OPC	0.206704222791731	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	OPC	0.286683720222408	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	OPC	0.237578337357528	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	OPC	0.0554925046025673	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Tanycyte	0.0497905888282348	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Avp+ neuron	Tanycyte	0.0480209435489487	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Ependymal cell	Tanycyte	0.010780148598944	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Excitatory neuron	Tanycyte	0.0467521538554851	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Inhibitory neuron	Tanycyte	0.0468277101417216	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Myelinating OL	Tanycyte	0.0704394394958242	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
OPC	Tanycyte	0.0554925046025673	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Tanycyte	Tanycyte	0.0109562448637461	NCAM1_NCAM1	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1
Astrocyte	Astrocyte	0.065986909682942	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Astrocyte	0.0636801966770197	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Astrocyte	0.014480187188562	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Astrocyte	0.0620246213138829	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Astrocyte	0.0621232509571329	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Astrocyte	0.092697341267959	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Astrocyte	0.0734003204137813	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Astrocyte	0.0147158253226493	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Avp+ neuron	0.0478080717188378	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Avp+ neuron	0.0461054696709719	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Avp+ neuron	0.0103340215306889	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Avp+ neuron	0.0448849036365707	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Avp+ neuron	0.0449575845754058	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Avp+ neuron	0.0676933171958736	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Avp+ neuron	0.053295687665799	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Avp+ neuron	0.0105029075798267	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Excitatory neuron	0.14750714179339	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Excitatory neuron	0.142786362626505	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Excitatory neuron	0.034735428012892	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Excitatory neuron	0.139380311772379	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Excitatory neuron	0.139583644674954	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Excitatory neuron	0.200144662711065	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Excitatory neuron	0.162485815011802	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Excitatory neuron	0.0352888798468851	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Inhibitory neuron	0.122022634119702	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Inhibitory neuron	0.11800455667653	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Inhibitory neuron	0.028092223972607	NCAM1_NCAM2	AngII	HYP	C57BL/6	AngII 28d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
