source	target	value	LR_pair	model	tissue	strain	treatment	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
T cells	Plasma cells	0.000739755464536199	Lgals9_Havcr2	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Havcr2	GALECTIN	Lgals9	Havcr2					PMID: 27192565	Secreted Signaling	Lgals9 - (Havcr2)
Megakaryocytes	Mast cells	0.000670436352186197	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	Mast cells	0.000708436020815264	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	Mast cells	0.00089237396042401	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	Megakaryocytes	0.0142817371826443	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	Megakaryocytes	0.0150795705882145	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	Megakaryocytes	0.0189241599860937	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	Monocytes	0.0158470281043332	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	Monocytes	0.0167308205568876	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	Monocytes	0.0209874311083643	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	NK cells	0.0027110342071691	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	NK cells	0.00286436143015552	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	NK cells	0.0036060426983954	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	Plasma cells	0.0079608401086028	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	Plasma cells	0.00840857578104946	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	Plasma cells	0.0105706253702492	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	Plasmablasts	0.00192792553957567	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	Plasmablasts	0.00203705316549242	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	Plasmablasts	0.00256506705482071	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Megakaryocytes	T cells	0.00917338221472903	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
NK cells	T cells	0.00968864797033538	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
T cells	T cells	0.0121757937938677	Lgals9_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lgals9_Cd44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9 - (Cd44)
Mast cells	NK cells	0.00273080695957366	Lamc1_ITGA1_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA1_ITGB1)
Plasma cells	NK cells	0.00214398893926926	Lamc1_ITGA1_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA1_ITGB1)
Plasmablasts	NK cells	0.00245042343747188	Lamc1_ITGA1_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA1_ITGB1)
Mast cells	NK cells	0.00324941169591659	Lamc1_ITGA2_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA2_ITGB1	LAMININ	Lamc1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA2_ITGB1)
Plasma cells	NK cells	0.00255143678576073	Lamc1_ITGA2_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA2_ITGB1	LAMININ	Lamc1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA2_ITGB1)
Plasmablasts	NK cells	0.00291593651903341	Lamc1_ITGA2_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA2_ITGB1	LAMININ	Lamc1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA2_ITGB1)
Mast cells	Mast cells	0.00857735524152199	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Plasma cells	Mast cells	0.00674267773827321	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Plasmablasts	Mast cells	0.0077013175152304	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Mast cells	Megakaryocytes	0.00546452789538089	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Plasma cells	Megakaryocytes	0.00429279435833576	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Plasmablasts	Megakaryocytes	0.00490484213509258	Lamc1_ITGA6_ITGB1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA6_ITGB1)
Mast cells	Monocytes	0.00365608845966483	Vwf_ITGAV_ITGB3	Salt-sensitive	PBMC	SS	HS 3d	Vwf_ITGAV_ITGB3	VWF	Vwf	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Vwf - (ITGAV_ITGB3)
Mast cells	Megakaryocytes	0.00173235043921925	Vwf_ITGA2B_ITGB3	Salt-sensitive	PBMC	SS	HS 3d	Vwf_ITGA2B_ITGB3	VWF	Vwf	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Vwf - (ITGA2B_ITGB3)
Mast cells	Mast cells	0.000689274642685672	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	Mast cells	0.000540919746897405	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	Mast cells	0.000618373920371816	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	Megakaryocytes	0.0146774160542961	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	Megakaryocytes	0.0115531537541299	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	Megakaryocytes	0.0131866426993859	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	Monocytes	0.0162853572518122	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	Monocytes	0.0128232799686652	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	Monocytes	0.0146336921371142	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	NK cells	0.00278705043130992	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	NK cells	0.00218817287493559	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	NK cells	0.00250090663530922	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	Plasma cells	0.00818285080610282	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	Plasma cells	0.00643200948566399	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	Plasma cells	0.00734680672937451	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	Plasmablasts	0.00198202737581616	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	Plasmablasts	0.00155586217563135	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	Plasmablasts	0.00177838712901654	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	T cells	0.0094288867037724	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasma cells	T cells	0.0074134304550752	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Plasmablasts	T cells	0.00846662156283739	Lamc1_Cd44	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Cd44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Cd44)
Mast cells	Mast cells	0.00162407010175475	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Plasma cells	Mast cells	0.00127477270057229	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Plasmablasts	Mast cells	0.00145715390784105	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Mast cells	Plasma cells	0.000828843674749094	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Plasma cells	Plasma cells	0.000650468421037075	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Plasmablasts	Plasma cells	0.000743597173265707	Lamc1_Dag1	Salt-sensitive	PBMC	SS	HS 3d	Lamc1_Dag1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (Dag1)
Mast cells	Megakaryocytes	0.00654448625771448	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Monocytes	Megakaryocytes	0.00173846457744166	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Plasma cells	Megakaryocytes	0.010539084574875	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Plasmablasts	Megakaryocytes	0.00136913315423988	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Mast cells	T cells	0.00836358428831092	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Monocytes	T cells	0.00222467770577692	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Plasma cells	T cells	0.0134534803935006	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Plasmablasts	T cells	0.00175223311829908	Alcam_Cd6	Salt-sensitive	PBMC	SS	HS 3d	Alcam_Cd6	ALCAM	Alcam	Cd6					KEGG: mmu04514	Cell-Cell Contact	Alcam - (Cd6)
Mast cells	B cells	0.100087430175321	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
NK cells	B cells	0.0311565982364786	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
T cells	B cells	0.0572558146611326	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
Mast cells	Monocytes	0.00982754466290671	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
NK cells	Monocytes	0.00286158638125676	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
T cells	Monocytes	0.0053905525091439	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
Mast cells	Plasma cells	0.0877708900522309	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
NK cells	Plasma cells	0.0270674010832259	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
T cells	Plasma cells	0.0499176728777882	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
Mast cells	Plasmablasts	0.096177330522636	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
NK cells	Plasmablasts	0.0298500846159089	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
T cells	Plasmablasts	0.0549168985057913	App_Cd74	Salt-sensitive	PBMC	SS	HS 3d	App_Cd74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App - (Cd74)
Monocytes	Monocytes	0.00646729312239508	Cadm1_Cadm1	Salt-sensitive	PBMC	SS	HS 3d	Cadm1_Cadm1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1 - (Cadm1)
Plasma cells	Monocytes	0.0294830155707866	Cadm1_Cadm1	Salt-sensitive	PBMC	SS	HS 3d	Cadm1_Cadm1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1 - (Cadm1)
Monocytes	Plasma cells	0.0294830155707866	Cadm1_Cadm1	Salt-sensitive	PBMC	SS	HS 3d	Cadm1_Cadm1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1 - (Cadm1)
Plasma cells	Plasma cells	0.124170070775771	Cadm1_Cadm1	Salt-sensitive	PBMC	SS	HS 3d	Cadm1_Cadm1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1 - (Cadm1)
Plasma cells	Megakaryocytes	0.00044137475950874	Cd200_Cd200r1	Salt-sensitive	PBMC	SS	HS 3d	Cd200_Cd200r1	CD200	Cd200	Cd200r1					PMID: 15187158	Cell-Cell Contact	Cd200 - (Cd200r1)
B cells	B cells	0.030233667881668	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	B cells	0.0736916012818238	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	Mast cells	0.0125210207821266	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	Mast cells	0.0313416012968003	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	Megakaryocytes	0.0281336225491484	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	Megakaryocytes	0.0687870614123527	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	Monocytes	0.0325569290214905	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	Monocytes	0.079081997984508	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	NK cells	0.0315921833562969	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	NK cells	0.0768481073135457	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	Plasma cells	0.0268880637001124	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	Plasma cells	0.0658636305112303	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	Plasmablasts	0.0300770730567821	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	Plasmablasts	0.0733269364559578	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	T cells	0.0310361374320067	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
Plasmablasts	T cells	0.0755576714073918	Cd22_Ptprc	Salt-sensitive	PBMC	SS	HS 3d	Cd22_Ptprc	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22 - (Ptprc)
B cells	NK cells	0.00619992951132201	Fcer2_ITGAX_ITGB2	Salt-sensitive	PBMC	SS	HS 3d	Fcer2_ITGAX_ITGB2	CD23	Fcer2	ITGAX_ITGB2					PMID: 7621072	Cell-Cell Contact	Fcer2 - (ITGAX_ITGB2)
B cells	Monocytes	0.0112174960996638	Fcer2_ITGAV_ITGB3	Salt-sensitive	PBMC	SS	HS 3d	Fcer2_ITGAV_ITGB3	CD23	Fcer2	ITGAV_ITGB3					PMID: 10037797	Cell-Cell Contact	Fcer2 - (ITGAV_ITGB3)
Monocytes	Monocytes	0.00260399788476396	Entpd1_Adora2a	Salt-sensitive	PBMC	SS	HS 3d	Entpd1_Adora2a	CD39	Entpd1	Adora2a					PMID: 21677139	Cell-Cell Contact	Entpd1 - (Adora2a)
Plasma cells	Monocytes	0.00282534177133883	Entpd1_Adora2a	Salt-sensitive	PBMC	SS	HS 3d	Entpd1_Adora2a	CD39	Entpd1	Adora2a					PMID: 21677139	Cell-Cell Contact	Entpd1 - (Adora2a)
Megakaryocytes	B cells	0.00356933098083925	Cd40lg_Cd40	Salt-sensitive	PBMC	SS	HS 3d	Cd40lg_Cd40	CD40	Cd40lg	Cd40					KEGG: mmu04514	Cell-Cell Contact	Cd40lg - (Cd40)
T cells	B cells	0.00468938677401357	Cd40lg_Cd40	Salt-sensitive	PBMC	SS	HS 3d	Cd40lg_Cd40	CD40	Cd40lg	Cd40					KEGG: mmu04514	Cell-Cell Contact	Cd40lg - (Cd40)
Megakaryocytes	Plasmablasts	0.00254461706935824	Cd40lg_Cd40	Salt-sensitive	PBMC	SS	HS 3d	Cd40lg_Cd40	CD40	Cd40lg	Cd40					KEGG: mmu04514	Cell-Cell Contact	Cd40lg - (Cd40)
T cells	Plasmablasts	0.00334419690996569	Cd40lg_Cd40	Salt-sensitive	PBMC	SS	HS 3d	Cd40lg_Cd40	CD40	Cd40lg	Cd40					KEGG: mmu04514	Cell-Cell Contact	Cd40lg - (Cd40)
B cells	B cells	0.030233667881668	Ptprc_Cd22	Salt-sensitive	PBMC	SS	HS 3d	Ptprc_Cd22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc - (Cd22)
Mast cells	B cells	0.0125210207821266	Ptprc_Cd22	Salt-sensitive	PBMC	SS	HS 3d	Ptprc_Cd22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc - (Cd22)
Megakaryocytes	B cells	0.0281336225491484	Ptprc_Cd22	Salt-sensitive	PBMC	SS	HS 3d	Ptprc_Cd22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc - (Cd22)
Monocytes	B cells	0.0325569290214905	Ptprc_Cd22	Salt-sensitive	PBMC	SS	HS 3d	Ptprc_Cd22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc - (Cd22)
NK cells	B cells	0.0315921833562969	Ptprc_Cd22	Salt-sensitive	PBMC	SS	HS 3d	Ptprc_Cd22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc - (Cd22)
