seqnames	idx	name	FDR	MeanDiff	cell	species	control	treatment
70	deviations	70	Mlxip_70	0.708456844931017	-0.0111485302509126	IC	C57BL/6	Saline 3d	AngII 3d
345	deviations	345	Gm5294_345	0.708456844931017	-0.00981394588115306	IC	C57BL/6	Saline 3d	AngII 3d
371	deviations	371	Foxl1_371	0.708456844931017	-0.00981394588115306	IC	C57BL/6	Saline 3d	AngII 3d
420	deviations	420	Hoxa2_420	0.708456844931017	0.0163069447210111	IC	C57BL/6	Saline 3d	AngII 3d
446	deviations	446	Pou4f3_446	0.708456844931017	0.00689954985286272	IC	C57BL/6	Saline 3d	AngII 3d
509	deviations	509	Hoxa7_509	0.708456844931017	0.015278361063242	IC	C57BL/6	Saline 3d	AngII 3d
658	deviations	658	Nr1i3_658	0.708456844931017	-0.0024571526823077	IC	C57BL/6	Saline 3d	AngII 3d
695	deviations	695	Lcor_695	0.708456844931017	0.00117698334790081	IC	C57BL/6	Saline 3d	AngII 3d
723	deviations	723	Smad3_723	0.708456844931017	-0.00717014234775072	IC	C57BL/6	Saline 3d	AngII 3d
779	deviations	779	Mlxipl_779	0.708456844931017	0.00606766731204181	IC	C57BL/6	Saline 3d	AngII 3d
854	deviations	854	Pax8_854	0.708456844931017	0.0068730578451869	IC	C57BL/6	Saline 3d	AngII 3d
855	deviations	855	Pax1_855	0.708456844931017	0.0068730578451869	IC	C57BL/6	Saline 3d	AngII 3d
861	deviations	861	Smad2_861	0.708456844931017	-0.00717014234775072	IC	C57BL/6	Saline 3d	AngII 3d
879	deviations	879	Dmrta2_879	0.708456844931017	-0.0176577659936863	IC	C57BL/6	Saline 3d	AngII 3d
884	deviations	884	Smad9_884	0.708456844931017	-0.00717014234775072	IC	C57BL/6	Saline 3d	AngII 3d
673	deviations	673	Nr3c1_673	0.70950094919249	-0.00460902333914874	IC	C57BL/6	Saline 3d	AngII 3d
739	deviations	739	Sox3_739	0.70950094919249	-0.016476487097544	IC	C57BL/6	Saline 3d	AngII 3d
198	deviations	198	Hic1_198	0.716125922789819	-0.00790600306443684	IC	C57BL/6	Saline 3d	AngII 3d
208	deviations	208	Zfa_208	0.716125922789819	-0.00292652330428675	IC	C57BL/6	Saline 3d	AngII 3d
213	deviations	213	Zfy1_213	0.716125922789819	-0.00292652330428675	IC	C57BL/6	Saline 3d	AngII 3d
247	deviations	247	Cxxc1_247	0.716125922789819	0.0165071703557883	IC	C57BL/6	Saline 3d	AngII 3d
451	deviations	451	Lbx1_451	0.716125922789819	0.0124151146737858	IC	C57BL/6	Saline 3d	AngII 3d
491	deviations	491	Emx1_491	0.716125922789819	0.0212480955613834	IC	C57BL/6	Saline 3d	AngII 3d
635	deviations	635	Irf5_635	0.716125922789819	0.0232333891300815	IC	C57BL/6	Saline 3d	AngII 3d
665	deviations	665	Hnf4a_665	0.716125922789819	0.0136761822644941	IC	C57BL/6	Saline 3d	AngII 3d
860	deviations	860	Smad4_860	0.716125922789819	0.0062833555084163	IC	C57BL/6	Saline 3d	AngII 3d
863	deviations	863	Smad1_863	0.716125922789819	0.00385058113064362	IC	C57BL/6	Saline 3d	AngII 3d
883	deviations	883	Smad5_883	0.716125922789819	0.00385058113064362	IC	C57BL/6	Saline 3d	AngII 3d
737	deviations	737	Sox15_737	0.719805426252346	-0.0155595581047002	IC	C57BL/6	Saline 3d	AngII 3d
14	deviations	14	Hmga2_14	0.721307256274802	0.017695321791654	IC	C57BL/6	Saline 3d	AngII 3d
400	deviations	400	Irx2_400	0.721307256274802	0.00829255933928939	IC	C57BL/6	Saline 3d	AngII 3d
645	deviations	645	Cdc5l_645	0.721307256274802	-0.0150931565049791	IC	C57BL/6	Saline 3d	AngII 3d
776	deviations	776	Hmga1_776	0.721307256274802	0.017695321791654	IC	C57BL/6	Saline 3d	AngII 3d
777	deviations	777	Hmga1rs1_777	0.721307256274802	0.017695321791654	IC	C57BL/6	Saline 3d	AngII 3d
187	deviations	187	Zic4_187	0.725025102566951	-0.00483337297470449	IC	C57BL/6	Saline 3d	AngII 3d
214	deviations	214	Klf1_214	0.725025102566951	0.00302541040206352	IC	C57BL/6	Saline 3d	AngII 3d
644	deviations	644	Myb_644	0.727168673426944	0.0235526749844684	IC	C57BL/6	Saline 3d	AngII 3d
700	deviations	700	Nfatc2_700	0.727168673426944	0.00788991757071988	IC	C57BL/6	Saline 3d	AngII 3d
718	deviations	718	Sp110_718	0.727168673426944	-0.0032880073764023	IC	C57BL/6	Saline 3d	AngII 3d
719	deviations	719	AC1689771_719	0.727168673426944	-0.0032880073764023	IC	C57BL/6	Saline 3d	AngII 3d
95	deviations	95	Usf2_95	0.729940186737952	0.00432370133512776	IC	C57BL/6	Saline 3d	AngII 3d
716	deviations	716	Gmeb2_716	0.729940186737952	-0.0140352294523935	IC	C57BL/6	Saline 3d	AngII 3d
724	deviations	724	Nfic_724	0.729940186737952	0.00180478332730791	IC	C57BL/6	Saline 3d	AngII 3d
146	deviations	146	Ctcf_146	0.732949736595897	-0.00298836233583226	IC	C57BL/6	Saline 3d	AngII 3d
435	deviations	435	Irx4_435	0.732949736595897	-0.0144543649496904	IC	C57BL/6	Saline 3d	AngII 3d
520	deviations	520	Hmx3_520	0.732949736595897	-0.0139718485068931	IC	C57BL/6	Saline 3d	AngII 3d
588	deviations	588	NP_588	0.732949736595897	-0.0169827676394321	IC	C57BL/6	Saline 3d	AngII 3d
590	deviations	590	NP_590	0.732949736595897	-0.0139718485068931	IC	C57BL/6	Saline 3d	AngII 3d
721	deviations	721	IRC900814_721	0.732949736595897	-0.0256838723131867	IC	C57BL/6	Saline 3d	AngII 3d
826	deviations	826	Onecut1_826	0.732949736595897	-0.0130940528377325	IC	C57BL/6	Saline 3d	AngII 3d
827	deviations	827	Onecut2_827	0.732949736595897	-0.0130940528377325	IC	C57BL/6	Saline 3d	AngII 3d
17	deviations	17	Tcfe3_17	0.732996747743096	0.00411093104764087	IC	C57BL/6	Saline 3d	AngII 3d
80	deviations	80	Npas4_80	0.732996747743096	-0.00110290143056929	IC	C57BL/6	Saline 3d	AngII 3d
106	deviations	106	Atf1_106	0.732996747743096	0.0126461068557213	IC	C57BL/6	Saline 3d	AngII 3d
342	deviations	342	Gm5294_342	0.732996747743096	-0.0106041109489339	IC	C57BL/6	Saline 3d	AngII 3d
477	deviations	477	Dlx6_477	0.732996747743096	-0.0100021842218155	IC	C57BL/6	Saline 3d	AngII 3d
483	deviations	483	Irx3_483	0.732996747743096	-0.0128941729569042	IC	C57BL/6	Saline 3d	AngII 3d
628	deviations	628	Hsfy2_628	0.732996747743096	-0.0219267139057674	IC	C57BL/6	Saline 3d	AngII 3d
25	deviations	25	Arnt_25	0.734277569209251	-0.00407972866500492	IC	C57BL/6	Saline 3d	AngII 3d
170	deviations	170	Zfp282_170	0.734277569209251	-0.00109318945947253	IC	C57BL/6	Saline 3d	AngII 3d
531	deviations	531	Hoxd4_531	0.734277569209251	-0.00184539124627705	IC	C57BL/6	Saline 3d	AngII 3d
782	deviations	782	Tal1_782	0.734277569209251	-0.000792734893755527	IC	C57BL/6	Saline 3d	AngII 3d
783	deviations	783	Lyl1_783	0.734277569209251	-0.000792734893755527	IC	C57BL/6	Saline 3d	AngII 3d
46	deviations	46	Usf1_46	0.73466669126746	0.00753523411695742	IC	C57BL/6	Saline 3d	AngII 3d
703	deviations	703	Nfatc1_703	0.737015900694276	0.0104927309970501	IC	C57BL/6	Saline 3d	AngII 3d
461	deviations	461	Meis2_461	0.74020890399144	0.00556077382188128	IC	C57BL/6	Saline 3d	AngII 3d
713	deviations	713	Runx2_713	0.74020890399144	0.000835234011790743	IC	C57BL/6	Saline 3d	AngII 3d
730	deviations	730	Bbx_730	0.74020890399144	0.0117605214037787	IC	C57BL/6	Saline 3d	AngII 3d
769	deviations	769	Tbr1_769	0.74020890399144	-0.0113700209861201	IC	C57BL/6	Saline 3d	AngII 3d
403	deviations	403	Hoxc13_403	0.743867437678122	-0.0052211726628907	IC	C57BL/6	Saline 3d	AngII 3d
84	deviations	84	Nhlh2_84	0.747858586470795	0.00760638736364105	IC	C57BL/6	Saline 3d	AngII 3d
235	deviations	235	Zbtb3_235	0.748240037595795	0.00879209639166315	IC	C57BL/6	Saline 3d	AngII 3d
385	deviations	385	Gata5_385	0.748240037595795	0.00779157249829592	IC	C57BL/6	Saline 3d	AngII 3d
560	deviations	560	Hoxb8_560	0.748240037595795	0.00787739445108654	IC	C57BL/6	Saline 3d	AngII 3d
592	deviations	592	NP_592	0.748240037595795	0.00787739445108654	IC	C57BL/6	Saline 3d	AngII 3d
681	deviations	681	Nr3c2_681	0.748240037595795	0.00199075616673682	IC	C57BL/6	Saline 3d	AngII 3d
751	deviations	751	Sox4_751	0.748240037595795	-0.00591870502155295	IC	C57BL/6	Saline 3d	AngII 3d
629	deviations	629	Irf9_629	0.749611990988994	-0.0236395805332524	IC	C57BL/6	Saline 3d	AngII 3d
872	deviations	872	Wt1_872	0.752617255338479	-0.00167851194392882	IC	C57BL/6	Saline 3d	AngII 3d
690	deviations	690	Nr2f1_690	0.75268301637307	-0.0094993221602904	IC	C57BL/6	Saline 3d	AngII 3d
44	deviations	44	Npas2_44	0.753026041484303	-0.0108984603663344	IC	C57BL/6	Saline 3d	AngII 3d
250	deviations	250	Dmrtc2_250	0.753026041484303	-0.00117344462044543	IC	C57BL/6	Saline 3d	AngII 3d
411	deviations	411	Otx1_411	0.753026041484303	-0.00919431441149475	IC	C57BL/6	Saline 3d	AngII 3d
464	deviations	464	Pitx2_464	0.753026041484303	-0.00919431441149475	IC	C57BL/6	Saline 3d	AngII 3d
807	deviations	807	Maz_807	0.753026041484303	-0.0013350936947764	IC	C57BL/6	Saline 3d	AngII 3d
441	deviations	441	Hoxc5_441	0.754723862967756	0.0108281111061974	IC	C57BL/6	Saline 3d	AngII 3d
510	deviations	510	Hoxa5_510	0.755445563073284	0.0132785943230129	IC	C57BL/6	Saline 3d	AngII 3d
104	deviations	104	Fos_104	0.756167495480492	0.00990709374126448	IC	C57BL/6	Saline 3d	AngII 3d
160	deviations	160	Zfp187_160	0.771189825550006	0.0121944708398219	IC	C57BL/6	Saline 3d	AngII 3d
476	deviations	476	Nobox_476	0.771189825550006	0.00740491371646831	IC	C57BL/6	Saline 3d	AngII 3d
517	deviations	517	En2_517	0.771189825550006	0.00962844350736517	IC	C57BL/6	Saline 3d	AngII 3d
530	deviations	530	Hoxd1_530	0.771189825550006	0.00962844350736517	IC	C57BL/6	Saline 3d	AngII 3d
536	deviations	536	Nkx26_536	0.771189825550006	0.0103999373467772	IC	C57BL/6	Saline 3d	AngII 3d
55	deviations	55	Bhlhe40_55	0.773610128269245	0.0114639608787859	IC	C57BL/6	Saline 3d	AngII 3d
150	deviations	150	Sp2_150	0.773610128269245	0.00166070746148944	IC	C57BL/6	Saline 3d	AngII 3d
108	deviations	108	Bach1_108	0.775115365834656	-0.0140873766266207	IC	C57BL/6	Saline 3d	AngII 3d
127	deviations	127	Junb_127	0.775115365834656	-0.00491342571523184	IC	C57BL/6	Saline 3d	AngII 3d
687	deviations	687	Ar_687	0.775115365834656	-0.0087184799829497	IC	C57BL/6	Saline 3d	AngII 3d
121	deviations	121	Atf4_121	0.776488806332339	-0.00814057501441393	IC	C57BL/6	Saline 3d	AngII 3d
9	deviations	9	Arid5a_9	0.776555750560604	-0.0129006809619255	IC	C57BL/6	Saline 3d	AngII 3d
392	deviations	392	Dux_392	0.779562314586648	0.0126749257465941	IC	C57BL/6	Saline 3d	AngII 3d
81	deviations	81	Olig1_81	0.782243493767737	-0.0181243850373018	IC	C57BL/6	Saline 3d	AngII 3d
493	deviations	493	Six4_493	0.785908218786126	0.0127175898450813	IC	C57BL/6	Saline 3d	AngII 3d
514	deviations	514	Hoxb7_514	0.787936725496577	0.00846750052197871	IC	C57BL/6	Saline 3d	AngII 3d
404	deviations	404	Hoxc11_404	0.789699755855031	-0.00448614680057238	IC	C57BL/6	Saline 3d	AngII 3d
637	deviations	637	Naif1_637	0.789699755855031	0.0225508970880126	IC	C57BL/6	Saline 3d	AngII 3d
693	deviations	693	Pax9_693	0.793366917616505	-0.00658013870230697	IC	C57BL/6	Saline 3d	AngII 3d
772	deviations	772	Tbp_772	0.797933280698708	0.0112864229516614	IC	C57BL/6	Saline 3d	AngII 3d
773	deviations	773	Tbpl2_773	0.797933280698708	0.0112864229516614	IC	C57BL/6	Saline 3d	AngII 3d
864	deviations	864	Tbx15_864	0.797933280698708	-0.0113370740587898	IC	C57BL/6	Saline 3d	AngII 3d
865	deviations	865	Tbx22_865	0.797933280698708	-0.0113370740587898	IC	C57BL/6	Saline 3d	AngII 3d
866	deviations	866	Tbx18_866	0.797933280698708	-0.0113370740587898	IC	C57BL/6	Saline 3d	AngII 3d
604	deviations	604	NP_604	0.799959980809679	-0.0141405507424302	IC	C57BL/6	Saline 3d	AngII 3d
705	deviations	705	Rfx6_705	0.805924501577862	-0.0033584331498641	IC	C57BL/6	Saline 3d	AngII 3d
472	deviations	472	Pdx1_472	0.807295293502164	-0.0131043507034176	IC	C57BL/6	Saline 3d	AngII 3d
596	deviations	596	NP_596	0.80866578297784	0.0140816858094086	IC	C57BL/6	Saline 3d	AngII 3d
405	deviations	405	Hoxc8_405	0.812665750194764	0.0141216600352805	IC	C57BL/6	Saline 3d	AngII 3d
37	deviations	37	Myc_37	0.814163682348179	-0.003256443859384	IC	C57BL/6	Saline 3d	AngII 3d
240	deviations	240	Zfx_240	0.814163682348179	0.0110226906130125	IC	C57BL/6	Saline 3d	AngII 3d
425	deviations	425	Meis1_425	0.814163682348179	0.00466123283574916	IC	C57BL/6	Saline 3d	AngII 3d
433	deviations	433	Msx2_433	0.814163682348179	0.00320718378296337	IC	C57BL/6	Saline 3d	AngII 3d
444	deviations	444	Esx1_444	0.814163682348179	0.0141367234044606	IC	C57BL/6	Saline 3d	AngII 3d
578	deviations	578	Obox5_578	0.814163682348179	-0.00947551881367228	IC	C57BL/6	Saline 3d	AngII 3d
579	deviations	579	AC1890281_579	0.814163682348179	-0.00947551881367228	IC	C57BL/6	Saline 3d	AngII 3d
608	deviations	608	NP_608	0.814163682348179	-0.00947551881367228	IC	C57BL/6	Saline 3d	AngII 3d
609	deviations	609	Q8VHG7_609	0.814163682348179	-0.00947551881367228	IC	C57BL/6	Saline 3d	AngII 3d
67	deviations	67	Atoh8_67	0.817819392104811	-0.00248101852230913	IC	C57BL/6	Saline 3d	AngII 3d
172	deviations	172	Gfi1b_172	0.817877876515582	0.0095498719117382	IC	C57BL/6	Saline 3d	AngII 3d
551	deviations	551	Hoxd10_551	0.823170439552164	0.00992754008427951	IC	C57BL/6	Saline 3d	AngII 3d
309	deviations	309	Foxq1_309	0.824647304303525	-0.00415870085950643	IC	C57BL/6	Saline 3d	AngII 3d
489	deviations	489	Isl2_489	0.824647304303525	0.00295877359104463	IC	C57BL/6	Saline 3d	AngII 3d
529	deviations	529	Isl1_529	0.824647304303525	0.00295877359104463	IC	C57BL/6	Saline 3d	AngII 3d
587	deviations	587	NP_587	0.82633843095608	0.0168388159666974	IC	C57BL/6	Saline 3d	AngII 3d
565	deviations	565	Irx1_565	0.826394723390428	-0.00806861757052145	IC	C57BL/6	Saline 3d	AngII 3d
101	deviations	101	Nfe2l2_101	0.826451748504927	-0.00215914855365711	IC	C57BL/6	Saline 3d	AngII 3d
878	deviations	878	Zfp263_878	0.828141120831884	4.39726829301254e-07	IC	C57BL/6	Saline 3d	AngII 3d
119	deviations	119	Bach2_119	0.829234142383951	-0.000915565365954177	IC	C57BL/6	Saline 3d	AngII 3d
597	deviations	597	NP_597	0.829234142383951	0.00322521635052498	IC	C57BL/6	Saline 3d	AngII 3d
680	deviations	680	Nr2f2_680	0.829943667603369	-0.0104006996889172	IC	C57BL/6	Saline 3d	AngII 3d
733	deviations	733	Sox17_733	0.836199180384478	0.00775091189344645	IC	C57BL/6	Saline 3d	AngII 3d
40	deviations	40	Hes7_40	0.836263628462225	0.00196959115413762	IC	C57BL/6	Saline 3d	AngII 3d
50	deviations	50	Mycl1_50	0.836263628462225	-0.0121002045339692	IC	C57BL/6	Saline 3d	AngII 3d
65	deviations	65	Mycn_65	0.836263628462225	-0.0121002045339692	IC	C57BL/6	Saline 3d	AngII 3d
76	deviations	76	Mycs_76	0.836263628462225	-0.0121002045339692	IC	C57BL/6	Saline 3d	AngII 3d
251	deviations	251	Dmrt1_251	0.836263628462225	-0.000601338335626471	IC	C57BL/6	Saline 3d	AngII 3d
361	deviations	361	Foxl1_361	0.836263628462225	-0.00855166996948363	IC	C57BL/6	Saline 3d	AngII 3d
615	deviations	615	Pou1f1_615	0.836263628462225	-0.00661581391674796	IC	C57BL/6	Saline 3d	AngII 3d
619	deviations	619	Pou2f1_619	0.83832779342581	0.00168143435335533	IC	C57BL/6	Saline 3d	AngII 3d
638	deviations	638	Mef2c_638	0.83832779342581	-0.00745888239191234	IC	C57BL/6	Saline 3d	AngII 3d
387	deviations	387	Gata1_387	0.839683604270366	-0.00965554725338907	IC	C57BL/6	Saline 3d	AngII 3d
450	deviations	450	Tlx1_450	0.840242639718253	0.0102783109115366	IC	C57BL/6	Saline 3d	AngII 3d
522	deviations	522	Tlx3_522	0.840242639718253	0.0102783109115366	IC	C57BL/6	Saline 3d	AngII 3d
805	deviations	805	Rest_805	0.840242639718253	0.00312695460486114	IC	C57BL/6	Saline 3d	AngII 3d
876	deviations	876	Zfp263_876	0.840242639718253	-0.00048832277245655	IC	C57BL/6	Saline 3d	AngII 3d
190	deviations	190	Egr1_190	0.844096409832684	-0.000729930487006539	IC	C57BL/6	Saline 3d	AngII 3d
603	deviations	603	NP_603	0.844096409832684	-0.00967789609927885	IC	C57BL/6	Saline 3d	AngII 3d
607	deviations	607	NP_607	0.844096409832684	0.00171963201413566	IC	C57BL/6	Saline 3d	AngII 3d
761	deviations	761	Tbx4_761	0.844096409832684	-0.0050055673807291	IC	C57BL/6	Saline 3d	AngII 3d
764	deviations	764	Tbx5_764	0.844096409832684	-0.0050055673807291	IC	C57BL/6	Saline 3d	AngII 3d
429	deviations	429	Gsc_429	0.844479266044212	-0.00486620431448504	IC	C57BL/6	Saline 3d	AngII 3d
47	deviations	47	Ptf1a_47	0.845506768782966	0.00334111501102877	IC	C57BL/6	Saline 3d	AngII 3d
648	deviations	648	Terf2_648	0.847500486569556	0.00276536950011132	IC	C57BL/6	Saline 3d	AngII 3d
569	deviations	569	Obox3_569	0.848585870522904	-0.00267004370423775	IC	C57BL/6	Saline 3d	AngII 3d
580	deviations	580	Gm5889_580	0.848585870522904	-0.00267004370423775	IC	C57BL/6	Saline 3d	AngII 3d
750	deviations	750	Sox2_750	0.851220727902319	0.00709915051342968	IC	C57BL/6	Saline 3d	AngII 3d
64	deviations	64	Atoh7_64	0.854406868228533	-0.0103354335361321	IC	C57BL/6	Saline 3d	AngII 3d
249	deviations	249	Kdm2b_249	0.854406868228533	0.00440613400607121	IC	C57BL/6	Saline 3d	AngII 3d
307	deviations	307	Foxa2_307	0.854406868228533	-0.00525578824925702	IC	C57BL/6	Saline 3d	AngII 3d
595	deviations	595	NP_595	0.854406868228533	-0.0107555571235998	IC	C57BL/6	Saline 3d	AngII 3d
774	deviations	774	Prkrir_774	0.854406868228533	0.00186785107745972	IC	C57BL/6	Saline 3d	AngII 3d
23	deviations	23	Ascl2_23	0.854449755632777	0.000185469940517673	IC	C57BL/6	Saline 3d	AngII 3d
52	deviations	52	Clock_52	0.854449755632777	-0.014483993479613	IC	C57BL/6	Saline 3d	AngII 3d
56	deviations	56	Bhlhe41_56	0.854449755632777	0.0044203982143317	IC	C57BL/6	Saline 3d	AngII 3d
61	deviations	61	Scx_61	0.854449755632777	-0.000853518192661293	IC	C57BL/6	Saline 3d	AngII 3d
93	deviations	93	Tcf15_93	0.854449755632777	-0.000853518192661293	IC	C57BL/6	Saline 3d	AngII 3d
186	deviations	186	Prdm4_186	0.854449755632777	0.00290059861528472	IC	C57BL/6	Saline 3d	AngII 3d
466	deviations	466	Dmbx1_466	0.854449755632777	-0.00610248452621536	IC	C57BL/6	Saline 3d	AngII 3d
475	deviations	475	Pax4_475	0.854449755632777	0.024834685096488	IC	C57BL/6	Saline 3d	AngII 3d
553	deviations	553	Six1_553	0.854449755632777	-0.000113439007349978	IC	C57BL/6	Saline 3d	AngII 3d
617	deviations	617	Pou6f2_617	0.854449755632777	0.0145719721073468	IC	C57BL/6	Saline 3d	AngII 3d
780	deviations	780	Ascl1_780	0.854449755632777	0.000185469940517673	IC	C57BL/6	Saline 3d	AngII 3d
28	deviations	28	Ahr_28	0.859985242499466	-0.000897564712033706	IC	C57BL/6	Saline 3d	AngII 3d
36	deviations	36	Ahrr_36	0.859985242499466	-0.000897564712033706	IC	C57BL/6	Saline 3d	AngII 3d
460	deviations	460	Hoxd8_460	0.860807782317939	-0.00522748954281354	IC	C57BL/6	Saline 3d	AngII 3d
661	deviations	661	Rxrg_661	0.860807782317939	-0.0022694517843177	IC	C57BL/6	Saline 3d	AngII 3d
771	deviations	771	T_771	0.860807782317939	0.00224930417904259	IC	C57BL/6	Saline 3d	AngII 3d
343	deviations	343	Gm5294_343	0.861568374984056	-0.00652528985755065	IC	C57BL/6	Saline 3d	AngII 3d
369	deviations	369	Foxl1_369	0.861568374984056	-0.00652528985755065	IC	C57BL/6	Saline 3d	AngII 3d
97	deviations	97	Cebpd_97	0.869621949935449	-0.00987050142483389	IC	C57BL/6	Saline 3d	AngII 3d
130	deviations	130	Cebpb_130	0.869621949935449	-0.00987050142483389	IC	C57BL/6	Saline 3d	AngII 3d
618	deviations	618	Pou5f1_618	0.872536895833054	-0.00201554712926101	IC	C57BL/6	Saline 3d	AngII 3d
32	deviations	32	Srebf1_32	0.876559651005206	0.0110589094149006	IC	C57BL/6	Saline 3d	AngII 3d
117	deviations	117	Nfe2l1_117	0.876559651005206	-0.00585654482385993	IC	C57BL/6	Saline 3d	AngII 3d
147	deviations	147	Snai3_147	0.876559651005206	0.00410908976503995	IC	C57BL/6	Saline 3d	AngII 3d
197	deviations	197	Snai1_197	0.876559651005206	0.00410908976503995	IC	C57BL/6	Saline 3d	AngII 3d
383	deviations	383	Gata2_383	0.876559651005206	0.00350384911635814	IC	C57BL/6	Saline 3d	AngII 3d
467	deviations	467	Pax7_467	0.876559651005206	0.00240165311684245	IC	C57BL/6	Saline 3d	AngII 3d
486	deviations	486	Pbx4_486	0.876559651005206	0.00157926851157752	IC	C57BL/6	Saline 3d	AngII 3d
496	deviations	496	Pbx2_496	0.876559651005206	0.00157926851157752	IC	C57BL/6	Saline 3d	AngII 3d
507	deviations	507	Hoxa11_507	0.876559651005206	0.00215461713235755	IC	C57BL/6	Saline 3d	AngII 3d
616	deviations	616	Pou2f2_616	0.876559651005206	0.0129115838691225	IC	C57BL/6	Saline 3d	AngII 3d
642	deviations	642	Mecp2_642	0.876559651005206	-0.00223139499812819	IC	C57BL/6	Saline 3d	AngII 3d
699	deviations	699	Nfkb2_699	0.876559651005206	0.00289725267087483	IC	C57BL/6	Saline 3d	AngII 3d
701	deviations	701	Nfkb1_701	0.876559651005206	0.00627495347360967	IC	C57BL/6	Saline 3d	AngII 3d
742	deviations	742	Sox6_742	0.876559651005206	-0.0110771219041452	IC	C57BL/6	Saline 3d	AngII 3d
871	deviations	871	Nfe2l3_871	0.876559651005206	-0.00585654482385993	IC	C57BL/6	Saline 3d	AngII 3d
856	deviations	856	Relb_856	0.883214108260535	0.00581203500749323	IC	C57BL/6	Saline 3d	AngII 3d
574	deviations	574	Tlx2_574	0.886464127964824	0.00986709292275187	IC	C57BL/6	Saline 3d	AngII 3d
682	deviations	682	Rora_682	0.886464127964824	0.00877364234516491	IC	C57BL/6	Saline 3d	AngII 3d
639	deviations	639	Srf_639	0.896266218091768	-0.00345378185907293	IC	C57BL/6	Saline 3d	AngII 3d
679	deviations	679	Nr4a3_679	0.899186974977731	0.00384238161031965	IC	C57BL/6	Saline 3d	AngII 3d
684	deviations	684	Rorb_684	0.899186974977731	0.0025808670364961	IC	C57BL/6	Saline 3d	AngII 3d
71	deviations	71	Tcfl5_71	0.900613938624767	-0.000880643699497222	IC	C57BL/6	Saline 3d	AngII 3d
149	deviations	149	Ikzf1_149	0.900613938624767	-0.00510572608343867	IC	C57BL/6	Saline 3d	AngII 3d
183	deviations	183	Egr3_183	0.900613938624767	0.00145415770547062	IC	C57BL/6	Saline 3d	AngII 3d
421	deviations	421	Nkx25_421	0.900613938624767	0.00990187913601052	IC	C57BL/6	Saline 3d	AngII 3d
423	deviations	423	Hoxb1_423	0.900613938624767	-0.0033069991520753	IC	C57BL/6	Saline 3d	AngII 3d
568	deviations	568	Rhox8_568	0.900613938624767	-0.00818913561078119	IC	C57BL/6	Saline 3d	AngII 3d
671	deviations	671	Vdr_671	0.900613938624767	0.00687170467964317	IC	C57BL/6	Saline 3d	AngII 3d
696	deviations	696	Nfat5_696	0.900613938624767	0.00745510379675378	IC	C57BL/6	Saline 3d	AngII 3d
758	deviations	758	Stat2_758	0.900613938624767	0.00162476148239935	IC	C57BL/6	Saline 3d	AngII 3d
796	deviations	796	Ikzf4_796	0.900613938624767	-0.00510572608343867	IC	C57BL/6	Saline 3d	AngII 3d
843	deviations	843	Smarcc1_843	0.900613938624767	-0.00104964415915924	IC	C57BL/6	Saline 3d	AngII 3d
532	deviations	532	Hoxd11_532	0.901906296887501	-0.00488273821619214	IC	C57BL/6	Saline 3d	AngII 3d
90	deviations	90	Ebf1_90	0.902574500197921	-0.00644596860606753	IC	C57BL/6	Saline 3d	AngII 3d
39	deviations	39	Hes1_39	0.904309743919885	-0.00717386269621048	IC	C57BL/6	Saline 3d	AngII 3d
201	deviations	201	Dnajc21_201	0.904309743919885	0.00189113591575267	IC	C57BL/6	Saline 3d	AngII 3d
350	deviations	350	Gm5294_350	0.904309743919885	-0.0111561783197081	IC	C57BL/6	Saline 3d	AngII 3d
376	deviations	376	Foxl1_376	0.904309743919885	-0.0111561783197081	IC	C57BL/6	Saline 3d	AngII 3d
13	deviations	13	Ahctf1_13	0.909009831747074	0.00314924393750237	IC	C57BL/6	Saline 3d	AngII 3d
660	deviations	660	Nr2c1_660	0.919337997823852	0.000823825994860954	IC	C57BL/6	Saline 3d	AngII 3d
762	deviations	762	Tbx21_762	0.919337997823852	-0.00711685507955293	IC	C57BL/6	Saline 3d	AngII 3d
738	deviations	738	Sox5_738	0.919370648648987	-0.00766263368567531	IC	C57BL/6	Saline 3d	AngII 3d
414	deviations	414	Pknox1_414	0.920057209720245	0.00227878311676826	IC	C57BL/6	Saline 3d	AngII 3d
583	deviations	583	Hoxd3_583	0.920057209720245	0.00734922197760664	IC	C57BL/6	Saline 3d	AngII 3d
102	deviations	102	Mafk_102	0.920809939428438	-0.00347886479186967	IC	C57BL/6	Saline 3d	AngII 3d
386	deviations	386	Gata4_386	0.920809939428438	0.00538421105286174	IC	C57BL/6	Saline 3d	AngII 3d
394	deviations	394	Hoxb6_394	0.920809939428438	-0.0046767301583926	IC	C57BL/6	Saline 3d	AngII 3d
728	deviations	728	Cic_728	0.920809939428438	-0.0067808337866828	IC	C57BL/6	Saline 3d	AngII 3d
26	deviations	26	Arnt2_26	0.927755127205395	-0.000153339310922949	IC	C57BL/6	Saline 3d	AngII 3d
555	deviations	555	Pou3f2_555	0.927755127205395	0.0117600137524157	IC	C57BL/6	Saline 3d	AngII 3d
602	deviations	602	NP_602	0.927755127205395	-0.00223757681153654	IC	C57BL/6	Saline 3d	AngII 3d
712	deviations	712	Runx1_712	0.927755127205395	0.00156974340762255	IC	C57BL/6	Saline 3d	AngII 3d
858	deviations	858	Runx3_858	0.927755127205395	0.00156974340762255	IC	C57BL/6	Saline 3d	AngII 3d
