"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"	"group_id"	".before"	"project"	"strain"	"tissue"	"cell_type"	"control"	"treatment"
"HALLMARK_ADIPOGENESIS"	0.00248514814426509	0.0310643518033136	0.431707695803346	0.47982538307772	1.60848148039273	146	"Gphn;Abca1;Mgll;Rtn3;Gpam;Atl2;Gpd2;Me1;Rreb1;Ppm1b;Pgm1;Acadl;Slc27a1;Bcl2l13;Riok3;Bcl6;Aldh2;Aco2;Cs;Cox8a;Hibch;Mtch2;Angpt1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.0221323689307751	0.118066048646634	0.352487857583619	0.564669118413636	1.567348366488	44	"Scd2;Fads2;Clu;Cbs;Jag1;Atxn2;Acat3;Ctnnb1;Stx5a;Cpeb2;Gldc;Errfi1;Chka"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_BILE_ACID_METABOLISM"	0.0226836060911778	0.118066048646634	0.352487857583619	0.533652341615577	1.56254780773644	58	"Abca1;Fads2;Nedd4;Abcd2;Nr3c2;Slc23a2;Pipox;Abcd3;Pfkm;Pnpla8;Aqp9;Pex1;Bcar3;Cyp7b1;Idh1;Atxn1;Pex13;Crot;Lonp2;Cat;Hsd17b11;Abca3;Fads1;Idh2;Slc35b2;Efhc1;Hacl1;Fdxr;Abcd1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_COAGULATION"	0.0236132097293268	0.118066048646634	0.352487857583619	0.530477212886367	1.52291721634223	54	"Timp3;Htra1;Clu;Fyn;Gng12;Csrp1;Rapgef3;Lamp2;Lrp1;Klf7;Lta4h;F3;Capn2;Mmp14"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_IL2_STAT5_SIGNALING"	0.0154922397874188	0.118066048646634	0.380730400722792	0.476029817785799	1.48527411913037	86	"Ptch1;Lrig1;Syt11;Prnp;Rora;Itga6;Bcl2;Etv4;Spred2;Cd81;Cyfip1;Snx14;Dhrs3;Smpdl3a;Pou2f1;Nrp1;Itgav;Wls"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYC_TARGETS_V1"	0.0213436345276571	0.118066048646634	0.352487857583619	0.421595844219028	1.41615000364422	143	"Ywhae;Srsf2;Hnrnpa3;Tomm70a;Hnrnpu;Ap3s1;Srsf1;Psmd1;Cul1;Hnrnpr;Tardbp;Psma2;Slc25a3;Ifrd1;Gspt1;Psmd14;Fbl;Ilf2;Sf3b3;Kpnb1;Eif4e;Serbp1;Pabpc1;Eif4a1;Srpk1;Hnrnpc;Psmd7;Prps2;Eif2s2;Tra2b;Ranbp1;Xrcc6;Vdac3;Tfdp1;Rad23b;Sf3a1;Ssbp1;Uba2;Snrpa;Cops5;Eif1ax;Ssb;Smarcc1;Dhx15;Psmc6;Ndufab1;Psma4;Eif3b;Iars;Eif4g2;Exosc7;Vdac1;Cbx3;Bub3;Mcm7;Cct5;Psmb2;Canx;Srsf7;Snrpd1;Dek"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MTORC1_SIGNALING"	0.0207119713935953	0.118066048646634	0.352487857583619	0.412894667007318	1.37883665027049	137	"Scd2;Slc7a11;Fads2;Gpi1;Plod2;Add3;Acsl3;Me1;Pgm1;Acaca;Slc1a4;Gclc;Elovl5;Prdx1;Gmps;Atp2a2;Skap2;Ifrd1;Lta4h;Psmd14;Sec11a;Nfyc;Gsk3b;Tomm40;Hspa4;Psma3;Ube2d3;Gsr;Rpa1;Idh1;Txnrd1;Ak4;Polr3g;Atp6v1d;Eif2s2;Lgmn;P4ha1;Slc2a1;Tcea1;Immt;Pdap1;Gtf2h1;Psmg1;Fads1;Mthfd2;Psmd13;Cops5;Rit1;Psmc6;Sqstm1;Fkbp2;Stip1;Cth;Psma4;Uso1;Fdxr"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	0.0265366143092432	0.120620974132923	0.352487857583619	0.392640694970389	1.33441660107622	158	"Glud1;Gpi1;Slc25a12;Atp5a1;Atp6v1h;Tomm70a;Atp6v0b;Ogdh;Cpt1a;Ndufs1;Acat1;Pdhb;Cox11;Slc25a3;Oxa1l;Aco2;Cs;Cox8a;Hadhb;Atp5g2;Maob;Opa1;Mfn2;Idh3b;Sdha;Acadsb;Atp5c1;Uqcrc2;Slc25a4;Eci1;Idh1;Cox7c;Atp6v1d;Mpc1;Sucla2;Oat;Vdac3;Mtx2;Mrps22;Immt;Dlat;Dld;Dlst;Atp6v1e1;Echs1;Idh2;Aldh6a1;Etfdh;Acaa2;Slc25a20;Atp6v0e;Fh1;Cox7a2;Uqcrc1;Ndufab1;Sdhc;Decr1;Pdhx;Isca1;Supv3l1;Vdac1;Cyb5a;Aifm1;Hspa9;Ndufb2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_PROTEIN_SECRETION"	0.0316964548885305	0.128119237074411	0.321775918075361	0.467758584259247	1.45548473749394	82	"Abca1;Sh3gl2;Kif1b;Egfr;Ocrl;Tom1l1;Atp6v1h;Lamp2;Ap3s1;Mapk1;Napg;Sgms1;Cltc;Stx16;Arfgef1;Ap1g1;Scrn1;Scamp1;Ap3b1;Mon2;Vps45;Rab2a;Vps4b"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_G2M_CHECKPOINT"	0.0333110016393468	0.128119237074411	0.321775918075361	0.422796275715464	1.37221834610551	107	"Smad3;Pafah1b1;Srsf2;Meis1;Ewsr1;E2f3;Hnrnpu;Stag1;Hira;Dmd;Srsf1;Cul1;Notch2;Odf2;Gspt1;Cul4a;Kpnb1;Cul3;Meis2;Nup98;Cdc27;Tent4a;Dtymk;Tmpo;Amd1;Tra2b;Tfdp1;Nasp;Mapk14;Rad23b"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	0.0384099461244858	0.13632754769805	0.321775918075361	0.448444190462384	1.4061226066019	88	"Ntm;Sat1;Fermt2;Timp3;Cadm1;Prrx1;Htra1;Cdh11;Plod2;Cap2;Lama2;Serpine2;Gja1;Lrp1;Dab2;Notch2;Vegfa;Fstl1;Col16a1;Itgav;Sdc4;Pdgfrb;Itgb1;Copa;Mmp14"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MITOTIC_SPINDLE"	0.0408982643094149	0.13632754769805	0.321775918075361	0.391801774468066	1.31622090835604	148	"Arhgef12;Dock4;Ywhae;Pafah1b1;Rasa2;Prex1;Nf1;Kif1b;Trio;Fgd6;Arhgap5;Sos1;Farp1;Apc;Clasp1;Arhgef11;Rabgap1;Rictor;Klc1;Pdlim5;Palld;Cdc42;Notch2;Cdc42ep4;Rab3gap1;Arfgef1;Abi1;Ranbp9;Ckap5;Pcm1;Sun2;Myh9;Shroom2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_TGF_BETA_SIGNALING"	0.0573951434878587	0.168809245552526	0.282013350011725	0.549793425976223	1.47426560786404	38	"Smad3;Apc;Wwtr1;Rab31;Bmpr1a;Smurf2;Smad1;Ctnnb1;Rhoa;Bcar3;Ube2d3;Map3k7;Trim33"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	0.0571428571428571	0.168809245552526	0.271288554688953	0.569298064971667	1.45658372961999	29	"Ptch1;Notch1;Jag1;Cul1;Numb;Ctnnb1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_APICAL_SURFACE"	0.066	0.173684210526316	0.248911114434702	-0.664817310432485	-1.4870332996642	18	"App;Ntng1;Sulf2;Mal;Crocc;Adipor2;Afap1l2;Efna5"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.0635696821515892	0.173684210526316	0.282013350011725	0.4172694548425	1.32782033634878	96	"Lrig1;Wwc1;Slc24a3;Sybu;Tmem164;Bcl2;Add3;Farp1;Slc1a4;Sec14l2;Rab31;Elf1;Elovl5;Papss2;Gja1;Slc7a2;Dhrs3;Syngr1;Tiparp;Chpt1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_FATTY_ACID_METABOLISM"	0.0831168831168831	0.207792207792208	0.252961123069611	0.396455874009966	1.28109543971269	105	"Mgll;Prdx6;Bmpr1b;Gpd2;Acss1;Me1;Ptprg;Acadl;Cpt1a;Elovl5;Pdhb;Gstz1;Ppara;Acat3;Aco2;Hsdl2;Hibch;Hadhb;Idh3b;Sdha;Suclg2;Eci1;Idh1;Fmo1;Acox1;Sucla2;Eci2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.0900243309002433	0.214343645000579	0.234392647294686	0.409878233843238	1.27938665275048	85	"Fgfr3;Slc24a3;Bcl2;Dlg5;Add3;Rabep1;Farp1;Large1;Slc1a4;Rab31;Elovl5;Papss2;Cacna2d2;Snx10"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_PANCREAS_BETA_CELLS"	0.100208768267223	0.227747200607326	0.204294756516886	-0.675201466447541	-1.42746001302923	13	"Pcsk2;Pak3;Chga;Stxbp1;Syt13;Gck"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_PEROXISOME"	0.116550116550117	0.25336981858721	0.199915231309662	0.419470144354836	1.25086436199897	65	"Cadm1;Abcd2;Slc23a2;Elovl5;Abcd3;Pex5;Prdx1;Dhrs3;Sod2;Abcb9;Vps4b;Pabpc1;Slc25a4;Idh1;Abcc5;Dlg4;Atxn1;Pex13;Acox1;Eci2;Lonp2;Cat;Hsd17b11;Pex11b;Fads1;Idh2;Slc35b2;Smarcc1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_APOPTOSIS"	0.129268292682927	0.269308943089431	0.193813302725311	0.404701106681016	1.2411382449409	78	"Sat1;Timp3;Ptk2;Clu;Aifm3;Dpyd;Il18;Add1;Dnaja1;Fez1;Sod2;Dnajc3;Ctnnb1;Cflar;Bnip3l;Cyld;Pdgfrb;Ank;Psen1;Gsr;Dap3"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY"	0.14963503649635	0.299270072992701	0.153158808683073	-0.511886911396802	-1.28207996144032	35	"Mbp"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_KRAS_SIGNALING_DN"	0.173611111111111	0.304436942367977	0.137250779610133	-0.462500054843487	-1.24378897415304	55	"Tenm2;Ryr2;Camk1d;Dcc;Arpp21;Zbtb16;Mast3;Epha5;Sgk1;Sptbn2;Kcnq2;Nr6a1;Clstn3;Oxt;Mfsd6;Mthfr;Itih3;Sox10"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_SPERMATOGENESIS"	0.176573426573427	0.304436942367977	0.136490437780413	-0.46831028191201	-1.23976391479058	52	"Map7;Dcc;Scg5;Jam3;Grm8;Clvs1;Camk4;Pcsk1n;Gad1;Snap91;Pebp1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_HYPOXIA"	0.166233766233766	0.304436942367977	0.175204047558551	0.362821183561059	1.17240932512845	105	"Dtna;Rora;Gpi1;Bcl2;Egfr;Large1;Nedd4l;Pgm1;Ppargc1a;Hk1;Wsb1;Klhl24;Ugp2;Klf7;Ext1;Pfkp;Phkg1;Vegfa;Tiparp;Bnip3l;F3;Sdc4;Hexa;Myh9;Errfi1;Ncan;Sdc3;Hdlbp;Ampd3;Ak4;Lxn"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_UV_RESPONSE_DN"	0.158567774936061	0.304436942367977	0.178219874951973	0.359881528000296	1.17136361099912	112	"Celf2;Smad3;Nfib;Plpp3;Mgll;Kalrn;Rasa2;Kcnma1;Add3;Fyn;Cap2;Plcb4;Nfkb1;Prkce;Zmiz1;Arhgef9;Gja1;Irs1;Pdlim5;Dab2;Notch2;Bmpr1a;Nr1d2;Rnd3;Ddah1;Nrp1;Atp2c1;F3;Scaf8;Pdgfrb;Map2k5"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_HEDGEHOG_SIGNALING"	0.198770491803279	0.331284153005464	0.139599673451922	0.499410468701317	1.22471964505172	25	"Ptch1;Nf1;Nrcam;Adgrg1;Dpysl2;Vegfa;Tle1;Nrp1;Gli1;Myh9"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.267639902676399	0.418187347931874	0.130105630751129	0.358434360640795	1.10419579528989	79	"Fus;Tspyl2;Slc1a4;Vegfa;Slc30a5;Dnajc3;Sec11a;Cnot2;Eef2;Eif4e;Eif4a1;Eif4a3;Eif4a2;Ern1;Sec31a;Dcp1a;Wfs1;Mthfd2;Srprb;Exosc5;Pdia6;Iars;Fkbp14;Atp6v0d1;Hspa9;Dcp2;Atf6;Shc1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYOGENESIS"	0.264058679706601	0.418187347931874	0.131457611642763	0.350686791809905	1.10279458069636	90	"Scd2;Dtna;Ncam1;Prnp;Notch1;Rb1;Clu;Mras;Large1;Agl;Wwtr1;Lama2;Pfkm;Kifc3;Dmd"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_ANDROGEN_RESPONSE"	0.288095238095238	0.436507936507936	0.123257226381337	0.355039055416031	1.08631281868784	75	"Scd2;Sat1;Bmpr1b;Tnfaip8;Mertk;Acsl3;Pias1;Zmiz1;Elovl5;Pdlim5;Appbp2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_COMPLEMENT"	0.308252427184466	0.453312392918332	0.119887845115423	0.335978570278275	1.06670750679557	94	"Dock4;Kcnip3;Pla2g7;Zfpm2;Clu;Gpd2;Fyn;Me1;Csrp1;Lamp2;Zeb1;Lrp1;Scg3;Pik3ca;Cblb;Lta4h;F3"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_HEME_METABOLISM"	0.333333333333333	0.476190476190476	0.121543282035469	0.315185315053064	1.04848826720922	133	"Arhgef12;Slc7a11;Smox;Mboat2;Tspan5;Acsl6;Rbm5;Mfhas1;Gclc;Gapvd1;Lamp2;Riok3;Add1;Slc6a9;Gmps;Bmp2k;Lpin2;Bnip3l;Sec14l1;Btrc;Xpo7;Cdc27;Aldh1l1;Dcaf10;Tfdp2;Ubac1;Klf3;Ypel5;Hagh;Rnf19a;Rap1gap;Cat;Fbxo34;Slc2a1;Fbxo9;Tcea1;Usp15"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_GLYCOLYSIS"	0.442408376963351	0.611408323490586	0.101350743797099	0.304999193196807	0.992504873290732	114	"Pygb;Egfr;Mertk;Hs2st1;Plod2;Me1;Aldh7a1;Agl;Gclc;Ugp2;Ext1;Pfkp;Vegfa;Chpf2;Ndufv3;Kif2a;Sdc3;Hdlbp;Idh1;Chst1;Ecd;Ak4"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.452442159383033	0.611408323490586	0.0988903007520636	0.307349743657859	0.989056524191704	102	"Smox;Abcd2;Aox1;Ndrg2;Tmbim6;Gclc;Cyp2j9;Pmm1;Elovl5;Csad;Papss2;Pdlim5;Slc35d1;Aldh2;Aqp9;Atp2a2;Lpin2;Abhd6;Aco2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_ANGIOGENESIS"	0.483122362869198	0.635687319564735	0.0838361057159929	-0.452269612960305	-0.976036834791968	16	"App;Jag2;Pdgfa;Tnfrsf21"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_APICAL_JUNCTION"	0.684552845528455	0.834820543327385	0.0535669384770951	-0.301342180631123	-0.886238371227165	106	"Nfasc;Cdh4;Atp1a3;Ppp2r2c;Tro;Evl;Myh10;Gnai1;Baiap2;Adam23;Jam3;Actn1;Hras;Cdh8;Fbn1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_ALLOGRAFT_REJECTION"	0.684027777777778	0.834820543327385	0.0566484183613995	-0.327505261713669	-0.870500712230714	53	"Prkcb;Ube2d1;Prkcg;Apbb1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYC_TARGETS_V2"	0.672097759674134	0.834820543327385	0.0650877566917313	0.335167987175313	0.850444668451498	28	"Rabepk;Farsa;Utp20;Exosc5;Supv3l1;Cbx3;Nip7;Las1l;Ndufaf4;Wdr43;Pa2g4;Nolc1;Sord;Tfb2m;Phb;Hspd1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_P53_PATHWAY"	0.723404255319149	0.861195542046606	0.0513223330421143	-0.295097050884522	-0.868445064109298	109	"App;Cyfip2;Cdh13;Zbtb16;Jag2;Baiap2;Hras;Ptpre;Pdgfa;Zfp365;Abat;Tprkb;Ndrg1;Prmt2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_KRAS_SIGNALING_UP"	0.777219430485762	0.903743523820654	0.0490939668192139	-0.293567334710039	-0.839756010125518	87	"Map7;Kif5c;Scg5;Ephb2;Epb41l3;Nin;Scn1b;Akap12;Ptprr;Snap25;Apod;Pcsk1n;Snap91;Gabra3"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_DNA_REPAIR"	0.82640586797066	0.939097577239387	0.0639271933359996	0.263581357345672	0.832367783014923	91	"Gsdme;Vps37b;Rev3l;Dctn4;Cstf3;Supt5;Ago4;Nfx1;Polr3gl;Npr2;Mpc2;Dad1;Taf6;Trp53;Gtf2h1;Nudt9;Itpa;Gtf2a2;Eloa;Rrm2b;Rnmt;Nelfe;Polh;Rad52;Tsg101;Rae1;Ercc4;Polr2c;Ddb1;Rala;Snapc4;Dguok;Ercc8;Aaas;Edf1;Rbx1;Srsf6;Gtf2b;Tk2;Sdcbp;Polr3c;Polb;Ncbp2;Tarbp2;Pola2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.863636363636364	0.95959595959596	0.0607719451853533	0.260061133763981	0.796832624997821	76	"Mapk10;Plcb1;Egfr;Itpr2;Vav3;Adcy2;Acaca;Mapk1;Rptor;Cltc;Gsk3b;Eif4e;Ube2d3;Pikfyve;Ripk1;Map3k7"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.892156862745098	0.962882435160739	0.0603786357920401	0.254237049714861	0.787148879561826	81	"Auts2;Nfkb1;Pfkp;Psma2;Sod2;Slc25a28;Nup93;Stat3;Psma3;Il15ra;Ripk1;Eif2ak2;Ifnar2;Tdrd7;Znfx1;Mthfd2;Lap3"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_UV_RESPONSE_UP"	0.905109489051095	0.962882435160739	0.0593487680335629	0.24886011607608	0.776787554499523	85	"Ntrk3;Grina;Tmbim6;Ago2;Hnrnpu;Eif5;Dnaja1;Sod2;Sigmar1;Prkaca;Mmp14;Slc25a4;Chka;Fmo1;Dlg4"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_E2F_TARGETS"	0.953086419753086	0.992798353909465	0.057609110864425	0.233686458149463	0.749782994759038	98	"Srsf2;Cit;Stag1;Srsf1;Gspt1;Rbbp7;Slbp;Rpa1;Hells;Tmpo;Tra2b;Ranbp1;Xrcc6;Nasp;Trp53;Mthfd2;Nup153;Prkdc"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	0.990675990675991	0.9979633401222	0.0531298054705469	0.196857643945375	0.534699880679105	41	"Elf1;Cd47;Slc25a28;Psma3;Eif2ak2;Tdrd7;Lap3;Rnf31;Mvb12a;Nmi;Gmpr;Parp9;Stat2"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	0.9979633401222	0.9979633401222	0.0466015072985992	0.171338042603769	0.434747739673222	28	"Stat3;Il15ra;Stam2;Ltbr;Pdgfc;Ifnar1;Tnfrsf1a;Stat2;Il10rb;Cd9;Csf1"	"AngII | C57BL/6 | HYP | Astrocyte | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"HYP"	"Astrocyte"	"Saline 3d"	"AngII 3d"
"HALLMARK_MITOTIC_SPINDLE"	0.000564400560108746	0.0282200280054373	0.477270815362862	0.437277121776252	1.44723643739415	165	"Kif5b;Tbcd;Cd2ap;Abi1;Dock4;Actn4;Rasal2;Marcks;Tubgcp5;Abl1;Arhgef11;Rictor;Rapgef6;Pkd2;Ralbp1;Rabgap1;Arhgdia;Ophn1;Klc1;Rab3gap1;Wasl;Vcl;Sos1;Cdc27;Myo9b;Arfgef1;Dlg1;Myh9;Arhgef12;Arhgef7;Ywhae;Prex1;Clasp1;Dynll2;Nf1;Tubgcp6;Cdc42;Farp1;Mid1;Tlk1;Lrpprc;Ssh2;Ckap5;Fgd4;Mark4;Cntrob;Rasa2;Smc1a;Tuba4a;Tiam1;Rfc1;Nck2;Csnk1d;Katnb1;Kif3b;Wasf1;Rasa1;Mapre1"	"AngII | C57BL/6 | HYP | Avp+ neuron | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"HYP"	"Avp+ neuron"	"Saline 3d"	"AngII 28d"
