"CT"	"program"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"N"	"adj_r2"	"n_bp_levels"	"n_tissue_lv"	"n_strain_lv"	"tissue_value"	"strain_value"	"p_adj"
"Activated_microglia"	"Activated_microglia-1"	"BP_mean"	-0.238678743330596	0.143261678885562	-1.6660334095432	0.139647721800731	10	0.08057338161581	10	1	2	"HYP"	"mixed"	0.341692844223629
"Activated_microglia"	"Activated_microglia-2"	"BP_mean"	0.163342732503069	0.137507683280445	1.18788076859628	0.273617928496469	10	-0.0517194342669709	10	1	2	"HYP"	"mixed"	0.492512271293645
"Activated_microglia"	"Activated_microglia-3"	"BP_mean"	0.0922264770486729	0.0427497571989123	2.15735674519853	0.0678723198894334	10	0.354485016099998	10	1	2	"HYP"	"mixed"	0.24434035160196
"Activated_microglia"	"Activated_microglia-4"	"BP_mean"	-0.0073922271723341	0.0106159696119677	-0.696330852718402	0.508675823533381	10	-0.137898902426055	10	1	2	"HYP"	"mixed"	0.70432037104622
"Activated_microglia"	"Activated_microglia-5"	"BP_mean"	-0.0109442255679956	0.00680597449309268	-1.60803211635641	0.151863486321613	10	0.46001172321431	10	1	2	"HYP"	"mixed"	0.341692844223629
"Activated_microglia"	"Activated_microglia-6"	"BP_mean"	0.00144598651918358	0.00619288106978009	0.233491730729285	0.822060754429916	10	-0.223668693349643	10	1	2	"HYP"	"mixed"	0.858096039317314
"Adipocyte"	"Adipocyte-1"	"BP_mean"	0.00405184322255664	0.176342180108912	0.0229771641705583	0.982309755402508	12	0.784669464694033	12	1	4	"MSA"	"mixed"	0.982309755402508
"Adipocyte"	"Adipocyte-2"	"BP_mean"	0.0183216189501177	0.22313553819394	0.0821098203289936	0.936857916000239	12	0.436398582247052	12	1	4	"MSA"	"mixed"	0.958150141363881
"Adipocyte"	"Adipocyte-3"	"BP_mean"	0.0842106103153564	0.13400933848559	0.628393597543292	0.549691574731228	12	0.267447533355449	12	1	4	"MSA"	"mixed"	0.699496805883028
"Adipocyte"	"Adipocyte-4"	"BP_mean"	-0.0967694393587481	0.0709653208765262	-1.36361589243173	0.214917242523329	12	0.250493831512361	12	1	4	"MSA"	"mixed"	0.48356379567749
"Adipocyte"	"Adipocyte-5"	"BP_mean"	-0.0149844756736879	0.0337551411935808	-0.44391684181542	0.670500824970956	12	0.0331948172553914	12	1	4	"MSA"	"mixed"	0.773654798043411
"Adipocyte"	"Adipocyte-6"	"BP_mean"	0.0081627966387403	0.0739372276174372	0.11040171374799	0.915189409414634	12	0.310116912036194	12	1	4	"MSA"	"mixed"	0.958150141363881
"Adipocyte"	"Adipocyte-7"	"BP_mean"	0.00203090226723773	0.0217152785928482	0.0935241175264774	0.928107779659569	12	0.100688258633039	12	1	4	"MSA"	"mixed"	0.958150141363881
"Adipocyte"	"Adipocyte-8"	"BP_mean"	0.0256630785389416	0.0406824814193645	0.630813992745442	0.548196449084333	12	0.492915100869923	12	1	4	"MSA"	"mixed"	0.699496805883028
"Adipocyte"	"Adipocyte-9"	"BP_mean"	-0.0306869349005145	0.0197063084679071	-1.55721376991992	0.163376930762723	12	-0.0838187663560619	12	1	4	"MSA"	"mixed"	0.451743052488039
"Astrocyte"	"Astrocyte-1"	"BP_mean"	0.136979367667647	0.11365722961948	1.20519713639201	0.243733225544593	24	0.928945485370298	23	1	5	"HYP"	"mixed"	0.363319467887633
"Astrocyte"	"Astrocyte-10"	"BP_mean"	-0.0277487168799947	0.0250950407843145	-1.10574504016502	0.283397471727283	24	0.0801116459606465	23	1	5	"HYP"	"mixed"	0.395048295776784
"Astrocyte"	"Astrocyte-11"	"BP_mean"	-0.00328949499310131	0.00394562167714342	-0.833707654273347	0.415372698418262	24	0.104228065942607	23	1	5	"HYP"	"mixed"	0.517256567841609
"Astrocyte"	"Astrocyte-2"	"BP_mean"	0.0402224552573393	0.106437109574205	0.377898793176991	0.709925178382998	24	0.821856001970712	23	1	5	"HYP"	"mixed"	0.807845892642722
"Astrocyte"	"Astrocyte-3"	"BP_mean"	-0.0957979829952484	0.108293087056409	-0.884617712904866	0.388026976603347	24	0.830615241150155	23	1	5	"HYP"	"mixed"	0.492495777996556
"Astrocyte"	"Astrocyte-4"	"BP_mean"	0.065941363583543	0.0261402973425397	2.5225942428831	0.0212831999319141	24	0.832253674495868	23	1	5	"HYP"	"mixed"	0.0638495997957425
"Astrocyte"	"Astrocyte-5"	"BP_mean"	-0.0221567950259792	0.0276091185393612	-0.802517291321385	0.432722638702466	24	-0.181262610566651	23	1	5	"HYP"	"mixed"	0.528883225080792
"Astrocyte"	"Astrocyte-6"	"BP_mean"	-0.0601810165626501	0.0452830539758983	-1.32899641871949	0.200450570354111	24	0.127207922835122	23	1	5	"HYP"	"mixed"	0.307668317287705
"Astrocyte"	"Astrocyte-7"	"BP_mean"	-0.00575465954612181	0.00850139816610001	-0.676907425541949	0.507071416356428	24	0.410961656117766	23	1	5	"HYP"	"mixed"	0.608485699627714
"Astrocyte"	"Astrocyte-8"	"BP_mean"	-0.0210439937747722	0.0121575764261376	-1.73093658120296	0.10056851602556	24	0.0316790676379038	23	1	5	"HYP"	"mixed"	0.184375612713527
"Astrocyte"	"Astrocyte-9"	"BP_mean"	-0.0071705267306615	0.00802555327641177	-0.893461981211524	0.383400276226155	24	0.221014567118842	23	1	5	"HYP"	"mixed"	0.492495777996556
"Avp+_neuron"	"Avp+_neuron-1"	"BP_mean"	0.0725341827910597	0.306262712437765	0.236836480071988	0.824418235507808	6	-0.232713802795155	6	1	1	"HYP"	"C57BL/6"	0.942192269151781
"Avp+_neuron"	"Avp+_neuron-2"	"BP_mean"	0.0628277284717143	0.137642688002799	0.456455256602056	0.671748659387003	6	-0.188113710865407	6	1	1	"HYP"	"C57BL/6"	0.826767580784003
"Avp+_neuron"	"Avp+_neuron-3"	"BP_mean"	0.144737994067827	0.181670368456637	0.796706668772869	0.470233876999903	6	-0.0788088144002428	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"Avp+_neuron"	"Avp+_neuron-4"	"BP_mean"	-0.130353959367779	0.109219080018441	-1.19350904023153	0.298616439701202	6	0.0782499141825193	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"Avp+_neuron"	"Avp+_neuron-5"	"BP_mean"	-0.0414797071362758	0.0636842634627269	-0.651333702878624	0.550357201269597	6	-0.130138731416052	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"Avp+_neuron"	"Avp+_neuron-6"	"BP_mean"	-0.0574610702964569	0.04113375465521	-1.39693229509694	0.234951161162184	6	0.159864345505633	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"Avp+_neuron"	"Avp+_neuron-7"	"BP_mean"	-0.075496399613839	0.0882501949671447	-0.855481391762887	0.440501842860702	6	-0.0566695221442617	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"Avp+_neuron"	"Avp+_neuron-8"	"BP_mean"	0.0246912310837493	0.0410706279234728	0.601189519910837	0.58012222392456	6	-0.146413293611747	6	1	1	"HYP"	"C57BL/6"	0.77349629856608
"B_cells"	"B_cells-1"	"BP_mean"	0.163420148282982	0.0989524522053799	1.65150175302171	0.110664748010666	32	0.751328063685255	24	3	3	"mixed"	"mixed"	0.209680575178104
"B_cells"	"B_cells-2"	"BP_mean"	0.00628413700800462	0.0431061880232452	0.145782712324641	0.885217292357513	32	0.962619408213663	24	3	3	"mixed"	"mixed"	0.910509214996299
"B_cells"	"B_cells-3"	"BP_mean"	-0.0838093247766544	0.0651407998902157	-1.28658728351358	0.209576562620331	32	0.201485223080715	24	3	3	"mixed"	"mixed"	0.326147256374944
"B_cells"	"B_cells-4"	"BP_mean"	-0.0316492201968542	0.0142391934753362	-2.22268348636979	0.0351435702485719	32	0.514065348534999	24	3	3	"mixed"	"mixed"	0.0843445685965725
"B_cells"	"B_cells-5"	"BP_mean"	-0.016119399414166	0.0223362566968637	-0.721669688566456	0.476938026648479	32	0.636452502592374	24	3	3	"mixed"	"mixed"	0.572325631978174
"B_cells"	"B_cells-6"	"BP_mean"	-0.0381263409033116	0.0203349448395291	-1.87491735060908	0.0720796241110117	32	0.278730273285782	24	3	3	"mixed"	"mixed"	0.162179154249776
"CD"	"CD-1"	"BP_mean"	0.204832699488709	0.138450027781599	1.47947026642585	0.154594356251701	26	0.618155617979017	26	1	5	"LK"	"mixed"	0.276296296279636
"CD"	"CD-10"	"BP_mean"	-0.00412368240832953	0.0111980304369053	-0.368250687615487	0.716555215881914	26	0.370341153416117	26	1	5	"LK"	"mixed"	0.787457958938099
"CD"	"CD-11"	"BP_mean"	-0.00879165048006278	0.0133419738740509	-0.658946761780269	0.517445417766281	26	0.412700785953449	26	1	5	"LK"	"mixed"	0.623553815401923
"CD"	"CD-12"	"BP_mean"	0.016572486012686	0.0197449574981135	0.839327510037407	0.411206293125819	26	0.361572827468682	26	1	5	"LK"	"mixed"	0.548275057501092
"CD"	"CD-13"	"BP_mean"	-0.00549883930064333	0.0102950684047848	-0.534123629337679	0.599143481623786	26	0.196479418971627	26	1	5	"LK"	"mixed"	0.690159527685756
"CD"	"CD-14"	"BP_mean"	-0.158669628703414	0.0868505699532329	-1.82692674082455	0.082674044810439	26	0.054751259521281	26	1	5	"LK"	"mixed"	0.16150278521109
"CD"	"CD-2"	"BP_mean"	-0.0505957970733651	0.112545730080577	-0.449557677906938	0.657863579058438	26	0.547658388466046	26	1	5	"LK"	"mixed"	0.746764062714984
"CD"	"CD-3"	"BP_mean"	-0.0232912807187563	0.0436833532415358	-0.533184359496699	0.599781494298335	26	0.975676183851758	26	1	5	"LK"	"mixed"	0.690159527685756
"CD"	"CD-4"	"BP_mean"	0.017784218440015	0.063315270968999	0.280883555702109	0.781684905231172	26	0.533232640184995	26	1	5	"LK"	"mixed"	0.83115863341036
"CD"	"CD-5"	"BP_mean"	0.04705373249277	0.0434258055999393	1.08354311089247	0.291457849122539	26	0.212195288478788	26	1	5	"LK"	"mixed"	0.42607095151758
"CD"	"CD-6"	"BP_mean"	0.0187487893845283	0.0286031456632644	0.655479981301767	0.519628179501603	26	0.473372666032328	26	1	5	"LK"	"mixed"	0.623553815401923
"CD"	"CD-7"	"BP_mean"	-0.0365631839633888	0.0378852135335747	-0.965104338952338	0.346018209613422	26	-0.101861775533049	26	1	5	"LK"	"mixed"	0.492636095042839
"CD"	"CD-8"	"BP_mean"	-0.0295092868177317	0.0260309895516915	-1.13362139995228	0.270359787449502	26	0.302484930112464	26	1	5	"LK"	"mixed"	0.420559669365892
"CD"	"CD-9"	"BP_mean"	0.0120514236469841	0.0142445342104246	0.846038450184242	0.407540267401943	26	0.064581987121674	26	1	5	"LK"	"mixed"	0.548275057501092
"CM"	"CM-1"	"BP_mean"	-0.0958761787901168	0.0849320825757653	-1.12885703355488	0.274636945416847	23	0.964443880865503	23	1	5	"LV"	"mixed"	0.366182593889129
"CM"	"CM-2"	"BP_mean"	-0.0225610831426617	0.0679108748287788	-0.332216058172481	0.743787217857217	23	0.977905000101695	23	1	5	"LV"	"mixed"	0.811404237662419
"CM"	"CM-3"	"BP_mean"	0.0918770041589572	0.0722648044349462	1.27139352105583	0.220709148124516	23	0.199065345545364	23	1	5	"LV"	"mixed"	0.311589385587553
"CM"	"CM-4"	"BP_mean"	0.0168620916400201	0.035343978330925	0.477085275521072	0.639376897619859	23	0.420696778858437	23	1	5	"LV"	"mixed"	0.756574578666797
"CM"	"CM-5"	"BP_mean"	0.0026035525675726	0.00555986546991118	0.468276180721004	0.64553506375688	23	0.595872205645229	23	1	5	"LV"	"mixed"	0.756574578666797
"CM"	"CM-6"	"BP_mean"	0.00147041581929559	0.00295589373181085	0.49745219304443	0.625242928491351	23	0.437197424275374	23	1	5	"LV"	"mixed"	0.756574578666797
"CM"	"CM-7"	"BP_mean"	0.00482608377342978	0.0035564230022511	1.35700499360594	0.19252544756147	23	0.424372248646465	23	1	5	"LV"	"mixed"	0.288788171342204
"CM"	"CM-8"	"BP_mean"	0.000798113973502844	0.00175665848341045	0.454336446748232	0.655334126865267	23	0.605751327757846	23	1	5	"LV"	"mixed"	0.756574578666797
"CT"	"CT-1"	"BP_mean"	0.0508524209654986	0.0462690163633722	1.09905991011633	0.285473938075056	25	0.947308621986182	25	1	5	"LK"	"mixed"	0.3976244137474
"CT"	"CT-10"	"BP_mean"	-0.00602291435115391	0.0135103450404591	-0.44580018742062	0.660779963697481	25	0.11842382836756	25	1	5	"LK"	"mixed"	0.725927284062022
"CT"	"CT-11"	"BP_mean"	-0.0128045904787283	0.0115777121689731	-1.10596897658616	0.282547556947183	25	0.369651816643506	25	1	5	"LK"	"mixed"	0.3976244137474
"CT"	"CT-12"	"BP_mean"	-0.00235344675964776	0.00665722422729552	-0.353517724399053	0.727592645459935	25	0.146937251296829	25	1	5	"LK"	"mixed"	0.766921977646959
"CT"	"CT-13"	"BP_mean"	0.00790471273151349	0.0088267190526587	0.895543710449525	0.38170235430446	25	0.0552888013981692	25	1	5	"LK"	"mixed"	0.511064882566651
"CT"	"CT-2"	"BP_mean"	-0.0955448214459823	0.0811960818338548	-1.17671714309427	0.253840681968707	25	0.816186741536641	25	1	5	"LK"	"mixed"	0.373576852708664
"CT"	"CT-3"	"BP_mean"	-0.00507823132331583	0.0249750614467679	-0.203332085253909	0.841037278050004	25	0.98750513944384	25	1	5	"LK"	"mixed"	0.863169837998689
"CT"	"CT-4"	"BP_mean"	-0.00261311098857385	0.0298713127992387	-0.0874789469795399	0.931206222806983	25	0.980834044242877	25	1	5	"LK"	"mixed"	0.931206222806983
"CT"	"CT-5"	"BP_mean"	-0.00504528983055911	0.0307739993221749	-0.163946511395534	0.87150469220159	25	0.452063018891346	25	1	5	"LK"	"mixed"	0.882822934957454
"CT"	"CT-6"	"BP_mean"	0.00468508504586525	0.00898981427468886	0.521154820634757	0.608280338203913	25	0.81271347835708	25	1	5	"LK"	"mixed"	0.677798091141504
"CT"	"CT-7"	"BP_mean"	0.044960574871048	0.0242824562295925	1.85156618613629	0.0796942684138911	25	0.543279323084602	25	1	5	"LK"	"mixed"	0.159388536827782
"CT"	"CT-8"	"BP_mean"	0.0110595241460272	0.0134486872723031	0.822349715039009	0.421078859778729	25	0.667442648080929	25	1	5	"LK"	"mixed"	0.527161264392145
"CT"	"CT-9"	"BP_mean"	0.0100000874180087	0.0119863459839382	0.834289902144399	0.414484465223888	25	0.598645469294821	25	1	5	"LK"	"mixed"	0.527161264392145
"DC"	"DC-1"	"BP_mean"	-0.0905554144183808	0.109187441659243	-0.829357415489136	0.412221009098098	46	0.623501634235386	28	4	5	"mixed"	"mixed"	0.625279058744306
"DC"	"DC-10"	"BP_mean"	0.0199582436044305	0.0156398066666308	1.27611830694899	0.209866401210568	46	0.791767683365217	28	4	5	"mixed"	"mixed"	0.380393710767512
"DC"	"DC-11"	"BP_mean"	0.0265324981925777	0.01778069177605	1.49220843186293	0.144122721965374	46	0.525171966817176	28	4	5	"mixed"	"mixed"	0.290396529333217
"DC"	"DC-12"	"BP_mean"	-0.0192640246531602	0.0149971205626296	-1.28451488888894	0.206946248915657	46	0.659731854563485	28	4	5	"mixed"	"mixed"	0.380393710767512
"DC"	"DC-13"	"BP_mean"	-0.0242280946961667	0.0338506089446513	-0.715735859753122	0.47864734444945	46	0.489157621538308	28	4	5	"mixed"	"mixed"	0.680183068428166
"DC"	"DC-14"	"BP_mean"	0.0274903655749469	0.0216128836274007	1.27194344118407	0.211329839315284	46	0.426319305256594	28	4	5	"mixed"	"mixed"	0.380393710767512
"DC"	"DC-15"	"BP_mean"	0.0048997606107721	0.00925211763666006	0.529582610510438	0.599564850204222	46	0.0589303282212796	28	4	5	"mixed"	"mixed"	0.749456062755278
"DC"	"DC-2"	"BP_mean"	0.0355968105170596	0.0370201052725893	0.961553465473704	0.342516158977188	46	0.432657538421612	28	4	5	"mixed"	"mixed"	0.563898554413662
"DC"	"DC-3"	"BP_mean"	0.0890793588956479	0.0595629387761898	1.4955500975257	0.143252356239756	46	0.480550996385784	28	4	5	"mixed"	"mixed"	0.290396529333217
"DC"	"DC-4"	"BP_mean"	-0.0131742506897589	0.0305724621273995	-0.430918865312845	0.669027511463614	46	-0.106650029246496	28	4	5	"mixed"	"mixed"	0.805939362821587
"DC"	"DC-5"	"BP_mean"	-0.0394044517076058	0.0713060150785677	-0.552610486845863	0.583853471409898	46	0.362926021298036	28	4	5	"mixed"	"mixed"	0.749456062755278
"DC"	"DC-6"	"BP_mean"	-0.017231093517795	0.0436193516844867	-0.395033233011651	0.695086606029105	46	0.188705246618364	28	4	5	"mixed"	"mixed"	0.815971233164602
"DC"	"DC-7"	"BP_mean"	-0.00421004688848269	0.0384963506944532	-0.109362233368507	0.913506179102233	46	0.169157811276488	28	4	5	"mixed"	"mixed"	0.955994838595361
"DC"	"DC-8"	"BP_mean"	0.00955863033728592	0.0152368231137388	0.627337488000833	0.534290554376928	46	0.846804517558373	28	4	5	"mixed"	"mixed"	0.721292248408853
"DC"	"DC-9"	"BP_mean"	-0.00504829116137056	0.0249268014769268	-0.202524626596937	0.840616154674783	46	0.285846939519658	28	4	5	"mixed"	"mixed"	0.893568353394455
"DCT"	"DCT-1"	"BP_mean"	0.205045183430384	0.188344020294838	1.08867371052928	0.289242951499385	26	0.765838807000735	26	1	5	"LK"	"mixed"	0.459385864146083
"DCT"	"DCT-2"	"BP_mean"	-0.00029098226787668	0.0206464382215776	-0.0140935818931022	0.988894965216789	26	0.997545574522029	26	1	5	"LK"	"mixed"	0.998794858704979
"DCT"	"DCT-3"	"BP_mean"	-0.0985076544141347	0.056319476489822	-1.74908682668485	0.0956076120367083	26	0.276314870689313	26	1	5	"LK"	"mixed"	0.198569655768548
"DCT"	"DCT-4"	"BP_mean"	0.0515766355225694	0.0441085619887798	1.16931119939229	0.256026014876508	26	0.118665248437833	26	1	5	"LK"	"mixed"	0.443992112205793
"DCT"	"DCT-5"	"BP_mean"	-0.12536820035566	0.070427477194844	-1.78010352420857	0.0902581647809244	26	0.0901300407831251	26	1	5	"LK"	"mixed"	0.194957635926797
"DCT"	"DCT-6"	"BP_mean"	-0.0404427134235375	0.0890226237351877	-0.454297028403037	0.654506967980395	26	0.192090706618013	26	1	5	"LK"	"mixed"	0.794688463959806
"DCT"	"DCT-7"	"BP_mean"	0.0179343382968332	0.0138397470891941	1.29585737233855	0.209780898909046	26	0.546850475601123	26	1	5	"LK"	"mixed"	0.390626501416844
"DCT"	"DCT-8"	"BP_mean"	-0.00245621258863997	0.0138032945955689	-0.177943937342934	0.860556980348082	26	0.250562609042817	26	1	5	"LK"	"mixed"	0.941907394760128
"DCT"	"DCT-9"	"BP_mean"	-0.00749039419993769	0.00660375378411713	-1.13426309411369	0.270096938309824	26	0.305160471447234	26	1	5	"LK"	"mixed"	0.443992112205793
"E_P_transition_cell"	"E_P_transition_cell-1"	"BP_mean"	0.992170316210086	0.59553318552699	1.66602019891152	0.171038509686939	6	0.26206051070571	6	1	1	"HYP"	"C57BL/6"	0.307129529591876
"E_P_transition_cell"	"E_P_transition_cell-2"	"BP_mean"	0.127809322034843	0.160872996016531	0.794473436807935	0.471393983522531	6	-0.0796365759451578	6	1	1	"HYP"	"C57BL/6"	0.659531184588019
"E_P_transition_cell"	"E_P_transition_cell-3"	"BP_mean"	-0.573587910993234	0.204573821712546	-2.80381872026227	0.0486219804473322	6	0.578464578705936	6	1	1	"HYP"	"C57BL/6"	0.288501425609507
"E_P_transition_cell"	"E_P_transition_cell-4"	"BP_mean"	-0.2418539311351	0.125494130714573	-1.92721308763975	0.126219373704159	6	0.351840473005531	6	1	1	"HYP"	"C57BL/6"	0.288501425609507
"E_P_transition_cell"	"E_P_transition_cell-5"	"BP_mean"	-0.164906802092416	0.0994917893678808	-1.65749156930585	0.17276036039543	6	0.258960461393624	6	1	1	"HYP"	"C57BL/6"	0.307129529591876
"E_P_transition_cell"	"E_P_transition_cell-6"	"BP_mean"	-0.123661303600489	0.0624586678205086	-1.97989018843409	0.118816525919497	6	0.368684091395671	6	1	1	"HYP"	"C57BL/6"	0.288501425609507
"E_P_transition_cell"	"E_P_transition_cell-7"	"BP_mean"	-0.0129838237035822	0.0332445252136276	-0.390555245417066	0.71603373210396	6	-0.204084234538316	6	1	1	"HYP"	"C57BL/6"	0.818324265261669
"E_P_transition_cell"	"E_P_transition_cell-8"	"BP_mean"	-0.00298586672010759	0.0247124076023079	-0.120824598240632	0.909656103655698	6	-0.245454531992356	6	1	1	"HYP"	"C57BL/6"	0.968864231831306
"EC"	"EC-1"	"BP_mean"	0.0163447376647697	0.0778323012521863	0.209999414148256	0.83426124646573	82	0.839204440386147	53	5	5	"mixed"	"mixed"	0.866764931392966
"EC"	"EC-2"	"BP_mean"	0.0673226769045641	0.0550323894865532	1.22332825328281	0.225194456958748	82	0.907909692435811	53	5	5	"mixed"	"mixed"	0.285961215185712
"EC"	"EC-3"	"BP_mean"	-0.0814573796249518	0.0616359249406526	-1.32158931180776	0.190489007218081	82	0.850495784720125	53	5	5	"mixed"	"mixed"	0.253985342957441
"EC"	"EC-4"	"BP_mean"	-0.00259222956566818	0.0156518880296605	-0.165617691664793	0.868921983838694	82	0.358748355805471	53	5	5	"mixed"	"mixed"	0.888748001403138
"EC"	"EC-5"	"BP_mean"	0.00985244619159404	0.0100907791461802	0.976381114764917	0.332144823454592	82	0.899700487041486	53	5	5	"mixed"	"mixed"	0.40879362886719
"EC"	"EC-6"	"BP_mean"	-0.0117609096061203	0.0413669700240141	-0.284306769369206	0.776991365102022	82	0.943705474001557	53	5	5	"mixed"	"mixed"	0.817885647475812
"EC"	"EC-7"	"BP_mean"	-0.0035907825963558	0.0110751755953332	-0.324219021671211	0.74671224238917	82	0.227976345049003	53	5	5	"mixed"	"mixed"	0.807256478258562
"EC"	"EC-8"	"BP_mean"	0.00588144063216834	0.00473288679302082	1.24267511338771	0.218019512204379	82	0.47358805886856	53	5	5	"mixed"	"mixed"	0.282111926896342
"Ependymal_cell"	"Ependymal_cell-1"	"BP_mean"	1.1378684436309	0.26247085971056	4.33521818340399	0.0122991000506856	6	0.780645152154508	6	1	1	"HYP"	"C57BL/6"	0.0351402858591017
"Ependymal_cell"	"Ependymal_cell-10"	"BP_mean"	-0.0646678875808012	0.0475754658246726	-1.35926966683035	0.245645976011263	6	0.144950405965149	6	1	1	"HYP"	"C57BL/6"	0.416228454031216
"Ependymal_cell"	"Ependymal_cell-2"	"BP_mean"	-0.0161153141661576	0.148635105480147	-0.108421991656003	0.918882039932867	6	-0.24633722419716	6	1	1	"HYP"	"C57BL/6"	0.967244252560912
"Ependymal_cell"	"Ependymal_cell-3"	"BP_mean"	0.0917884049810429	0.154985327946382	0.59223931837469	0.585546061724781	6	-0.149227828819628	6	1	1	"HYP"	"C57BL/6"	0.731932577155976
"Ependymal_cell"	"Ependymal_cell-4"	"BP_mean"	-0.468558241738139	0.0937555460606876	-4.99765892712995	0.00750285239270981	6	0.827446943203414	6	1	1	"HYP"	"C57BL/6"	0.0300114095708393
"Ependymal_cell"	"Ependymal_cell-5"	"BP_mean"	-0.0493357769287543	0.0822538640176861	-0.599798897206168	0.580962760437767	6	-0.146852457774921	6	1	1	"HYP"	"C57BL/6"	0.731932577155976
"Ependymal_cell"	"Ependymal_cell-6"	"BP_mean"	0.0225090295465712	0.0740173167574468	0.304104911291675	0.776211525651478	6	-0.221753129625133	6	1	1	"HYP"	"C57BL/6"	0.862457250723865
"Ependymal_cell"	"Ependymal_cell-7"	"BP_mean"	-0.335529725976949	0.076095385553876	-4.40933078313129	0.0116066512090714	6	0.786709419927973	6	1	1	"HYP"	"C57BL/6"	0.0351402858591017
"Ependymal_cell"	"Ependymal_cell-8"	"BP_mean"	-0.23089986767683	0.0359351150313204	-6.42546621808729	0.00301626089358871	6	0.889592104060607	6	1	1	"HYP"	"C57BL/6"	0.0265619023697734
"Ependymal_cell"	"Ependymal_cell-9"	"BP_mean"	-0.0870590640908796	0.12281188053043	-0.708881451166351	0.517527698831048	6	-0.110490985353455	6	1	1	"HYP"	"C57BL/6"	0.731932577155976
"Erythrocytes"	"Erythrocytes-1"	"BP_mean"	0.317795105795231	0.648435758610103	0.490094973288353	0.649732513370885	6	-0.179191584513443	6	1	1	"PBMC"	"SS"	0.793674839547677
"Erythrocytes"	"Erythrocytes-2"	"BP_mean"	-0.473559828168694	0.377318221653988	-1.25506747618185	0.277777795118237	6	0.103170281001927	6	1	1	"PBMC"	"SS"	0.595370330401812
"Erythrocytes"	"Erythrocytes-3"	"BP_mean"	-0.105875846357556	0.121468402147831	-0.871632823725648	0.432601153168873	6	-0.0504767129785595	6	1	1	"PBMC"	"SS"	0.660639279060803
"Erythrocytes"	"Erythrocytes-4"	"BP_mean"	-0.144953007128429	0.169409873766875	-0.855634939719624	0.440426186040536	6	-0.0566108532609362	6	1	1	"PBMC"	"SS"	0.660639279060803
"Erythrocytes"	"Erythrocytes-5"	"BP_mean"	0.425847015634303	0.230628453530967	1.84646347453882	0.138556203439464	6	0.325184018255023	6	1	1	"PBMC"	"SS"	0.595370330401812
"Erythrocytes"	"Erythrocytes-6"	"BP_mean"	-0.0192534397748542	0.157421396284511	-0.122305101017254	0.90855591648267	6	-0.245342872910688	6	1	1	"PBMC"	"SS"	0.977091181032252
"Excitatory_neuron"	"Excitatory_neuron-1"	"BP_mean"	-0.0030998407464659	0.0125355645939433	-0.247283696177802	0.807487247916345	24	0.995558110328295	23	1	5	"HYP"	"mixed"	0.870644890306876
"Excitatory_neuron"	"Excitatory_neuron-10"	"BP_mean"	0.00356916602043585	0.0183730428826999	0.194261018342072	0.848147089570037	24	0.236110827552577	23	1	5	"HYP"	"mixed"	0.88135259947761
"Excitatory_neuron"	"Excitatory_neuron-11"	"BP_mean"	0.00760391545123396	0.0227136373139722	0.334773129733671	0.741665770567131	24	0.528760469381894	23	1	5	"HYP"	"mixed"	0.818389815798214
"Excitatory_neuron"	"Excitatory_neuron-12"	"BP_mean"	0.0182779886138163	0.0215417143754207	0.848492756670828	0.407306199937462	24	0.821237848072083	23	1	5	"HYP"	"mixed"	0.514492042026267
"Excitatory_neuron"	"Excitatory_neuron-13"	"BP_mean"	-0.0121646589268062	0.015465160931958	-0.786584697070209	0.441758565855265	24	0.180257803952963	23	1	5	"HYP"	"mixed"	0.55076392626111
"Excitatory_neuron"	"Excitatory_neuron-14"	"BP_mean"	-0.026634527992135	0.0114294129662782	-2.33034960506883	0.0316204082758664	24	0.428036449633829	23	1	5	"HYP"	"mixed"	0.0562140591570958
"Excitatory_neuron"	"Excitatory_neuron-15"	"BP_mean"	-0.00880093850752444	0.0128899423827882	-0.682775628173187	0.503442177459047	24	0.337953741822032	23	1	5	"HYP"	"mixed"	0.613615203226545
"Excitatory_neuron"	"Excitatory_neuron-16"	"BP_mean"	0.000427761803689304	0.00228841661137581	0.186924794009484	0.853810330743935	24	0.139714305116588	23	1	5	"HYP"	"mixed"	0.88135259947761
"Excitatory_neuron"	"Excitatory_neuron-2"	"BP_mean"	-0.0220810178114819	0.0157286297955207	-1.40387421527146	0.177374567769252	24	0.88335653594722	23	1	5	"HYP"	"mixed"	0.250411154497767
"Excitatory_neuron"	"Excitatory_neuron-3"	"BP_mean"	0.110538999563032	0.0355717333547981	3.10749545040435	0.00607881150618688	24	0.863527125566451	23	1	5	"HYP"	"mixed"	0.0142333147461937
"Excitatory_neuron"	"Excitatory_neuron-4"	"BP_mean"	0.0216602314124191	0.0318379285869437	0.680327909941404	0.504954177655178	24	0.947656857075327	23	1	5	"HYP"	"mixed"	0.613615203226545
"Excitatory_neuron"	"Excitatory_neuron-5"	"BP_mean"	-0.130290174734859	0.0616212148535942	-2.11437205586444	0.0486979896129069	24	0.533210704334254	23	1	5	"HYP"	"mixed"	0.0834822679078405
