"CT"	"program"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"N"	"adj_r2"	"n_bp_levels"	"n_tissue_lv"	"n_strain_lv"	"tissue_value"	"strain_value"	"p_adj"
"Ependymal_cell"	"Ependymal_cell-5"	"lv_fibrosis_mean"	-0.0030568783110445	0.00119180911359656	-2.56490597040299	0.0623136314975951	6	0.527354037094363	6	1	1	"HYP"	"C57BL/6"	0.113297511813809
"Ependymal_cell"	"Ependymal_cell-6"	"lv_fibrosis_mean"	-0.00114666429663098	0.00158955383915724	-0.721374934515541	0.510591623610409	6	-0.106101259911602	6	1	1	"HYP"	"C57BL/6"	0.598238329132019
"Ependymal_cell"	"Ependymal_cell-7"	"lv_fibrosis_mean"	-0.00407844812413298	0.00362337867560351	-1.12559257236719	0.323303321030309	6	0.0506855392774614	6	1	1	"HYP"	"C57BL/6"	0.431071094707079
"Ependymal_cell"	"Ependymal_cell-8"	"lv_fibrosis_mean"	-0.00296732552694311	0.00229050504753716	-1.29548962580707	0.264856873485022	6	0.11945373835188	6	1	1	"HYP"	"C57BL/6"	0.396641064333097
"Ependymal_cell"	"Ependymal_cell-9"	"lv_fibrosis_mean"	-0.00312708076381523	0.00249078049764683	-1.25546220020975	0.277648745033168	6	0.103329660228396	6	1	1	"HYP"	"C57BL/6"	0.396641064333097
"Erythrocytes"	"Erythrocytes-1"	"lv_fibrosis_mean"	0.17363489237978	0.149200988966056	1.16376502316136	0.309204466422267	6	0.066179665764353	6	1	1	"PBMC"	"SS"	0.74209071941344
"Erythrocytes"	"Erythrocytes-2"	"lv_fibrosis_mean"	-0.142649950962984	0.0904374638605413	-1.57733249997984	0.189853699275428	6	0.229343850704839	6	1	1	"PBMC"	"SS"	0.657687638947346
"Erythrocytes"	"Erythrocytes-3"	"lv_fibrosis_mean"	-0.0285895343251302	0.0311355673305901	-0.91822750559106	0.410457574904085	6	-0.0323877053382688	6	1	1	"PBMC"	"SS"	0.820915149808169
"Erythrocytes"	"Erythrocytes-4"	"lv_fibrosis_mean"	-0.0337944264138	0.0445462040189316	-0.758637624867828	0.490313711103772	6	-0.0927693310088	6	1	1	"PBMC"	"SS"	0.840537790463609
"Erythrocytes"	"Erythrocytes-5"	"lv_fibrosis_mean"	0.0169469579437877	0.0807161602296787	0.20995743473878	0.843961536535848	6	-0.236374496410416	6	1	1	"PBMC"	"SS"	0.920685312584561
"Erythrocytes"	"Erythrocytes-6"	"lv_fibrosis_mean"	0.0144520613783464	0.0401339537216949	0.360095630711163	0.736984089005142	6	-0.210750829076464	6	1	1	"PBMC"	"SS"	0.886024313055915
"Excitatory_neuron"	"Excitatory_neuron-1"	"lv_fibrosis_mean"	8.08247434959091e-05	0.000746849890395562	0.108220868122644	0.915017717997794	24	0.995545918494959	24	1	5	"HYP"	"mixed"	0.924649483450402
"Excitatory_neuron"	"Excitatory_neuron-10"	"lv_fibrosis_mean"	0.000272134241757161	0.00109240259341938	0.249115338426048	0.806091985482302	24	0.237139427452458	24	1	5	"HYP"	"mixed"	0.864721742084487
"Excitatory_neuron"	"Excitatory_neuron-11"	"lv_fibrosis_mean"	-0.000335982523144741	0.00135327608220137	-0.248273451044963	0.806733214437756	24	0.527444631797396	24	1	5	"HYP"	"mixed"	0.864721742084487
"Excitatory_neuron"	"Excitatory_neuron-12"	"lv_fibrosis_mean"	0.000513594951828842	0.00130142675188639	0.394639921981316	0.697745568050585	24	0.81568271919803	24	1	5	"HYP"	"mixed"	0.807031018468146
"Excitatory_neuron"	"Excitatory_neuron-13"	"lv_fibrosis_mean"	-0.000818741741005136	0.00091569520799048	-0.894120373089959	0.383057323244456	24	0.188138710876768	24	1	5	"HYP"	"mixed"	0.517936662415039
"Excitatory_neuron"	"Excitatory_neuron-14"	"lv_fibrosis_mean"	-0.000123082854608871	0.000775298806086491	-0.158755377465575	0.875629229589858	24	0.256518303047365	24	1	5	"HYP"	"mixed"	0.903875333770176
"Excitatory_neuron"	"Excitatory_neuron-15"	"lv_fibrosis_mean"	0.000581931677503695	0.000764573170457372	0.761119667795275	0.456441847517946	24	0.341984628390634	24	1	5	"HYP"	"mixed"	0.576574363787873
"Excitatory_neuron"	"Excitatory_neuron-16"	"lv_fibrosis_mean"	0.000398273252064078	9.88002712926184e-05	4.03109472123316	0.00078364316781647	24	0.546997769944493	24	1	5	"HYP"	"mixed"	0.00208971511417725
"Excitatory_neuron"	"Excitatory_neuron-2"	"lv_fibrosis_mean"	0.000397712567851952	0.000981238124944894	0.405317076193189	0.690021301930361	24	0.871755424891659	24	1	5	"HYP"	"mixed"	0.807031018468146
"Excitatory_neuron"	"Excitatory_neuron-3"	"lv_fibrosis_mean"	0.000505516366143387	0.00262067652745431	0.192895369133725	0.84920067613554	24	0.790745566661637	24	1	5	"HYP"	"mixed"	0.886122444663172
"Excitatory_neuron"	"Excitatory_neuron-4"	"lv_fibrosis_mean"	0.00046561333887234	0.00191531553739112	0.243100068778514	0.810676633204207	24	0.946486618021586	24	1	5	"HYP"	"mixed"	0.864721742084487
"Excitatory_neuron"	"Excitatory_neuron-5"	"lv_fibrosis_mean"	-0.000516924083835116	0.00409452072544922	-0.12624776341275	0.900935305188406	24	0.417792130729223	24	1	5	"HYP"	"mixed"	0.92010414146901
"Excitatory_neuron"	"Excitatory_neuron-6"	"lv_fibrosis_mean"	0.000576435094362053	0.00156891417015466	0.367410216140268	0.717597334362472	24	0.805964702810473	24	1	5	"HYP"	"mixed"	0.808214629890589
"Excitatory_neuron"	"Excitatory_neuron-7"	"lv_fibrosis_mean"	-0.000424956401015361	0.00112245911426886	-0.378594102549711	0.709417690472791	24	0.776519730941574	24	1	5	"HYP"	"mixed"	0.808214629890589
"Excitatory_neuron"	"Excitatory_neuron-8"	"lv_fibrosis_mean"	-0.00129569666581658	0.00086630224327257	-1.49566352376269	0.152068407028286	24	0.223695928171143	24	1	5	"HYP"	"mixed"	0.228509464565375
"Excitatory_neuron"	"Excitatory_neuron-9"	"lv_fibrosis_mean"	-0.000276651964453635	0.000640547780198402	-0.431899029246414	0.670944019880807	24	0.839219595433388	24	1	5	"HYP"	"mixed"	0.795192912451327
"Fibroblast"	"Fibroblast-1"	"lv_fibrosis_mean"	0.00175789427045837	0.00549415790428754	0.319956998157359	0.749967769578433	79	0.776378913749099	50	5	5	"mixed"	"mixed"	0.821882487209242
"Fibroblast"	"Fibroblast-10"	"lv_fibrosis_mean"	0.00118778067277696	0.00159207883295524	0.746056444059487	0.458167590047075	79	0.885661357802408	50	5	5	"mixed"	"mixed"	0.58023615666227
"Fibroblast"	"Fibroblast-11"	"lv_fibrosis_mean"	0.0015566352934153	0.0026310023897432	0.591651037446315	0.556017851556564	79	0.56462714911071	50	5	5	"mixed"	"mixed"	0.666892864840353
"Fibroblast"	"Fibroblast-12"	"lv_fibrosis_mean"	-0.000502833554541179	0.00186122698854029	-0.270162402349183	0.787841726422967	79	0.624473749889821	50	5	5	"mixed"	"mixed"	0.84600453844077
"Fibroblast"	"Fibroblast-13"	"lv_fibrosis_mean"	-0.00285822722758104	0.00229754398219146	-1.24403591388696	0.217695978239905	79	0.306557715124149	50	5	5	"mixed"	"mixed"	0.348313565183849
"Fibroblast"	"Fibroblast-14"	"lv_fibrosis_mean"	0.000228270449756503	0.00143836037487507	0.158701848120871	0.87436736895538	79	0.387873892012367	50	5	5	"mixed"	"mixed"	0.92557741950344
"Fibroblast"	"Fibroblast-15"	"lv_fibrosis_mean"	-0.000352272057591115	0.000446680667861227	-0.788644064848039	0.433021393484782	79	0.193239019885882	50	5	5	"mixed"	"mixed"	0.563279861443619
"Fibroblast"	"Fibroblast-16"	"lv_fibrosis_mean"	1.70597032929319e-05	0.000969507335709789	0.0175962601463373	0.986011722994643	79	0.190775421633479	50	5	5	"mixed"	"mixed"	0.991933870352297
"Fibroblast"	"Fibroblast-2"	"lv_fibrosis_mean"	0.000342902374503818	0.00224968354355535	0.152422493148482	0.879298548528268	79	0.929897065930324	50	5	5	"mixed"	"mixed"	0.92557741950344
"Fibroblast"	"Fibroblast-3"	"lv_fibrosis_mean"	-0.00541676559776014	0.00359039781942584	-1.50868117411746	0.135945838935051	79	0.786515526702014	50	5	5	"mixed"	"mixed"	0.236427545974001
"Fibroblast"	"Fibroblast-4"	"lv_fibrosis_mean"	-0.00118500925477037	0.00196654808553445	-0.602583411759451	0.548761200560915	79	0.905569572256465	50	5	5	"mixed"	"mixed"	0.665165091588989
"Fibroblast"	"Fibroblast-5"	"lv_fibrosis_mean"	0.00135530898044432	0.00481123385643017	0.281696758230316	0.779019171776103	79	0.795258102309939	50	5	5	"mixed"	"mixed"	0.844070664439196
"Fibroblast"	"Fibroblast-6"	"lv_fibrosis_mean"	0.00331926640813636	0.0025812758662449	1.28590146118905	0.20277609315233	79	0.354838254822317	50	5	5	"mixed"	"mixed"	0.330687833146064
"Fibroblast"	"Fibroblast-7"	"lv_fibrosis_mean"	0.00107656051023391	0.00138298401163937	0.778433084673025	0.438975074818728	79	0.222461288113255	50	5	5	"mixed"	"mixed"	0.566419451379004
"Fibroblast"	"Fibroblast-8"	"lv_fibrosis_mean"	-0.000597004476183838	0.00113777016904399	-0.52471447435247	0.601463516461694	79	0.886835497646318	50	5	5	"mixed"	"mixed"	0.707604137013757
"Fibroblast"	"Fibroblast-9"	"lv_fibrosis_mean"	7.04335054092058e-05	0.000960028161598658	0.0733660826073253	0.941727074905738	79	0.232438935526156	50	5	5	"mixed"	"mixed"	0.959721859776548
"IC"	"IC-1"	"lv_fibrosis_mean"	0.00101556160631913	0.0102980051287036	0.098617314094014	0.922423840957774	26	0.591796035956907	26	1	5	"LK"	"mixed"	0.95073233283038
"IC"	"IC-10"	"lv_fibrosis_mean"	0.002008073865946	0.00264018095253178	0.760581907850056	0.455780781500717	26	0.473229224665974	26	1	5	"LK"	"mixed"	0.649651589810319
"IC"	"IC-11"	"lv_fibrosis_mean"	-0.00259354311291082	0.00451280280127474	-0.574707831722277	0.571897633696236	26	-0.0941070114806324	26	1	5	"LK"	"mixed"	0.740102820077483
"IC"	"IC-2"	"lv_fibrosis_mean"	0.00343721246860437	0.00769658634767293	0.446589216743292	0.659969764829686	26	0.597839514077013	26	1	5	"LK"	"mixed"	0.764067069019551
"IC"	"IC-3"	"lv_fibrosis_mean"	0.00282342260472003	0.00681413721450185	0.414347776665139	0.683029652608387	26	0.583022758890571	26	1	5	"LK"	"mixed"	0.764067069019551
"IC"	"IC-4"	"lv_fibrosis_mean"	-0.00847370298905473	0.00211991946085141	-3.99718156540319	0.000708174750810942	26	0.990096574088999	26	1	5	"LK"	"mixed"	0.00212452425243283
"IC"	"IC-5"	"lv_fibrosis_mean"	0.00777313032893375	0.00266607274472225	2.91557323194628	0.00855131312849904	26	0.952933972707124	26	1	5	"LK"	"mixed"	0.018206021499385
"IC"	"IC-6"	"lv_fibrosis_mean"	-0.00357251711924592	0.00794169668300365	-0.449843057704736	0.657661249677661	26	-0.0794501740750557	26	1	5	"LK"	"mixed"	0.764067069019551
"IC"	"IC-7"	"lv_fibrosis_mean"	-0.000666355822393476	0.00296036810540827	-0.225092217814439	0.824191482681048	26	0.408090011851601	26	1	5	"LK"	"mixed"	0.863438696142051
"IC"	"IC-8"	"lv_fibrosis_mean"	-0.00056359428800961	0.00229477824852146	-0.245598583816426	0.808495672508076	26	0.304027532129693	26	1	5	"LK"	"mixed"	0.86065668363763
"IC"	"IC-9"	"lv_fibrosis_mean"	-0.00118768754290872	0.00284992055963096	-0.416744087443096	0.681304393980296	26	0.20370746620582	26	1	5	"LK"	"mixed"	0.764067069019551
"Inhibitory_neuron"	"Inhibitory_neuron-1"	"lv_fibrosis_mean"	-0.00182882729145301	0.00338608411130713	-0.540100963631123	0.595747273893249	24	0.775170722525301	24	1	5	"HYP"	"mixed"	0.674430876105565
"Inhibitory_neuron"	"Inhibitory_neuron-10"	"lv_fibrosis_mean"	0.00115000713094671	0.000436417922029128	2.63510518908057	0.016809372053269	24	0.469829262314639	24	1	5	"HYP"	"mixed"	0.0280156200887817
"Inhibitory_neuron"	"Inhibitory_neuron-2"	"lv_fibrosis_mean"	-0.00135855437761333	0.00191053173534186	-0.711087051045625	0.486143572745103	24	0.988605835144444	24	1	5	"HYP"	"mixed"	0.595277844177677
"Inhibitory_neuron"	"Inhibitory_neuron-3"	"lv_fibrosis_mean"	0.000185330272761929	0.0010263654019067	0.180569485699379	0.858722977818071	24	0.944299130815475	24	1	5	"HYP"	"mixed"	0.903918924019023
"Inhibitory_neuron"	"Inhibitory_neuron-4"	"lv_fibrosis_mean"	0.000393352871663931	0.00151190910905301	0.260169655244889	0.797685681962375	24	0.782000776081603	24	1	5	"HYP"	"mixed"	0.886317424402638
"Inhibitory_neuron"	"Inhibitory_neuron-5"	"lv_fibrosis_mean"	0.000727889158578555	0.001094992894929	0.664743270891956	0.514641726377794	24	0.769865776202639	24	1	5	"HYP"	"mixed"	0.617570071653353
"Inhibitory_neuron"	"Inhibitory_neuron-6"	"lv_fibrosis_mean"	0.000845744066643532	0.000704369360835096	1.20071103836888	0.245426581668635	24	0.892632267698024	24	1	5	"HYP"	"mixed"	0.334672611366321
"Inhibitory_neuron"	"Inhibitory_neuron-7"	"lv_fibrosis_mean"	0.00085803278978019	0.00135839875997902	0.6316501568313	0.535555866589865	24	0.110433452410831	24	1	5	"HYP"	"mixed"	0.630065725399841
"Inhibitory_neuron"	"Inhibitory_neuron-8"	"lv_fibrosis_mean"	-0.000731195993508446	0.00337302270866188	-0.216777666996058	0.830819596566739	24	0.128724458144356	24	1	5	"HYP"	"mixed"	0.903918924019023
"Inhibitory_neuron"	"Inhibitory_neuron-9"	"lv_fibrosis_mean"	-0.000241778627800085	0.000328486972363128	-0.736037189118138	0.471191893141265	24	0.612780395616631	24	1	5	"HYP"	"mixed"	0.588989866426581
"Macrophages"	"Macrophages-1"	"lv_fibrosis_mean"	0.00138313772650898	0.013438121219625	0.102926421328083	0.918389070062518	65	0.602151326020737	37	4	5	"mixed"	"mixed"	0.9327362989197
"Macrophages"	"Macrophages-2"	"lv_fibrosis_mean"	-0.0080476933487616	0.00384669679271456	-2.09210493637125	0.0409748521990331	65	0.95765386120171	37	4	5	"mixed"	"mixed"	0.0867702752450113
"Macrophages"	"Macrophages-3"	"lv_fibrosis_mean"	0.0078354369255093	0.00401506471249279	1.951509498995	0.056004972145425	65	0.297987143024518	37	4	5	"mixed"	"mixed"	0.103393794730015
"Macrophages"	"Macrophages-4"	"lv_fibrosis_mean"	0.00129843477880823	0.0025944367389686	0.500468852952035	0.618706237555023	65	0.385167203553607	37	4	5	"mixed"	"mixed"	0.755031340745113
"Macrophages"	"Macrophages-5"	"lv_fibrosis_mean"	-0.00222528279837703	0.00442085963105265	-0.503359749933333	0.616685645773852	65	0.566874253367707	37	4	5	"mixed"	"mixed"	0.755031340745113
"Macrophages"	"Macrophages-6"	"lv_fibrosis_mean"	0.000918991070828611	0.00517221687833719	0.177678371275888	0.859616717353202	65	0.540313229163632	37	4	5	"mixed"	"mixed"	0.910182406609272
"Macrophages"	"Macrophages-7"	"lv_fibrosis_mean"	0.00089232043404263	0.00151900669037716	0.587436803073639	0.559271646920966	65	0.324247305804423	37	4	5	"mixed"	"mixed"	0.732137428696537
"Macrophages"	"Macrophages-8"	"lv_fibrosis_mean"	-0.00205534478855913	0.00706657450767721	-0.290854470766024	0.772237133635967	65	0.582035222610885	37	4	5	"mixed"	"mixed"	0.842440509421054
"Mast_cells"	"Mast_cells-1"	"lv_fibrosis_mean"	0.0146673862716589	0.0376345863063172	0.389731566391549	0.716596423755645	6	-0.20427062480616	6	1	1	"PBMC"	"SS"	0.83217649210333
"Mast_cells"	"Mast_cells-10"	"lv_fibrosis_mean"	-0.0112049661896349	0.0103898148887627	-1.07845676844097	0.341523953185777	6	0.0315837346647986	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-11"	"lv_fibrosis_mean"	-0.0115375703202711	0.00954567306424249	-1.20867017366121	0.293351093927559	6	0.084397255721044	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-12"	"lv_fibrosis_mean"	-0.00857809443751642	0.0203023637573905	-0.422517030037638	0.694370766285163	6	-0.196595740447532	6	1	1	"PBMC"	"SS"	0.83217649210333
"Mast_cells"	"Mast_cells-13"	"lv_fibrosis_mean"	-0.0700570007104549	0.0720939486860218	-0.971745923025551	0.386203138983756	6	-0.0112675145507191	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-14"	"lv_fibrosis_mean"	0.00324113554456432	0.0105148635639875	0.308243233479977	0.773282427649142	6	-0.220997079156638	6	1	1	"PBMC"	"SS"	0.8435808301627
"Mast_cells"	"Mast_cells-15"	"lv_fibrosis_mean"	-0.00919906848518657	0.016244454685319	-0.566289768624875	0.60145806206359	6	-0.157224152913332	6	1	1	"PBMC"	"SS"	0.781234888547072
"Mast_cells"	"Mast_cells-16"	"lv_fibrosis_mean"	0.0999976609540394	0.0226849533609051	4.40810520361808	0.0116177125362758	6	0.786611051121216	6	1	1	"PBMC"	"SS"	0.418237651305928
"Mast_cells"	"Mast_cells-17"	"lv_fibrosis_mean"	-0.00613534313159575	0.00843533482257569	-0.727338423505797	0.507305084296385	6	-0.103991303801344	6	1	1	"PBMC"	"SS"	0.710981288490716
"Mast_cells"	"Mast_cells-18"	"lv_fibrosis_mean"	-0.00760440995278145	0.00861706157321308	-0.88248295409893	0.427358806997825	6	-0.0462929896944404	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-2"	"lv_fibrosis_mean"	0.00206402988726006	0.0204834310220888	0.100765828001875	0.924585071431021	6	-0.246834986661171	6	1	1	"PBMC"	"SS"	0.978972428574023
"Mast_cells"	"Mast_cells-3"	"lv_fibrosis_mean"	0.0857958604132569	0.0361710349435876	2.37194928337174	0.0766580154203111	6	0.480581184932268	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-4"	"lv_fibrosis_mean"	-0.000276062861717271	0.0293172475785824	-0.00941639766752687	0.992937832205425	6	-0.249972291693891	6	1	1	"PBMC"	"SS"	0.992937832205425
"Mast_cells"	"Mast_cells-5"	"lv_fibrosis_mean"	0.013639410512539	0.0325554225915677	0.418959713214466	0.69676500255899	6	-0.197453569587347	6	1	1	"PBMC"	"SS"	0.83217649210333
"Mast_cells"	"Mast_cells-6"	"lv_fibrosis_mean"	0.000738861614550514	0.0223775582742885	0.033017972984097	0.975242142988753	6	-0.249659409533042	6	1	1	"PBMC"	"SS"	0.992937832205425
"Mast_cells"	"Mast_cells-7"	"lv_fibrosis_mean"	-0.0149521398591758	0.0135640249069804	-1.10233798313663	0.33217912101779	6	0.0412546272151845	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-8"	"lv_fibrosis_mean"	-0.0725930116687697	0.070521081749189	-1.02938029122908	0.361471820416362	6	0.0117842326853925	6	1	1	"PBMC"	"SS"	0.68466777526616
"Mast_cells"	"Mast_cells-9"	"lv_fibrosis_mean"	-0.00800667758076528	0.0233712310578091	-0.342586899293437	0.749154667631666	6	-0.214368667451195	6	1	1	"PBMC"	"SS"	0.842799001085624
"Megakaryocytes"	"Megakaryocytes-1"	"lv_fibrosis_mean"	0.0243664807916951	0.0770800632683641	0.316119107308723	0.767720532255239	6	-0.219532632702509	6	1	1	"PBMC"	"SS"	0.807470930170323
"Megakaryocytes"	"Megakaryocytes-2"	"lv_fibrosis_mean"	-0.0239732097162983	0.0743866093247247	-0.322278565106342	0.76338249211193	6	-0.218364117679292	6	1	1	"PBMC"	"SS"	0.807470930170323
"Megakaryocytes"	"Megakaryocytes-3"	"lv_fibrosis_mean"	-0.00587240027538645	0.0225587144336133	-0.260316264593357	0.807470930170323	6	-0.229176352068781	6	1	1	"PBMC"	"SS"	0.807470930170323
"Megakaryocytes"	"Megakaryocytes-4"	"lv_fibrosis_mean"	-0.0189200639270886	0.0490096041309128	-0.38604808715757	0.719115428890519	6	-0.205100043465989	6	1	1	"PBMC"	"SS"	0.807470930170323
"Megakaryocytes"	"Megakaryocytes-5"	"lv_fibrosis_mean"	0.00258565242182988	0.00598102192355921	0.432309470668384	0.687802305554475	6	-0.19420339069199	6	1	1	"PBMC"	"SS"	0.807470930170323
"Megakaryocytes"	"Megakaryocytes-6"	"lv_fibrosis_mean"	0.0251433754369299	0.0112351332840735	2.23792409054659	0.0888262338712629	6	0.444956579003359	6	1	1	"PBMC"	"SS"	0.41790888212524
"Megakaryocytes"	"Megakaryocytes-7"	"lv_fibrosis_mean"	-0.00332983473168147	0.0101518495525803	-0.328002765844292	0.759360389717084	6	-0.217260022290861	6	1	1	"PBMC"	"SS"	0.807470930170323
"Microglia"	"Microglia-1"	"lv_fibrosis_mean"	-0.000377159925418586	0.0108040333193151	-0.0349091782921766	0.972536378066504	24	0.861111196012109	24	1	5	"HYP"	"mixed"	0.972536378066504
"Microglia"	"Microglia-10"	"lv_fibrosis_mean"	-0.00103400605374727	0.000903705517186546	-1.14418473062595	0.267535125866459	24	0.189020313553468	24	1	5	"HYP"	"mixed"	0.458631644342501
"Microglia"	"Microglia-11"	"lv_fibrosis_mean"	-0.000427537767690816	0.00123074310327354	-0.347381810674906	0.732333246144618	24	-0.0160932954896362	24	1	5	"HYP"	"mixed"	0.817488274766086
"Microglia"	"Microglia-12"	"lv_fibrosis_mean"	-0.000440334134525808	0.000787491987139144	-0.559160146029529	0.582943366524868	24	0.00857251590006991	24	1	5	"HYP"	"mixed"	0.737237314533943
"Microglia"	"Microglia-13"	"lv_fibrosis_mean"	-0.000722746586320948	0.000986890448362804	-0.732347331479339	0.473385613095592	24	0.121635659585341	24	1	5	"HYP"	"mixed"	0.678283863539952
"Microglia"	"Microglia-14"	"lv_fibrosis_mean"	-9.08386759835634e-05	0.00136869426375471	-0.0663688585457846	0.947815777438683	24	-0.00220404230060089	24	1	5	"HYP"	"mixed"	0.957792785622248
"Microglia"	"Microglia-15"	"lv_fibrosis_mean"	-0.000405590592850452	0.00106342486695899	-0.381400327801526	0.707370924635067	24	-0.0157898905839953	24	1	5	"HYP"	"mixed"	0.808423913868648
"Microglia"	"Microglia-16"	"lv_fibrosis_mean"	-0.000197306179460354	0.00147438372840171	-0.133822814006664	0.895027559389612	24	-0.0130926451464088	24	1	5	"HYP"	"mixed"	0.923899416144115
"Microglia"	"Microglia-2"	"lv_fibrosis_mean"	0.0146433048204133	0.0123565122968107	1.18506779815149	0.251401436191697	24	0.682184133571154	24	1	5	"HYP"	"mixed"	0.458631644342501
"Microglia"	"Microglia-3"	"lv_fibrosis_mean"	-0.00123551364286348	0.00205251359589514	-0.601951502457479	0.554713670004065	24	-0.180979774337831	24	1	5	"HYP"	"mixed"	0.737237314533943
"Microglia"	"Microglia-4"	"lv_fibrosis_mean"	-0.00212600841970912	0.00261390988897326	-0.813344189360794	0.426649043585689	24	0.451682046294438	24	1	5	"HYP"	"mixed"	0.633486176276928
"Microglia"	"Microglia-5"	"lv_fibrosis_mean"	-0.00493158513919968	0.0050596395714415	-0.974690997168137	0.342631434930366	24	0.187611690383033	24	1	5	"HYP"	"mixed"	0.5575019958189
"Microglia"	"Microglia-6"	"lv_fibrosis_mean"	0.000251973690010444	0.00022464937035495	1.12163096478891	0.276760018178469	24	0.449643702612542	24	1	5	"HYP"	"mixed"	0.466122135879527
"Microglia"	"Microglia-7"	"lv_fibrosis_mean"	-0.00106431260601441	0.00180634989007051	-0.589206228463782	0.563045588314254	24	0.0716974479887873	24	1	5	"HYP"	"mixed"	0.737237314533943
"Microglia"	"Microglia-8"	"lv_fibrosis_mean"	-0.00128569167490899	0.00120119554991654	-1.07034335500021	0.298607953234745	24	0.188465651666511	24	1	5	"HYP"	"mixed"	0.494247646733371
"Microglia"	"Microglia-9"	"lv_fibrosis_mean"	-0.000556647111730297	0.000481506682480076	-1.15605272363656	0.262773901466363	24	0.232962101049605	24	1	5	"HYP"	"mixed"	0.458631644342501
"Monocytes"	"Monocytes-1"	"lv_fibrosis_mean"	0.0102915749507544	0.0187008180576797	0.550327526796511	0.586619360282073	35	0.660676969079758	26	4	4	"mixed"	"mixed"	0.831542643018259
"Monocytes"	"Monocytes-2"	"lv_fibrosis_mean"	-0.00205462520409506	0.00572368653865478	-0.358968855163399	0.722410376185242	35	0.954548864539069	26	4	4	"mixed"	"mixed"	0.898999579252746
"Monocytes"	"Monocytes-3"	"lv_fibrosis_mean"	-0.00316364622194458	0.0181588762896403	-0.174220374184137	0.862992027047232	35	0.404672598898385	26	4	4	"mixed"	"mixed"	0.929376029127788
"Monocytes"	"Monocytes-4"	"lv_fibrosis_mean"	0.00208733276419874	0.00301486980858423	0.692345904375533	0.494632030810096	35	0.378249950781018	26	4	4	"mixed"	"mixed"	0.758614802389262
"Monocytes"	"Monocytes-5"	"lv_fibrosis_mean"	0.000645599724065425	0.00241474065356674	0.26735778979487	0.791225385228992	35	0.735216279024888	26	4	4	"mixed"	"mixed"	0.915278846096236
"Monocytes"	"Monocytes-6"	"lv_fibrosis_mean"	-0.00280212492607851	0.00244429425930725	-1.14639426714223	0.261690662757038	35	0.269553131746257	26	4	4	"mixed"	"mixed"	0.515729448921326
"Monocytes"	"Monocytes-7"	"lv_fibrosis_mean"	-0.00500411108690042	0.0022636742762988	-2.21061445955128	0.0357212218479408	35	0.0710866470362013	26	4	4	"mixed"	"mixed"	0.105283601236036
"Myelinating_OL"	"Myelinating_OL-1"	"lv_fibrosis_mean"	0.00363669619736174	0.00645028645089246	0.563803828721214	0.579844965926496	24	0.869518496479702	24	1	5	"HYP"	"mixed"	0.6582023937544
"Myelinating_OL"	"Myelinating_OL-10"	"lv_fibrosis_mean"	-0.0034613434954025	0.00280550412782641	-1.23376881219712	0.233156828506965	24	0.0749829219874826	24	1	5	"HYP"	"mixed"	0.288017258743898
"Myelinating_OL"	"Myelinating_OL-11"	"lv_fibrosis_mean"	-0.00137044268632833	0.00082617779973544	-1.65877452379763	0.11448426568859	24	0.230551447374503	24	1	5	"HYP"	"mixed"	0.147948897197562
"Myelinating_OL"	"Myelinating_OL-12"	"lv_fibrosis_mean"	-0.000461677823266467	0.000275155203303439	-1.67788149278548	0.110647976182417	24	0.388637975473638	24	1	5	"HYP"	"mixed"	0.146841751691561
"Myelinating_OL"	"Myelinating_OL-13"	"lv_fibrosis_mean"	-0.000766016077981023	0.000448943996107521	-1.70626199397388	0.10515326583786	24	0.262337189419763	24	1	5	"HYP"	"mixed"	0.142465715006132
"Myelinating_OL"	"Myelinating_OL-14"	"lv_fibrosis_mean"	-0.00102742475411789	0.000614603465623078	-1.67168721230086	0.111879429860237	24	0.20075928078007	24	1	5	"HYP"	"mixed"	0.146841751691561
"Myelinating_OL"	"Myelinating_OL-2"	"lv_fibrosis_mean"	-0.00212619429715908	0.00610728690324462	-0.348140562387777	0.731772994181199	24	0.799323811856291	24	1	5	"HYP"	"mixed"	0.778087740648363
"Myelinating_OL"	"Myelinating_OL-3"	"lv_fibrosis_mean"	0.00151140951299012	0.00199075997610882	0.759212326512789	0.457553505407426	24	0.890174168834014	24	1	5	"HYP"	"mixed"	0.533812422975331
"Myelinating_OL"	"Myelinating_OL-4"	"lv_fibrosis_mean"	0.0165119880963532	0.00914648658788166	1.80528205422946	0.0877853366804968	24	0.843213838593883	24	1	5	"HYP"	"mixed"	0.122899471352696
"Myelinating_OL"	"Myelinating_OL-5"	"lv_fibrosis_mean"	-0.00271214898952882	0.00686183794098667	-0.395251099319731	0.697302490478535	24	0.10260745790812	24	1	5	"HYP"	"mixed"	0.750941143592269
