source	target	LR_pair	model	tissue	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2	value.SD-LS	value.SS-LS	value.SD-HS 3d	value.C57BL/6-Saline 3d	value.SS-HS 21d	value.C57BL/6-AngII 3d	value.SHR-10w	value.WKY-10w	value.C57BL/6-AngII 28d	value.SHR-26w	value.WKY-26w	value.SS-HS 3d	sxt	value	strain	treatment
Premyelinating OL	Premyelinating OL	CADM1_CADM1	Spontaneous	HYP	CADM1_CADM1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1  - Cadm1	0	0	0	0	0	0	0.013685116571725	0.0423142777017898	0	0.022238320310405	0.119551225981342	0	WKY-26w	0.0772369482795522	WKY	26w
EC2	EC15	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0772018233664556	0	0.0224728588533235	0	0	0	0	0	0	0	SD-HS 3d	0.0772018233664556	SD	HS 3d
EC15	EC2	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0772018233664556	0	0.0224728588533235	0	0	0	0	0	0	0	SD-HS 3d	0.0772018233664556	SD	HS 3d
Inhibitory neuron	Inhibitory neuron	CDH4_CDH4	AngII	HYP	CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4	0	0	0	0.0176197845172157	0	0.0948112877232405	0	0	0.0968012379401043	0	0	0	C57BL/6-AngII 3d	0.0771915032060248	C57BL/6	AngII 3d
E/P transition cell	Excitatory neuron	SEMA3C_NRP2_PLXNA4	AngII	HYP	SEMA3C_NRP2_PLXNA4	SEMA3	Sema3c	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp2+Plxna4)	0	0	0	0	0	0.0771397961360103	0	0	0.0588064329255163	0	0	0	C57BL/6-AngII 3d	0.0771397961360103	C57BL/6	AngII 3d
OPC	Inhibitory neuron	CNTN1_NRCAM	Spontaneous	HYP	CNTN1_NRCAM	CNTN	Cntn1	Nrcam					KEGG: mmu04514	Cell-Cell Contact	Cntn1  - Nrcam	0	0	0	0	0	0	0.114821752845898	0.101470647833192	0	0.143852137962529	0.178588509767276	0	WKY-26w	0.077117861934084	WKY	26w
EC7	EC11	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0.0771173924200144	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0771173924200144	SD	HS 3d
EC11	EC7	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0.0771173924200144	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0771173924200144	SD	HS 3d
Inhibitory neuron	Astrocyte	NRXN2_NLGN1	AngII	HYP	NRXN2_NLGN1	NRXN	Nrxn2	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn2  - Nlgn1	0	0	0	0.0192792119323305	0	0.109106122361157	0	0	0.0963777325960664	0	0	0	C57BL/6-AngII 28d	0.0770985206637359	C57BL/6	AngII 28d
EC15	EC1	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0770729871155607	0	0.0209611839615496	0	0	0	0	0	0	0.140523890821678	SD-HS 3d	0.0770729871155607	SD	HS 3d
EC1	EC15	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0770729871155607	0	0.0209611839615496	0	0	0	0	0	0	0.140523890821678	SD-HS 3d	0.0770729871155607	SD	HS 3d
TL	Fibroblast	COL4A3_ITGA1_ITGB1	Spontaneous	LK	COL4A3_ITGA1_ITGB1	COLLAGEN	Col4a3	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga1+Itgb1)	0	0	0	0	0	0	0	0	0	0	0.0768790686382535	0	WKY-26w	0.0768790686382535	WKY	26w
EC8	EC4	PECAM1_PECAM1	Spontaneous	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0	0	0	0	0	0	0	0	0.0767836794292679	0	WKY-26w	0.0767836794292679	WKY	26w
EC4	EC8	PECAM1_PECAM1	Spontaneous	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0	0	0	0	0	0	0	0	0.0767836794292679	0	WKY-26w	0.0767836794292679	WKY	26w
CM	EC8	LAMA2_ITGA9_ITGB1	Salt-sensitive	LV	LAMA2_ITGA9_ITGB1	LAMININ	Lama2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga9+Itgb1)	0.143920552521807	0	0	0	0.0767293552850623	0	0	0	0	0	0	0	SS-HS 21d	0.0767293552850623	SS	HS 21d
Excitatory neuron	Avp+ neuron	CDH4_CDH4	AngII	HYP	CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4	0	0	0	0.0369873755387331	0	0.133666107120812	0	0	0.113675784169212	0	0	0	C57BL/6-AngII 28d	0.0766884086304789	C57BL/6	AngII 28d
Avp+ neuron	Excitatory neuron	CDH4_CDH4	AngII	HYP	CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4	0	0	0	0.0369873755387331	0	0.133666107120812	0	0	0.113675784169212	0	0	0	C57BL/6-AngII 28d	0.0766884086304789	C57BL/6	AngII 28d
Tanycyte	OPC	NRXN1_NLGN1	Spontaneous	HYP	NRXN1_NLGN1	NRXN	Nrxn1	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn1  - Nlgn1	0	0	0	0	0	0	0.0961211879583186	0.236331381736614	0	0.321909529353675	0.312922337743759	0	WKY-26w	0.076590956007145	WKY	26w
Pericyte	Astrocyte	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.077415260132611	0	0.0721524856594959	0	0	0	0	0	0	0	0	0.0765329137360682	SS-HS 3d	0.0765329137360682	SS	HS 3d
Astrocyte	Pericyte	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.077415260132611	0	0.0721524856594959	0	0	0	0	0	0	0	0	0.0765329137360682	SS-HS 3d	0.0765329137360682	SS	HS 3d
Tanycyte	OPC	PTN_PTPRZ1	AngII	HYP	PTN_PTPRZ1	PTN	Ptn	Ptprz1					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Ptprz1	0	0	0	0	0	0.0765074229607213	0	0	0.0627605003024077	0	0	0	C57BL/6-AngII 3d	0.0765074229607213	C57BL/6	AngII 3d
E/P transition cell	E/P transition cell	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.276742299676273	0	0.347156851173489	0	0	0.353220156415949	0	0	0	C57BL/6-AngII 28d	0.076477856739676	C57BL/6	AngII 28d
Excitatory neuron	Excitatory neuron	NRXN2_NLGN1	Salt-sensitive	HYP	NRXN2_NLGN1	NRXN	Nrxn2	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn2  - Nlgn1	0.119952675487448	0.059314555604984	0.118311881200314	0	0.135782140627438	0	0	0	0	0	0	0.0471849125572555	SS-HS 21d	0.076467585022454	SS	HS 21d
NFO	Astrocyte	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0732605816549843	0	0.0722487536955969	0	0.0764442664544599	0	0	0	0	0	0	0.0625014282098755	SS-HS 21d	0.0764442664544599	SS	HS 21d
Astrocyte	NFO	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0732605816549843	0	0.0722487536955969	0	0.0764442664544599	0	0	0	0	0	0	0.0625014282098755	SS-HS 21d	0.0764442664544599	SS	HS 21d
Excitatory neuron	OPC	NRXN1_NLGN1	AngII	HYP	NRXN1_NLGN1	NRXN	Nrxn1	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn1  - Nlgn1	0	0	0	0.251300680142652	0	0.366908277197649	0	0	0.3277073072521	0	0	0	C57BL/6-AngII 28d	0.076406627109448	C57BL/6	AngII 28d
NFO	Astrocyte	NRXN1_NLGN1	Spontaneous	HYP	NRXN1_NLGN1	NRXN	Nrxn1	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn1  - Nlgn1	0	0	0	0	0	0	0	0	0	0.0763652147192174	0.209801607235513	0	SHR-26w	0.0763652147192174	SHR	26w
NFO	NFO	SEMA5A_PLXNB3	Salt-sensitive	HYP	SEMA5A_PLXNB3	SEMA5	Sema5a	Plxnb3					PMID: 27533782	Cell-Cell Contact	Sema5a  - Plxnb3	0.159465871999676	0.0802036361992147	0.159207378464193	0	0.0583146441847124	0	0	0	0	0	0	0.156430187080366	SS-HS 3d	0.0762265508811513	SS	HS 3d
Adipocyte	EC2	VEGFA_VEGFR2	Spontaneous	MSA	VEGFA_VEGFR2	VEGF	Vegfa	Kdr			VEGF activation receptor		KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfa  - Vegfr2	0	0	0	0	0	0	0	0.0371908148523992	0	0.0394908595039945	0.113402193101172	0	WKY-26w	0.0762113782487728	WKY	26w
EC7	CM	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0968790662863264	0	0.173067450191461	0	0	0.0879666281515534	0	0	0	C57BL/6-AngII 3d	0.0761883839051346	C57BL/6	AngII 3d
CM	EC7	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0968790662863264	0	0.173067450191461	0	0	0.0879666281515534	0	0	0	C57BL/6-AngII 3d	0.0761883839051346	C57BL/6	AngII 3d
Pericyte	Inhibitory neuron	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0738224061804637	0	0.0682458001853694	0	0	0	0	0	0	0	0	0.0761868617158706	SS-HS 3d	0.0761868617158706	SS	HS 3d
Inhibitory neuron	Pericyte	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0738224061804637	0	0.0682458001853694	0	0	0	0	0	0	0	0	0.0761868617158706	SS-HS 3d	0.0761868617158706	SS	HS 3d
EC8	EC1	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.0798110867615269	0	0	0	0.0668637706468289	0	0	0	0	0	0	0.0761701665070707	SS-HS 3d	0.0761701665070707	SS	HS 3d
EC1	EC8	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.0798110867615269	0	0	0	0.0668637706468289	0	0	0	0	0	0	0.0761701665070707	SS-HS 3d	0.0761701665070707	SS	HS 3d
EC5	EC3	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0761508368367819	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0761508368367819	SD	HS 3d
EC3	EC5	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0761508368367819	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0761508368367819	SD	HS 3d
Inhibitory neuron	Excitatory neuron	CDH4_CDH4	AngII	HYP	CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4	0	0	0	0.0399911802148843	0	0.101905730232469	0	0	0.116015444042591	0	0	0	C57BL/6-AngII 28d	0.0760242638277067	C57BL/6	AngII 28d
Excitatory neuron	Inhibitory neuron	CDH4_CDH4	AngII	HYP	CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4	0	0	0	0.0399911802148843	0	0.101905730232469	0	0	0.116015444042591	0	0	0	C57BL/6-AngII 28d	0.0760242638277067	C57BL/6	AngII 28d
Avp+ neuron	Avp+ neuron	NCAM1_NCAM1	AngII	HYP	NCAM1_NCAM1	NCAM	Ncam1	Ncam1					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam1	0	0	0	0.110819296503801	0	0.176396021099779	0	0	0.186793306642748	0	0	0	C57BL/6-AngII 28d	0.075974010138947	C57BL/6	AngII 28d
Avp+ neuron	Excitatory neuron	NRXN1_NLGN1	AngII	HYP	NRXN1_NLGN1	NRXN	Nrxn1	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn1  - Nlgn1	0	0	0	0.158909093314218	0	0.262071129051257	0	0	0.234800258753616	0	0	0	C57BL/6-AngII 28d	0.075891165439398	C57BL/6	AngII 28d
Microglia	Astrocyte	PTPRM_PTPRM	Spontaneous	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.0107147038655825	0	0	0.0221887434729796	0.0758247507321879	0	WKY-26w	0.0758247507321879	WKY	26w
Astrocyte	Microglia	PTPRM_PTPRM	Spontaneous	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.0107147038655825	0	0	0.0221887434729796	0.0758247507321879	0	WKY-26w	0.0758247507321879	WKY	26w
EC8	EC2	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0.0765546833426027	0.0757823738872492	0	0.0661379459919959	0	0	0	0	0	0	0	SD-HS 3d	0.0757823738872492	SD	HS 3d
EC2	EC8	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0.0765546833426027	0.0757823738872492	0	0.0661379459919959	0	0	0	0	0	0	0	SD-HS 3d	0.0757823738872492	SD	HS 3d
Excitatory neuron	OPC	NRXN3_NLGN1	Spontaneous	HYP	NRXN3_NLGN1	NRXN	Nrxn3	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn3  - Nlgn1	0	0	0	0	0	0	0.198939241613676	0.232102701530072	0	0.274705659317509	0.287222837092058	0	SHR-26w	0.075766417703833	SHR	26w
OPC	Inhibitory neuron	NRG3_ERBB4	Spontaneous	HYP	NRG3_ERBB4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3  - Erbb4	0	0	0	0	0	0	0.0574280519790764	0.0394684743894319	0	0.133170590470317	0.141756684921713	0	SHR-26w	0.0757425384912406	SHR	26w
EC2	DCT	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.0802149192694688	0.0756864374084885	0	0.086001521556331	0	0	0	0	0	0	0.10550829306773	SD-HS 3d	0.0756864374084885	SD	HS 3d
DCT	EC2	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.0802149192694688	0.0756864374084885	0	0.086001521556331	0	0	0	0	0	0	0.10550829306773	SD-HS 3d	0.0756864374084885	SD	HS 3d
NFO	Inhibitory neuron	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0698459492292297	0	0.0683372397048935	0	0.075664163031436	0	0	0	0	0	0	0.0622145467780679	SS-HS 21d	0.075664163031436	SS	HS 21d
Inhibitory neuron	NFO	NEGR1_NEGR1	Salt-sensitive	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0.0698459492292297	0	0.0683372397048935	0	0.075664163031436	0	0	0	0	0	0	0.0622145467780679	SS-HS 21d	0.075664163031436	SS	HS 21d
NFO	Excitatory neuron	NEGR1_NEGR1	Spontaneous	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0	0	0	0	0	0	0	0	0	0.0756577607184125	0.0794513889006046	0	SHR-26w	0.0756577607184125	SHR	26w
Excitatory neuron	NFO	NEGR1_NEGR1	Spontaneous	HYP	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0	0	0	0	0	0	0	0	0	0.0756577607184125	0.0794513889006046	0	SHR-26w	0.0756577607184125	SHR	26w
EC8	EC1	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0.0523861245156927	0.0756557122403659	0	0.061874982771913	0	0	0	0	0	0	0.0567599629895041	SD-HS 3d	0.0756557122403659	SD	HS 3d
EC1	EC8	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0.0523861245156927	0.0756557122403659	0	0.061874982771913	0	0	0	0	0	0	0.0567599629895041	SD-HS 3d	0.0756557122403659	SD	HS 3d
Pericyte	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0.0756229826867907	0	0	0	0	0	0	0	SS-HS 21d	0.0756229826867907	SS	HS 21d
EC8	Pericyte	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0.0756229826867907	0	0	0	0	0	0	0	SS-HS 21d	0.0756229826867907	SS	HS 21d
EC11	EC8	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0	0	0	0	0.169943560477526	0	0	0	0	0	0	0.0754853083396068	SS-HS 3d	0.0754853083396068	SS	HS 3d
OPC	Premyelinating OL	NCAM1_NCAM2	Spontaneous	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0	0	0	0	0	0	0.245278514986405	0.253096147096641	0	0.220546781245382	0.328575771860019	0	WKY-26w	0.075479624763378	WKY	26w
E/P transition cell	Excitatory neuron	SEMA6A_PLXNA4	AngII	HYP	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0	0	0	0.0120390526770354	0	0.128144491831186	0	0	0.0874711603337903	0	0	0	C57BL/6-AngII 28d	0.0754321076567549	C57BL/6	AngII 28d
Tanycyte	Excitatory neuron	EFNA5_EPHA5	AngII	HYP	EFNA5_EPHA5	EPHA	Efna5	Epha5					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha5	0	0	0	0.0389370524548476	0	0.121887323019855	0	0	0.114361763528654	0	0	0	C57BL/6-AngII 28d	0.0754247110738064	C57BL/6	AngII 28d
EC4	EC3	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0754133389074437	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0754133389074437	SD	HS 3d
EC3	EC4	PECAM1_PECAM1	Salt-sensitive	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0.0754133389074437	0	0	0	0	0	0	0	0	0	SD-HS 3d	0.0754133389074437	SD	HS 3d
Avp+ neuron	Excitatory neuron	NCAM1_NCAM2	AngII	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0	0	0	0.107778658663464	0	0.183154076643831	0	0	0.142786362626505	0	0	0	C57BL/6-AngII 3d	0.075375417980367	C57BL/6	AngII 3d
Inhibitory neuron	EC9	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.0746042096644218	0	0	0.0752721556031553	0	0	0	C57BL/6-AngII 28d	0.0752721556031553	C57BL/6	AngII 28d
EC9	Inhibitory neuron	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.0746042096644218	0	0	0.0752721556031553	0	0	0	C57BL/6-AngII 28d	0.0752721556031553	C57BL/6	AngII 28d
Excitatory neuron	EC9	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0518707008451677	0	0.134826545976626	0	0	0.12709900117091	0	0	0	C57BL/6-AngII 28d	0.0752283003257423	C57BL/6	AngII 28d
EC9	Excitatory neuron	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0518707008451677	0	0.134826545976626	0	0	0.12709900117091	0	0	0	C57BL/6-AngII 28d	0.0752283003257423	C57BL/6	AngII 28d
Inhibitory neuron	Avp+ neuron	NRXN2_NLGN1	AngII	HYP	NRXN2_NLGN1	NRXN	Nrxn2	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn2  - Nlgn1	0	0	0	0.0480656091653599	0	0.139675287731145	0	0	0.12323610947907	0	0	0	C57BL/6-AngII 28d	0.0751705003137101	C57BL/6	AngII 28d
Excitatory neuron	Excitatory neuron	CNTN1_NRCAM	AngII	HYP	CNTN1_NRCAM	CNTN	Cntn1	Nrcam					KEGG: mmu04514	Cell-Cell Contact	Cntn1  - Nrcam	0	0	0	0.0117375360013955	0	0.086903869169547	0	0	0.0713266864942281	0	0	0	C57BL/6-AngII 3d	0.0751663331681515	C57BL/6	AngII 3d
Inhibitory neuron	NFO	NCAM1_NCAM2	Salt-sensitive	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0.0764714898232524	0.0751125858142521	0.0627724461129085	0	0.0766682956650361	0	0	0	0	0	0	0.150269281852125	SS-HS 3d	0.0751566960378729	SS	HS 3d
Fibroblast	EC15	LAMA4_ITGA6_ITGB1	Salt-sensitive	LV	LAMA4_ITGA6_ITGB1	LAMININ	Lama4	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga6+Itgb1)	0.0688999277304897	0	0	0	0.0751202181694057	0	0	0	0	0	0	0	SS-HS 21d	0.0751202181694057	SS	HS 21d
TL	TL	EFNA5_EPHA7	Salt-sensitive	LK	EFNA5_EPHA7	EPHA	Efna5	Epha7					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha7	0	0	0	0	0	0	0	0	0	0	0	0.0751143579785536	SS-HS 3d	0.0751143579785536	SS	HS 3d
Excitatory neuron	OPC	CNTN1_NRCAM	AngII	HYP	CNTN1_NRCAM	CNTN	Cntn1	Nrcam					KEGG: mmu04514	Cell-Cell Contact	Cntn1  - Nrcam	0	0	0	0.0142586309003415	0	0.102988940780298	0	0	0.0893376757375422	0	0	0	C57BL/6-AngII 28d	0.0750790448372007	C57BL/6	AngII 28d
Neuronal	EC10	LAMA2_ITGA6_ITGB1	Salt-sensitive	LV	LAMA2_ITGA6_ITGB1	LAMININ	Lama2	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga6+Itgb1)	0.0625680359258207	0.0865156371523213	0.137614253921639	0	0.0723271206871632	0	0	0	0	0	0	0.0704729506690954	SD-HS 3d	0.0750462179958183	SD	HS 3d
Avp+ neuron	Inhibitory neuron	NCAM1_NCAM2	AngII	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0	0	0	0.0430367114411226	0	0.130377393774012	0	0	0.11800455667653	0	0	0	C57BL/6-AngII 28d	0.0749678452354074	C57BL/6	AngII 28d
EC4	EC15	PECAM1_PECAM1	Spontaneous	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0	0	0	0	0	0	0	0	0.074929081636492	0	WKY-26w	0.074929081636492	WKY	26w
EC15	EC4	PECAM1_PECAM1	Spontaneous	LK	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0	0	0	0	0	0	0	0	0	0	0.074929081636492	0	WKY-26w	0.074929081636492	WKY	26w
Myelinating OL	Fibroblast	NCAM1_FGFR1	AngII	HYP	NCAM1_FGFR1	NCAM	Ncam1	Fgfr1					PMID: 12791257	Cell-Cell Contact	Ncam1  - Fgfr1	0	0	0	0	0	0.0675759898520126	0	0	0.0748589450064872	0	0	0	C57BL/6-AngII 28d	0.0748589450064872	C57BL/6	AngII 28d
EC1	DCT	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.0938737355750522	0.0748498896441571	0	0.09013038190558	0	0	0	0	0	0	0.0806651567098597	SD-HS 3d	0.0748498896441571	SD	HS 3d
