source	target	LR_pair	model	tissue	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2	value.SD-LS	value.SS-LS	value.SD-HS 3d	value.C57BL/6-Saline 3d	value.SS-HS 21d	value.C57BL/6-AngII 3d	value.SHR-10w	value.WKY-10w	value.C57BL/6-AngII 28d	value.SHR-26w	value.WKY-26w	value.SS-HS 3d	sxt	value	strain	treatment
EC7	EC7	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.482286903079627	0	0	0	C57BL/6-AngII 28d	0.482286903079627	C57BL/6	AngII 28d
EC7	EC2	PTPRM_PTPRM	Spontaneous	MSA	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0.439905633777994	0	0.443086032952022	0.437692251426546	0	SHR-26w	0.443086032952022	SHR	26w
EC2	EC7	PTPRM_PTPRM	Spontaneous	MSA	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0.439905633777994	0	0.443086032952022	0.437692251426546	0	SHR-26w	0.443086032952022	SHR	26w
EC8	EC7	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.411044107195902	0	0	0	0.417619309444678	0	0	0	0	0	0	0.439998190566927	SS-HS 3d	0.439998190566927	SS	HS 3d
EC7	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.411044107195902	0	0	0	0.417619309444678	0	0	0	0	0	0	0.439998190566927	SS-HS 3d	0.439998190566927	SS	HS 3d
EC7	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.443964418247787	0	0	0	0.434706941333458	0	0	0	0	0	0	0	SS-HS 21d	0.434706941333458	SS	HS 21d
EC15	EC7	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.443964418247787	0	0	0	0.434706941333458	0	0	0	0	0	0	0	SS-HS 21d	0.434706941333458	SS	HS 21d
EC9	EC7	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.426752046653181	0	0	0	C57BL/6-AngII 28d	0.426752046653181	C57BL/6	AngII 28d
EC7	EC9	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.426752046653181	0	0	0	C57BL/6-AngII 28d	0.426752046653181	C57BL/6	AngII 28d
EC3	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.406509511785599	0	0	0	0.421488414293603	0	0	0	0	0	0	0	SS-HS 21d	0.421488414293603	SS	HS 21d
EC15	EC3	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.406509511785599	0	0	0	0.421488414293603	0	0	0	0	0	0	0	SS-HS 21d	0.421488414293603	SS	HS 21d
EC8	EC3	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.374495962746851	0	0	0	0.404548533567001	0	0	0	0	0	0	0.418100482032439	SS-HS 3d	0.418100482032439	SS	HS 3d
EC3	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.374495962746851	0	0	0	0.404548533567001	0	0	0	0	0	0	0.418100482032439	SS-HS 3d	0.418100482032439	SS	HS 3d
EC8	EC7	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.411044107195902	0	0	0	0.417619309444678	0	0	0	0	0	0	0.439998190566927	SS-HS 21d	0.417619309444678	SS	HS 21d
EC7	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.411044107195902	0	0	0	0.417619309444678	0	0	0	0	0	0	0.439998190566927	SS-HS 21d	0.417619309444678	SS	HS 21d
EC7	E/P transition cell	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.416320109970696	0	0	0	C57BL/6-AngII 28d	0.416320109970696	C57BL/6	AngII 28d
E/P transition cell	EC7	PTPRM_PTPRM	AngII	HYP	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.416320109970696	0	0	0	C57BL/6-AngII 28d	0.416320109970696	C57BL/6	AngII 28d
EC5	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.393387812677735	0	0	0	0.415357782720182	0	0	0	0	0	0	0	SS-HS 21d	0.415357782720182	SS	HS 21d
EC15	EC5	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.393387812677735	0	0	0	0.415357782720182	0	0	0	0	0	0	0	SS-HS 21d	0.415357782720182	SS	HS 21d
EC8	EC5	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.361777713342731	0	0	0	0.398494573044093	0	0	0	0	0	0	0.412455122323994	SS-HS 3d	0.412455122323994	SS	HS 3d
EC5	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.361777713342731	0	0	0	0.398494573044093	0	0	0	0	0	0	0.412455122323994	SS-HS 3d	0.412455122323994	SS	HS 3d
EC2	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.393670012301209	0	0	0	0.410784326061251	0	0	0	0	0	0	0	SS-HS 21d	0.410784326061251	SS	HS 21d
EC15	EC2	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.393670012301209	0	0	0	0.410784326061251	0	0	0	0	0	0	0	SS-HS 21d	0.410784326061251	SS	HS 21d
EC8	EC2	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.362050771029736	0	0	0	0.39398166903042	0	0	0	0	0	0	0.409793181375159	SS-HS 3d	0.409793181375159	SS	HS 3d
EC2	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.362050771029736	0	0	0	0.39398166903042	0	0	0	0	0	0	0.409793181375159	SS-HS 3d	0.409793181375159	SS	HS 3d
EC15	EC10	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.388290038465313	0	0	0	0.409445644518203	0	0	0	0	0	0	0	SS-HS 21d	0.409445644518203	SS	HS 21d
EC10	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.388290038465313	0	0	0	0.409445644518203	0	0	0	0	0	0	0	SS-HS 21d	0.409445644518203	SS	HS 21d
EC5	EC5	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.416458874439526	0.408819018791994	0	0.417024049567283	0	0	0	0	0	0	0.376889825410466	SD-HS 3d	0.408819018791994	SD	HS 3d
EC8	EC10	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.356848595813364	0	0	0	0.392661253758426	0	0	0	0	0	0	0.407783079280632	SS-HS 3d	0.407783079280632	SS	HS 3d
EC10	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.356848595813364	0	0	0	0.392661253758426	0	0	0	0	0	0	0.407783079280632	SS-HS 3d	0.407783079280632	SS	HS 3d
EC8	EC3	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.374495962746851	0	0	0	0.404548533567001	0	0	0	0	0	0	0.418100482032439	SS-HS 21d	0.404548533567001	SS	HS 21d
EC3	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.374495962746851	0	0	0	0.404548533567001	0	0	0	0	0	0	0.418100482032439	SS-HS 21d	0.404548533567001	SS	HS 21d
EC8	EC5	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.361777713342731	0	0	0	0.398494573044093	0	0	0	0	0	0	0.412455122323994	SS-HS 21d	0.398494573044093	SS	HS 21d
EC5	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.361777713342731	0	0	0	0.398494573044093	0	0	0	0	0	0	0.412455122323994	SS-HS 21d	0.398494573044093	SS	HS 21d
EC4	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.381260863436582	0	0	0	0.397976207105903	0	0	0	0	0	0	0	SS-HS 21d	0.397976207105903	SS	HS 21d
EC15	EC4	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.381260863436582	0	0	0	0.397976207105903	0	0	0	0	0	0	0	SS-HS 21d	0.397976207105903	SS	HS 21d
EC5	EC4	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.372664566359216	0.396435804980509	0	0.300833866877546	0	0	0	0	0	0	0.315563049110558	SD-HS 3d	0.396435804980509	SD	HS 3d
EC4	EC5	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.372664566359216	0.396435804980509	0	0.300833866877546	0	0	0	0	0	0	0.315563049110558	SD-HS 3d	0.396435804980509	SD	HS 3d
EC15	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.3783614341067	0	0	0	0.394074244240668	0	0	0	0	0	0	0	SS-HS 21d	0.394074244240668	SS	HS 21d
EC8	EC2	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.362050771029736	0	0	0	0.39398166903042	0	0	0	0	0	0	0.409793181375159	SS-HS 21d	0.39398166903042	SS	HS 21d
EC2	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.362050771029736	0	0	0	0.39398166903042	0	0	0	0	0	0	0.409793181375159	SS-HS 21d	0.39398166903042	SS	HS 21d
EC8	EC10	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.356848595813364	0	0	0	0.392661253758426	0	0	0	0	0	0	0.407783079280632	SS-HS 21d	0.392661253758426	SS	HS 21d
EC10	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.356848595813364	0	0	0	0.392661253758426	0	0	0	0	0	0	0.407783079280632	SS-HS 21d	0.392661253758426	SS	HS 21d
EC8	EC4	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.35006287703025	0	0	0	0.381358366454089	0	0	0	0	0	0	0.390404489231638	SS-HS 3d	0.390404489231638	SS	HS 3d
EC4	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.35006287703025	0	0	0	0.381358366454089	0	0	0	0	0	0	0.390404489231638	SS-HS 3d	0.390404489231638	SS	HS 3d
EC8	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.317424157148893	0	0	0	0.361240998812233	0	0	0	0	0	0	0.39030992487553	SS-HS 3d	0.39030992487553	SS	HS 3d
EC5	EC15	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.386951582079982	0.384812488229547	0	0.383005302909147	0	0	0	0	0	0	0.295389071476467	SD-HS 3d	0.384812488229547	SD	HS 3d
EC15	EC5	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.386951582079982	0.384812488229547	0	0.383005302909147	0	0	0	0	0	0	0.295389071476467	SD-HS 3d	0.384812488229547	SD	HS 3d
EC4	EC4	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.330864404414564	0.384183925832369	0	0.205599378919829	0	0	0	0	0	0	0.26005059266783	SD-HS 3d	0.384183925832369	SD	HS 3d
EC2	EC2	PTPRM_PTPRM	Spontaneous	MSA	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0.407861271356305	0	0.383890724594123	0.402757062296837	0	SHR-26w	0.383890724594123	SHR	26w
EC8	EC4	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.35006287703025	0	0	0	0.381358366454089	0	0	0	0	0	0	0.390404489231638	SS-HS 21d	0.381358366454089	SS	HS 21d
EC4	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.35006287703025	0	0	0	0.381358366454089	0	0	0	0	0	0	0.390404489231638	SS-HS 21d	0.381358366454089	SS	HS 21d
EC8	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.347267543611204	0	0	0	0.377517163359781	0	0	0	0	0	0	0	SS-HS 21d	0.377517163359781	SS	HS 21d
EC15	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.347267543611204	0	0	0	0.377517163359781	0	0	0	0	0	0	0	SS-HS 21d	0.377517163359781	SS	HS 21d
EC8	EC5	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.384196244424411	0.375587366216011	0	0.378269844106198	0	0	0	0	0	0	0.310681483308904	SD-HS 3d	0.375587366216011	SD	HS 3d
EC5	EC8	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.384196244424411	0.375587366216011	0	0.378269844106198	0	0	0	0	0	0	0.310681483308904	SD-HS 3d	0.375587366216011	SD	HS 3d
EC4	EC15	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.344428742213387	0.372698012253609	0	0.271873133286708	0	0	0	0	0	0	0.242169841953416	SD-HS 3d	0.372698012253609	SD	HS 3d
EC15	EC4	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.344428742213387	0.372698012253609	0	0.271873133286708	0	0	0	0	0	0	0.242169841953416	SD-HS 3d	0.372698012253609	SD	HS 3d
EC7	EC5	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.364976603355876	0	0	0	C57BL/6-AngII 28d	0.364976603355876	C57BL/6	AngII 28d
EC5	EC7	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.364976603355876	0	0	0	C57BL/6-AngII 28d	0.364976603355876	C57BL/6	AngII 28d
EC3	EC10	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.364529219004285	0	0	0.112567358957423	0	0	0	C57BL/6-AngII 3d	0.364529219004285	C57BL/6	AngII 3d
EC10	EC3	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.364529219004285	0	0	0.112567358957423	0	0	0	C57BL/6-AngII 3d	0.364529219004285	C57BL/6	AngII 3d
EC8	EC4	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.341807372564423	0.363591664833246	0	0.267915066623182	0	0	0	0	0	0	0.255706942150364	SD-HS 3d	0.363591664833246	SD	HS 3d
EC4	EC8	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.341807372564423	0.363591664833246	0	0.267915066623182	0	0	0	0	0	0	0.255706942150364	SD-HS 3d	0.363591664833246	SD	HS 3d
EC15	EC15	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.358251443772346	0.361353992649175	0	0.350095114781978	0	0	0	0	0	0	0.22514446186596	SD-HS 3d	0.361353992649175	SD	HS 3d
EC8	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.317424157148893	0	0	0	0.361240998812233	0	0	0	0	0	0	0.39030992487553	SS-HS 21d	0.361240998812233	SS	HS 21d
EC7	EC2	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.359331108690311	0	0	0	C57BL/6-AngII 28d	0.359331108690311	C57BL/6	AngII 28d
EC2	EC7	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.359331108690311	0	0	0	C57BL/6-AngII 28d	0.359331108690311	C57BL/6	AngII 28d
EC7	EC7	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.352598275882644	0	0	0	C57BL/6-AngII 28d	0.352598275882644	C57BL/6	AngII 28d
EC8	EC15	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.355581933943691	0.352369125037018	0	0.345538677682598	0	0	0	0	0	0	0.238028780404427	SD-HS 3d	0.352369125037018	SD	HS 3d
EC15	EC8	PTPRM_PTPRM	Salt-sensitive	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0.355581933943691	0.352369125037018	0	0.345538677682598	0	0	0	0	0	0	0.238028780404427	SD-HS 3d	0.352369125037018	SD	HS 3d
EC8	EC7	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.349180279803842	0	0	0	C57BL/6-AngII 28d	0.349180279803842	C57BL/6	AngII 28d
EC7	EC8	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.349180279803842	0	0	0	C57BL/6-AngII 28d	0.349180279803842	C57BL/6	AngII 28d
EC8	EC1	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.353250184023651	0	0	0	0.328109790854618	0	0	0	0	0	0	0.344255406818776	SS-HS 3d	0.344255406818776	SS	HS 3d
EC1	EC8	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.353250184023651	0	0	0	0.328109790854618	0	0	0	0	0	0	0.344255406818776	SS-HS 3d	0.344255406818776	SS	HS 3d
EC15	EC1	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.384564152203398	0	0	0	0.343696399560365	0	0	0	0	0	0	0	SS-HS 21d	0.343696399560365	SS	HS 21d
EC1	EC15	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.384564152203398	0	0	0	0.343696399560365	0	0	0	0	0	0	0	SS-HS 21d	0.343696399560365	SS	HS 21d
EC7	EC4	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.341909775792739	0	0	0	C57BL/6-AngII 28d	0.341909775792739	C57BL/6	AngII 28d
EC4	EC7	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0.341909775792739	0	0	0	C57BL/6-AngII 28d	0.341909775792739	C57BL/6	AngII 28d
EC2	EC10	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.340155201462939	0	0	0.149517954429104	0	0	0	C57BL/6-AngII 3d	0.340155201462939	C57BL/6	AngII 3d
EC10	EC2	PTPRM_PTPRM	AngII	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0.340155201462939	0	0	0.149517954429104	0	0	0	C57BL/6-AngII 3d	0.340155201462939	C57BL/6	AngII 3d
EC8	EC4	PTPRM_PTPRM	Spontaneous	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0	0	0.33978345067	0	WKY-26w	0.33978345067	WKY	26w
EC4	EC8	PTPRM_PTPRM	Spontaneous	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0	0	0	0	0.33978345067	0	WKY-26w	0.33978345067	WKY	26w
EC8	EC15	PTPRM_PTPRM	Spontaneous	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.252484798274698	0	0	0	0.335695424249551	0	WKY-26w	0.335695424249551	WKY	26w
