GroupID	Category	Term	Description	LogP	Log(q-value)	InTerm_InList	Genes	Symbols	cluster	category_mod	pathway
1_Member	GO Biological Processes	GO:0030168	platelet activation	-2.30897842738331	-1.31358609801995	11/102	71,1192,2923,5156,6812,7410,7414,8525,10867,84959,160851	ACTG1,CLIC1,PDIA3,PDGFRA,STXBP1,VAV2,VCL,DGKZ,TSPAN9,UBASH3B,DGKH	C2	GO	platelet activation (GO)
1_Member	GO Biological Processes	GO:0120162	positive regulation of cold-induced thermogenesis	-2.30897842738331	-1.31358609801995	11/102	249,857,1051,2104,2628,2887,7422,7840,63976,64641,79813	ALPL,CAV1,CEBPB,ESRRG,GATM,GRB10,VEGFA,ALMS1,PRDM16,EBF2,EHMT1	C2	GO	positive regulation of cold-induced thermogenesis (GO)
1_Member	GO Biological Processes	GO:0008202	steroid metabolic process	-2.3074748553044	-1.31228618103593	21/259	19,348,949,1080,1591,1593,1595,2260,2908,4041,5087,5156,5825,7436,8578,10858,51422,51474,57704,80270,114880	ABCA1,APOE,SCARB1,CFTR,CYP24A1,CYP27A1,CYP51A1,FGFR1,NR3C1,LRP5,PBX1,PDGFRA,ABCD3,VLDLR,SCARF1,CYP46A1,PRKAG2,LIMA1,GBA2,HSD3B7,OSBPL6	C2	GO	steroid metabolic process (GO)
1_Member	GO Biological Processes	GO:0010893	positive regulation of steroid biosynthetic process	-2.30601658362084	-1.31170068253353	6/37	133,654,1601,2246,5105,5447	ADM,BMP6,DAB2,FGF1,PCK1,POR	C2	GO	positive regulation of steroid biosynthetic process (GO)
1_Member	GO Biological Processes	GO:0017156	calcium-ion regulated exocytosis	-2.30601658362084	-1.31170068253353	6/37	5532,6616,6812,6844,10497,90139	PPP3CB,SNAP25,STXBP1,VAMP2,UNC13B,TSPAN18	C2	GO	calcium-ion regulated exocytosis (GO)
1_Member	Reactome Gene Sets	R-HSA-8964043	Plasma lipoprotein clearance	-2.30601658362084	-1.31170068253353	6/37	161,348,949,1213,7316,7436	AP2A2,APOE,SCARB1,CLTC,UBC,VLDLR	C2	Reactome	Plasma lipoprotein clearance (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9029569	NR1H3 &amp; NR1H2 regulate gene expression linked to cholesterol transport and efflux	-2.30601658362084	-1.31170068253353	6/37	19,348,2874,8648,9612,27327	ABCA1,APOE,GPS2,NCOA1,NCOR2,TNRC6A	C2	Reactome	NR1H3 &amp; NR1H2 regulate gene expression linked to cholesterol transport and efflux (Reactome)
1_Member	GO Biological Processes	GO:0045446	endothelial cell differentiation	-2.30587251137867	-1.31170068253353	10/88	90,93,1909,2876,3084,3397,5175,7026,7075,80781	ACVR1,ACVR2B,EDNRA,GPX1,NRG1,ID1,PECAM1,NR2F2,TIE1,COL18A1	C2	GO	endothelial cell differentiation (GO)
1_Member	GO Biological Processes	GO:0009060	aerobic respiration	-2.29879884273808	-1.30503308636937	18/210	158,1291,1337,1743,2645,4713,4716,4724,5210,7388,8870,9377,23788,27089,29796,51079,84701,374291	ADSL,COL6A1,COX6A1,DLST,GCK,NDUFB7,NDUFB10,NDUFS4,PFKFB4,UQCRH,IER3,COX5A,MTCH2,UQCRQ,UQCR10,NDUFA13,COX4I2,NDUFS7	C2	GO	aerobic respiration (GO)
1_Member	GO Biological Processes	GO:0050728	negative regulation of inflammatory response	-2.29879884273808	-1.30503308636937	18/210	54,313,348,2268,2874,2876,4088,4907,5734,5788,6095,6774,7010,8870,9258,55075,171389,284207	ACP5,AOAH,APOE,FGR,GPS2,GPX1,SMAD3,NT5E,PTGER4,PTPRC,RORA,STAT3,TEK,IER3,MFHAS1,UACA,NLRP6,METRNL	C2	GO	negative regulation of inflammatory response (GO)
1_Member	GO Biological Processes	GO:0051783	regulation of nuclear division	-2.29458305697492	-1.30102019455146	14/147	811,998,3643,4041,8379,8881,23113,23236,25970,51433,55023,57405,146691,147841	CALR,CDC42,INSR,LRP5,MAD1L1,CDC16,CUL9,PLCB1,SH2B1,ANAPC5,PHIP,SPC25,TOM1L2,SPC24	C2	GO	regulation of nuclear division (GO)
1_Member	GO Biological Processes	GO:0006119	oxidative phosphorylation	-2.29355082783757	-1.30085647995915	12/117	1337,4713,4716,4724,7388,9377,23788,27089,29796,51079,84701,374291	COX6A1,NDUFB7,NDUFB10,NDUFS4,UQCRH,COX5A,MTCH2,UQCRQ,UQCR10,NDUFA13,COX4I2,NDUFS7	C2	GO	oxidative phosphorylation (GO)
1_Member	GO Biological Processes	GO:0048024	regulation of mRNA splicing, via spliceosome	-2.29355082783757	-1.30085647995915	12/117	1655,3178,5978,6433,6434,10659,11030,23210,54715,56853,58517,282996	DDX5,HNRNPA1,REST,SFSWAP,TRA2B,CELF2,RBPMS,JMJD6,RBFOX1,CELF4,RBM25,RBM20	C2	GO	regulation of mRNA splicing, via spliceosome (GO)
1_Member	GO Biological Processes	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	-2.29355082783757	-1.30085647995915	12/117	1535,3459,4023,4776,5295,5663,5788,5795,6774,9181,9590,26137	CYBA,IFNGR1,LPL,NFATC4,PIK3R1,PSEN1,PTPRC,PTPRJ,STAT3,ARHGEF2,AKAP12,ZBTB20	C2	GO	positive regulation of tumor necrosis factor superfamily cytokine production (GO)
1_Member	GO Biological Processes	GO:0033628	regulation of cell adhesion mediated by integrin	-2.29300173264953	-1.30085647995915	7/49	5054,5140,5420,5747,8631,55612,65125	SERPINE1,PDE3B,PODXL,PTK2,SKAP1,FERMT1,WNK1	C2	GO	regulation of cell adhesion mediated by integrin (GO)
1_Member	Canonical Pathways	M136	PID FOXO PATHWAY	-2.29300173264953	-1.30085647995915	7/49	604,1456,1647,2309,6446,6648,114907	BCL6,CSNK1G3,GADD45A,FOXO3,SGK1,SOD2,FBXO32	C2	Canonical	PID FOXO PATHWAY (Canonical)
1_Member	Canonical Pathways	M92	PID ANGIOPOIETIN RECEPTOR PATHWAY	-2.29300173264953	-1.30085647995915	7/49	284,2113,2335,5295,5747,5970,7010	ANGPT1,ETS1,FN1,PIK3R1,PTK2,RELA,TEK	C2	Canonical	PID ANGIOPOIETIN RECEPTOR PATHWAY (Canonical)
1_Member	Reactome Gene Sets	R-HSA-437239	Recycling pathway of L1	-2.29300173264953	-1.30085647995915	7/49	71,161,1213,1808,10376,26052,84790	ACTG1,AP2A2,CLTC,DPYSL2,TUBA1B,DNM3,TUBA1C	C2	Reactome	Recycling pathway of L1 (Reactome)
1_Member	GO Biological Processes	GO:0016125	sterol metabolic process	-2.2898464648753	-1.29790335064885	13/132	19,348,949,1080,1593,1595,4041,7436,8578,10858,51422,51474,57704	ABCA1,APOE,SCARB1,CFTR,CYP27A1,CYP51A1,LRP5,VLDLR,SCARF1,CYP46A1,PRKAG2,LIMA1,GBA2	C2	GO	sterol metabolic process (GO)
1_Member	GO Biological Processes	GO:0045619	regulation of lymphocyte differentiation	-2.28482800185397	-1.29308693205168	19/227	25,387,604,677,678,2309,3601,4092,4323,4976,5105,5788,6595,6602,6688,7494,7704,9760,54542	ABL1,RHOA,BCL6,ZFP36L1,ZFP36L2,FOXO3,IL15RA,SMAD7,MMP14,OPA1,PCK1,PTPRC,SMARCA2,SMARCD1,SPI1,XBP1,ZBTB16,TOX,RC3H2	C2	GO	regulation of lymphocyte differentiation (GO)
1_Member	GO Biological Processes	GO:0030258	lipid modification	-2.28103253800488	-1.28962887679472	15/163	32,51,1384,2583,3030,3032,3632,5447,5825,7941,8525,10060,57704,116285,160851	ACACB,ACOX1,CRAT,B4GALNT1,HADHA,HADHB,INPP5A,POR,ABCD3,PLA2G7,DGKZ,ABCC9,GBA2,ACSM1,DGKH	C2	GO	lipid modification (GO)
1_Member	Reactome Gene Sets	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	-2.28096613951827	-1.28962887679472	9/75	19,161,348,949,1213,4023,5046,7316,7436	ABCA1,AP2A2,APOE,SCARB1,CLTC,LPL,PCSK6,UBC,VLDLR	C2	Reactome	Plasma lipoprotein assembly, remodeling, and clearance (Reactome)
1_Member	GO Biological Processes	GO:0090276	regulation of peptide hormone secretion	-2.27760672431216	-1.28647122441774	18/211	640,1080,2550,2645,2746,3667,4041,5071,5532,5578,5581,5587,5978,6453,6616,6934,9575,23236	BLK,CFTR,GABBR1,GCK,GLUD1,IRS1,LRP5,PRKN,PPP3CB,PRKCA,PRKCE,PRKD1,REST,ITSN1,SNAP25,TCF7L2,CLOCK,PLCB1	C2	GO	regulation of peptide hormone secretion (GO)
1_Member	GO Biological Processes	GO:0000423	mitophagy	-2.2728344781957	-1.28210222297455	8/62	1513,2631,5071,8508,9706,10533,23092,84557	CTSK,NIPSNAP2,PRKN,NIPSNAP1,ULK2,ATG7,ARHGAP26,MAP1LC3A	C2	GO	mitophagy (GO)
1_Member	KEGG Pathway	hsa04330	Notch signaling pathway	-2.2728344781957	-1.28210222297455	8/62	1855,3280,4854,5663,7091,9612,9794,196403	DVL1,HES1,NOTCH3,PSEN1,TLE4,NCOR2,MAML1,DTX3	C2	KEGG	Notch signaling pathway (KEGG)
1_Member	GO Biological Processes	GO:0019646	aerobic electron transport chain	-2.27098110320533	-1.28045033000213	10/89	1337,4713,4716,4724,7388,9377,27089,29796,84701,374291	COX6A1,NDUFB7,NDUFB10,NDUFS4,UQCRH,COX5A,UQCRQ,UQCR10,COX4I2,NDUFS7	C2	GO	aerobic electron transport chain (GO)
1_Member	GO Biological Processes	GO:0120031	plasma membrane bounded cell projection assembly	-2.27011098404913	-1.27978159943377	32/453	25,998,1012,1756,2934,4983,5800,6101,7410,7414,9857,10163,10464,22873,22885,22897,23191,23268,25970,26052,27152,28981,30844,51057,51735,79846,83871,91010,123016,144165,152273,285331	ABL1,CDC42,CDH13,DMD,GSN,OPHN1,PTPRO,RP1,VAV2,VCL,CEP350,WASF2,PIBF1,DZIP1,ABLIM3,CEP164,CYFIP1,DNMBP,SH2B1,DNM3,INTU,IFT81,EHD4,WDPCP,RAPGEF6,CFAP69,RAB34,FMNL3,TTC8,PRICKLE1,FGD5,CCDC66	C2	GO	plasma membrane bounded cell projection assembly (GO)
1_Member	GO Biological Processes	GO:0021535	cell migration in hindbrain	-2.26580844347042	-1.27868864007305	4/17	482,1496,1600,5362	ATP1B2,CTNNA2,DAB1,PLXNA2	C2	GO	cell migration in hindbrain (GO)
1_Member	GO Biological Processes	GO:0021783	preganglionic parasympathetic fiber development	-2.26580844347042	-1.27868864007305	4/17	3280,57007,89797,91584	HES1,ACKR3,NAV2,PLXNA4	C2	GO	preganglionic parasympathetic fiber development (GO)
1_Member	GO Biological Processes	GO:0032926	negative regulation of activin receptor signaling pathway	-2.26580844347042	-1.27868864007305	4/17	90,4091,4092,6497	ACVR1,SMAD6,SMAD7,SKI	C2	GO	negative regulation of activin receptor signaling pathway (GO)
1_Member	GO Biological Processes	GO:0033623	regulation of integrin activation	-2.26580844347042	-1.27868864007305	4/17	5734,8631,54922,55612	PTGER4,SKAP1,RASIP1,FERMT1	C2	GO	regulation of integrin activation (GO)
1_Member	GO Biological Processes	GO:0043278	response to morphine	-2.26580844347042	-1.27868864007305	4/17	4988,5581,5970,6505	OPRM1,PRKCE,RELA,SLC1A1	C2	GO	response to morphine (GO)
1_Member	GO Biological Processes	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	-2.26580844347042	-1.27868864007305	4/17	1655,3090,5366,200734	DDX5,HIC1,PMAIP1,SPRED2	C2	GO	positive regulation of DNA damage response, signal transduction by p53 class mediator (GO)
1_Member	GO Biological Processes	GO:0045198	establishment of epithelial cell apical/basal polarity	-2.26580844347042	-1.27868864007305	4/17	387,998,4983,123016	RHOA,CDC42,OPHN1,TTC8	C2	GO	establishment of epithelial cell apical/basal polarity (GO)
1_Member	GO Biological Processes	GO:0048668	collateral sprouting	-2.26580844347042	-1.27868864007305	4/17	1855,5592,9706,9839	DVL1,PRKG1,ULK2,ZEB2	C2	GO	collateral sprouting (GO)
1_Member	GO Biological Processes	GO:0060766	negative regulation of androgen receptor signaling pathway	-2.26580844347042	-1.27868864007305	4/17	1601,6934,6943,9612	DAB2,TCF7L2,TCF21,NCOR2	C2	GO	negative regulation of androgen receptor signaling pathway (GO)
1_Member	GO Biological Processes	GO:0060841	venous blood vessel development	-2.26580844347042	-1.27868864007305	4/17	93,2022,7422,57057	ACVR2B,ENG,VEGFA,TBX20	C2	GO	venous blood vessel development (GO)
1_Member	GO Biological Processes	GO:0060977	coronary vasculature morphogenesis	-2.26580844347042	-1.27868864007305	4/17	6444,6910,7049,7422	SGCD,TBX5,TGFBR3,VEGFA	C2	GO	coronary vasculature morphogenesis (GO)
1_Member	GO Biological Processes	GO:0086012	membrane depolarization during cardiac muscle cell action potential	-2.26580844347042	-1.27868864007305	4/17	287,775,6331,6546	ANK2,CACNA1C,SCN5A,SLC8A1	C2	GO	membrane depolarization during cardiac muscle cell action potential (GO)
1_Member	Canonical Pathways	M18895	SA TRKA RECEPTOR	-2.26580844347042	-1.27868864007305	4/17	208,387,4803,10000	AKT2,RHOA,NGF,AKT3	C2	Canonical	SA TRKA RECEPTOR (Canonical)
1_Member	Reactome Gene Sets	R-HSA-1502540	Signaling by Activin	-2.26580844347042	-1.27868864007305	4/17	93,4088,7049,10589	ACVR2B,SMAD3,TGFBR3,DRAP1	C2	Reactome	Signaling by Activin (Reactome)
1_Member	Reactome Gene Sets	R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	-2.26580844347042	-1.27868864007305	4/17	6616,6812,6844,10497	SNAP25,STXBP1,VAMP2,UNC13B	C2	Reactome	Acetylcholine Neurotransmitter Release Cycle (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	-2.26580844347042	-1.27868864007305	4/17	857,1647,2309,4088	CAV1,GADD45A,FOXO3,SMAD3	C2	Reactome	FOXO-mediated transcription of cell cycle genes (Reactome)
1_Member	GO Biological Processes	GO:0062014	negative regulation of small molecule metabolic process	-2.26237552446919	-1.27545553450156	13/133	32,348,653,2645,5592,5978,6774,6934,8870,9759,10464,23788,55022	ACACB,APOE,BMP5,GCK,PRKG1,REST,STAT3,TCF7L2,IER3,HDAC4,PIBF1,MTCH2,PID1	C2	GO	negative regulation of small molecule metabolic process (GO)
1_Member	GO Biological Processes	GO:0050806	positive regulation of synaptic transmission	-2.2567281918206	-1.27000792339335	15/164	760,818,3799,4311,4776,5581,6505,6616,6812,6844,22930,27092,57616,85358,440275	CA2,CAMK2G,KIF5B,MME,NFATC4,PRKCE,SLC1A1,SNAP25,STXBP1,VAMP2,RAB3GAP1,CACNG4,TSHZ3,SHANK3,EIF2AK4	C2	GO	positive regulation of synaptic transmission (GO)
1_Member	Reactome Gene Sets	R-HSA-5668914	Diseases of metabolism	-2.25117118325839	-1.26675686907716	21/262	21,593,594,1591,1593,2131,2262,2683,4854,5095,6916,7058,7316,10082,11173,26873,54344,56999,79796,79875,221981	ABCA3,BCKDHA,BCKDHB,CYP24A1,CYP27A1,EXT1,GPC5,B4GALT1,NOTCH3,PCCA,TBXAS1,THBS2,UBC,GPC6,ADAMTS7,OPLAH,DPM3,ADAMTS9,ALG9,THSD4,THSD7A	C2	Reactome	Diseases of metabolism (Reactome)
1_Member	GO Biological Processes	GO:0043268	positive regulation of potassium ion transport	-2.24739393753754	-1.26675686907716	6/38	287,481,482,3799,4878,9465	ANK2,ATP1B1,ATP1B2,KIF5B,NPPA,AKAP7	C2	GO	positive regulation of potassium ion transport (GO)
1_Member	GO Biological Processes	GO:0046326	positive regulation of D-glucose import	-2.24739393753754	-1.26675686907716	6/38	208,3643,3667,4205,5295,10580	AKT2,INSR,IRS1,MEF2A,PIK3R1,SORBS1	C2	GO	positive regulation of D-glucose import (GO)
1_Member	GO Biological Processes	GO:0046677	response to antibiotic	-2.24739393753754	-1.26675686907716	6/38	249,2113,3397,4208,6498,79813	ALPL,ETS1,ID1,MEF2C,SKIL,EHMT1	C2	GO	response to antibiotic (GO)
1_Member	GO Biological Processes	GO:0048854	brain morphogenesis	-2.24739393753754	-1.26675686907716	6/38	1496,2309,5076,5663,10000,85358	CTNNA2,FOXO3,PAX2,PSEN1,AKT3,SHANK3	C2	GO	brain morphogenesis (GO)
1_Member	GO Biological Processes	GO:0051602	response to electrical stimulus	-2.24739393753754	-1.26675686907716	6/38	811,5978,6648,9590,23774,144165	CALR,REST,SOD2,AKAP12,BRD1,PRICKLE1	C2	GO	response to electrical stimulus (GO)
1_Member	GO Biological Processes	GO:0060416	response to growth hormone	-2.24739393753754	-1.26675686907716	6/38	2690,5295,5747,6774,8835,87178	GHR,PIK3R1,PTK2,STAT3,SOCS2,PNPT1	C2	GO	response to growth hormone (GO)
1_Member	GO Biological Processes	GO:1901889	negative regulation of cell junction assembly	-2.24739393753754	-1.26675686907716	6/38	1636,4323,9475,10395,57799,90102	ACE,MMP14,ROCK2,DLC1,RAB40C,PHLDB2	C2	GO	negative regulation of cell junction assembly (GO)
1_Member	GO Biological Processes	GO:2000765	regulation of cytoplasmic translation	-2.24739393753754	-1.26675686907716	6/38	208,4904,22849,80315,132864,170506	AKT2,YBX1,CPEB3,CPEB4,CPEB2,DHX36	C2	GO	regulation of cytoplasmic translation (GO)
1_Member	Canonical Pathways	M13	PID ERBB4 PATHWAY	-2.24739393753754	-1.26675686907716	6/38	2066,3084,4734,5295,8503,11059	ERBB4,NRG1,NEDD4,PIK3R1,PIK3R3,WWP1	C2	Canonical	PID ERBB4 PATHWAY (Canonical)
1_Member	Reactome Gene Sets	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	-2.24739393753754	-1.26675686907716	6/38	2769,2783,2791,6000,9628,59345	GNA15,GNB2,GNG11,RGS7,RGS6,GNB4	C2	Reactome	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9013424	RHOV GTPase cycle	-2.24739393753754	-1.26675686907716	6/38	998,1213,5295,6711,9815,94134	CDC42,CLTC,PIK3R1,SPTBN1,GIT2,ARHGAP12	C2	Reactome	RHOV GTPase cycle (Reactome)
1_Member	GO Biological Processes	GO:0002053	positive regulation of mesenchymal cell proliferation	-2.24736386613709	-1.26675686907716	5/27	2254,2260,2263,4041,5154	FGF9,FGFR1,FGFR2,LRP5,PDGFA	C2	GO	positive regulation of mesenchymal cell proliferation (GO)
1_Member	GO Biological Processes	GO:0006699	bile acid biosynthetic process	-2.24736386613709	-1.26675686907716	5/27	1593,5825,10858,80270,114880	CYP27A1,ABCD3,CYP46A1,HSD3B7,OSBPL6	C2	GO	bile acid biosynthetic process (GO)
1_Member	GO Biological Processes	GO:0007097	nuclear migration	-2.24736386613709	-1.26675686907716	5/27	998,4000,23224,85440,153241	CDC42,LMNA,SYNE2,DOCK7,CEP120	C2	GO	nuclear migration (GO)
1_Member	GO Biological Processes	GO:1902993	positive regulation of amyloid precursor protein catabolic process	-2.24736386613709	-1.26675686907716	5/27	348,3459,5970,9475,10048	APOE,IFNGR1,RELA,ROCK2,RANBP9	C2	GO	positive regulation of amyloid precursor protein catabolic process (GO)
1_Member	GO Biological Processes	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	-2.24736386613709	-1.26675686907716	5/27	2254,7494,9732,80005,85440	FGF9,XBP1,DOCK4,DOCK5,DOCK7	C2	GO	positive regulation of vascular associated smooth muscle cell migration (GO)
1_Member	Reactome Gene Sets	R-HSA-3000170	Syndecan interactions	-2.24736386613709	-1.26675686907716	5/27	2335,3371,5578,7448,50509	FN1,TNC,PRKCA,VTN,COL5A3	C2	Reactome	Syndecan interactions (Reactome)
1_Member	Reactome Gene Sets	R-HSA-5654716	Downstream signaling of activated FGFR4	-2.24736386613709	-1.26675686907716	5/27	2246,2254,2549,5295,10818	FGF1,FGF9,GAB1,PIK3R1,FRS2	C2	Reactome	Downstream signaling of activated FGFR4 (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9733709	Cardiogenesis	-2.24736386613709	-1.26675686907716	5/27	2626,2627,4208,6910,57057	GATA4,GATA6,MEF2C,TBX5,TBX20	C2	Reactome	Cardiogenesis (Reactome)
1_Member	GO Biological Processes	GO:1903037	regulation of leukocyte cell-cell adhesion	-2.24624867015366	-1.26675686907716	29/401	25,387,567,604,857,1051,1604,2113,2309,3280,4092,4976,5105,5788,5970,6387,6541,6595,6602,7412,7494,7704,8379,8631,9750,54542,55824,65125,81545	ABL1,RHOA,B2M,BCL6,CAV1,CEBPB,CD55,ETS1,FOXO3,HES1,SMAD7,OPA1,PCK1,PTPRC,RELA,CXCL12,SLC7A1,SMARCA2,SMARCD1,VCAM1,XBP1,ZBTB16,MAD1L1,SKAP1,RIPOR2,RC3H2,PAG1,WNK1,FBXO38	C2	GO	regulation of leukocyte cell-cell adhesion (GO)
1_Member	CORUM	CORUM:2300	Profilin 2 complex	-2.24450281502487	-1.26675686907716	3/9	5217,9475,23191	PFN2,ROCK2,CYFIP1	C2	CORUM	Profilin 2 complex (CORUM)
1_Member	CORUM	CORUM:96	Anaphase-promoting complex	-2.24450281502487	-1.26675686907716	3/9	8881,29945,51433	CDC16,ANAPC4,ANAPC5	C2	CORUM	Anaphase-promoting complex (CORUM)
1_Member	GO Biological Processes	GO:0002692	negative regulation of cellular extravasation	-2.24450281502487	-1.26675686907716	3/9	5734,6387,23236	PTGER4,CXCL12,PLCB1	C2	GO	negative regulation of cellular extravasation (GO)
1_Member	GO Biological Processes	GO:0010793	regulation of mRNA export from nucleus	-2.24450281502487	-1.26675686907716	3/9	26993,54890,65125	AKAP8L,ALKBH5,WNK1	C2	GO	regulation of mRNA export from nucleus (GO)
1_Member	GO Biological Processes	GO:0021932	hindbrain radial glia guided cell migration	-2.24450281502487	-1.26675686907716	3/9	482,1496,1600	ATP1B2,CTNNA2,DAB1	C2	GO	hindbrain radial glia guided cell migration (GO)
1_Member	GO Biological Processes	GO:0045792	negative regulation of cell size	-2.24450281502487	-1.26675686907716	3/9	387,1072,64798	RHOA,CFL1,DEPTOR	C2	GO	negative regulation of cell size (GO)
1_Member	GO Biological Processes	GO:0060484	lung-associated mesenchyme development	-2.24450281502487	-1.26675686907716	3/9	2254,2260,2263	FGF9,FGFR1,FGFR2	C2	GO	lung-associated mesenchyme development (GO)
1_Member	GO Biological Processes	GO:0060693	regulation of branching involved in salivary gland morphogenesis	-2.24450281502487	-1.26675686907716	3/9	2260,5154,55727	FGFR1,PDGFA,BTBD7	C2	GO	regulation of branching involved in salivary gland morphogenesis (GO)
1_Member	GO Biological Processes	GO:0060836	lymphatic endothelial cell differentiation	-2.24450281502487	-1.26675686907716	3/9	93,7026,7075	ACVR2B,NR2F2,TIE1	C2	GO	lymphatic endothelial cell differentiation (GO)
1_Member	GO Biological Processes	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	-2.24450281502487	-1.26675686907716	3/9	998,1909,3280	CDC42,EDNRA,HES1	C2	GO	cardiac neural crest cell development involved in outflow tract morphogenesis (GO)
1_Member	GO Biological Processes	GO:0080144	intracellular amino acid homeostasis	-2.24450281502487	-1.26675686907716	3/9	32,2744,6505	ACACB,GLS,SLC1A1	C2	GO	intracellular amino acid homeostasis (GO)
1_Member	GO Biological Processes	GO:0086070	SA node cell to atrial cardiac muscle cell communication	-2.24450281502487	-1.26675686907716	3/9	287,6331,10052	ANK2,SCN5A,GJC1	C2	GO	SA node cell to atrial cardiac muscle cell communication (GO)
1_Member	GO Biological Processes	GO:0099515	actin filament-based transport	-2.24450281502487	-1.26675686907716	3/9	81,23224,80179	ACTN4,SYNE2,MYO19	C2	GO	actin filament-based transport (GO)
1_Member	GO Biological Processes	GO:0106380	purine ribonucleotide salvage	-2.24450281502487	-1.26675686907716	3/9	132,158,272	ADK,ADSL,AMPD3	C2	GO	purine ribonucleotide salvage (GO)
1_Member	GO Biological Processes	GO:1902231	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	-2.24450281502487	-1.26675686907716	3/9	6498,23788,138151	SKIL,MTCH2,NACC2	C2	GO	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO)
1_Member	GO Biological Processes	GO:1902259	regulation of delayed rectifier potassium channel activity	-2.24450281502487	-1.26675686907716	3/9	288,6844,283518	ANK3,VAMP2,KCNRG	C2	GO	regulation of delayed rectifier potassium channel activity (GO)
1_Member	GO Biological Processes	GO:1903286	regulation of potassium ion import	-2.24450281502487	-1.26675686907716	3/9	287,481,482	ANK2,ATP1B1,ATP1B2	C2	GO	regulation of potassium ion import (GO)
1_Member	GO Biological Processes	GO:1905603	regulation of blood-brain barrier permeability	-2.24450281502487	-1.26675686907716	3/9	284,7422,9839	ANGPT1,VEGFA,ZEB2	C2	GO	regulation of blood-brain barrier permeability (GO)
1_Member	GO Biological Processes	GO:1990504	dense core granule exocytosis	-2.24450281502487	-1.26675686907716	3/9	6616,6812,10497	SNAP25,STXBP1,UNC13B	C2	GO	dense core granule exocytosis (GO)
1_Member	GO Biological Processes	GO:2000096	positive regulation of Wnt signaling pathway, planar cell polarity pathway	-2.24450281502487	-1.26675686907716	3/9	25,1601,22881	ABL1,DAB2,ANKRD6	C2	GO	positive regulation of Wnt signaling pathway, planar cell polarity pathway (GO)
1_Member	Reactome Gene Sets	R-HSA-111471	Apoptotic factor-mediated response	-2.24450281502487	-1.26675686907716	3/9	1687,55075,79792	GSDME,UACA,GSDMD	C2	Reactome	Apoptotic factor-mediated response (Reactome)
1_Member	Reactome Gene Sets	R-HSA-193697	p75NTR regulates axonogenesis	-2.24450281502487	-1.26675686907716	3/9	387,4803,57142	RHOA,NGF,RTN4	C2	Reactome	p75NTR regulates axonogenesis (Reactome)
1_Member	Reactome Gene Sets	R-HSA-198693	AKT phosphorylates targets in the nucleus	-2.24450281502487	-1.26675686907716	3/9	208,2309,10000	AKT2,FOXO3,AKT3	C2	Reactome	AKT phosphorylates targets in the nucleus (Reactome)
1_Member	GO Biological Processes	GO:0010634	positive regulation of epithelial cell migration	-2.24380161588504	-1.26675686907716	7/50	1512,3725,5168,5581,5747,57142,80005	CTSH,JUN,ENPP2,PRKCE,PTK2,RTN4,DOCK5	C2	GO	positive regulation of epithelial cell migration (GO)
1_Member	GO Biological Processes	GO:0044380	protein localization to cytoskeleton	-2.24380161588504	-1.26675686907716	7/50	25,1855,9857,10464,10634,11259,55917	ABL1,DVL1,CEP350,PIBF1,GAS2L1,FILIP1L,CTTNBP2NL	C2	GO	protein localization to cytoskeleton (GO)
1_Member	GO Biological Processes	GO:0044788	modulation by host of viral process	-2.24380161588504	-1.26675686907716	7/50	348,998,1072,5071,9475,164668,440275	APOE,CDC42,CFL1,PRKN,ROCK2,APOBEC3H,EIF2AK4	C2	GO	modulation by host of viral process (GO)
1_Member	GO Biological Processes	GO:0051150	regulation of smooth muscle cell differentiation	-2.24380161588504	-1.26675686907716	7/50	2022,2254,2263,4772,4773,6648,8554	ENG,FGF9,FGFR2,NFATC1,NFATC2,SOD2,PIAS1	C2	GO	regulation of smooth muscle cell differentiation (GO)
1_Member	KEGG Pathway	hsa00330	Arginine and proline metabolism	-2.24380161588504	-1.26675686907716	7/50	26,1152,2628,8974,54498,57571,112849	AOC1,CKB,GATM,P4HA2,SMOX,CARNS1,L3HYPDH	C2	KEGG	Arginine and proline metabolism (KEGG)
1_Member	GO Biological Processes	GO:0010565	regulation of ketone metabolic process	-2.24313415109128	-1.26667557193396	14/149	32,133,208,653,654,857,1601,2170,3667,5592,5978,9612,10464,51422	ACACB,ADM,AKT2,BMP5,BMP6,CAV1,DAB2,FABP3,IRS1,PRKG1,REST,NCOR2,PIBF1,PRKAG2	C2	GO	regulation of ketone metabolic process (GO)
