GroupID	Category	Term	Description	LogP	Log(q-value)	InTerm_InList	Genes	Symbols	cluster	category_mod	pathway
1_Member	GO Biological Processes	GO:0006119	oxidative phosphorylation	-2.75757986664639	-1.73486441007178	16/117	1337,1537,4713,4716,4722,4724,4731,6389,7384,7388,9377,23788,27089,29796,55967,374291	COX6A1,CYC1,NDUFB7,NDUFB10,NDUFS3,NDUFS4,NDUFV3,SDHA,UQCRC1,UQCRH,COX5A,MTCH2,UQCRQ,UQCR10,NDUFA12,NDUFS7	C1	GO	oxidative phosphorylation (GO)
1_Member	GO Biological Processes	GO:1901800	positive regulation of proteasomal protein catabolic process	-2.75757986664639	-1.73486441007178	16/117	1601,4092,4780,5071,9992,10221,10273,26263,28951,29978,51136,55294,55743,90865,144165,153090	DAB2,SMAD7,NFE2L2,PRKN,KCNE2,TRIB1,STUB1,FBXO22,TRIB2,UBQLN2,RNFT1,FBXW7,CHFR,IL33,PRICKLE1,DAB2IP	C1	GO	positive regulation of proteasomal protein catabolic process (GO)
1_Member	GO Biological Processes	GO:0050684	regulation of mRNA processing	-2.75617675863479	-1.73389494611209	18/139	677,1207,1655,3178,6733,10656,10658,10659,51341,51564,54715,56853,57703,58517,64506,79066,170506,202559	ZFP36L1,CLNS1A,DDX5,HNRNPA1,SRPK2,KHDRBS3,CELF1,CELF2,ZBTB7A,HDAC7,RBFOX1,CELF4,CWC22,RBM25,CPEB1,METTL16,DHX36,KHDRBS2	C1	GO	regulation of mRNA processing (GO)
1_Member	GO Biological Processes	GO:1903052	positive regulation of proteolysis involved in protein catabolic process	-2.75617675863479	-1.73389494611209	18/139	1601,4092,4780,5071,5747,9992,10221,10273,26263,28951,29978,51136,55294,55743,84456,90865,144165,153090	DAB2,SMAD7,NFE2L2,PRKN,PTK2,KCNE2,TRIB1,STUB1,FBXO22,TRIB2,UBQLN2,RNFT1,FBXW7,CHFR,L3MBTL3,IL33,PRICKLE1,DAB2IP	C1	GO	positive regulation of proteolysis involved in protein catabolic process (GO)
1_Member	GO Biological Processes	GO:0002040	sprouting angiogenesis	-2.73795129869037	-1.71588614592867	11/66	284,1012,2321,4851,6091,7422,8503,8829,9037,51176,57142	ANGPT1,CDH13,FLT1,NOTCH1,ROBO1,VEGFA,PIK3R3,NRP1,SEMA5A,LEF1,RTN4	C1	GO	sprouting angiogenesis (GO)
1_Member	GO Biological Processes	GO:0003407	neural retina development	-2.73281095188242	-1.71096235084892	13/86	493,682,4851,6096,6505,6597,6604,7042,23322,84440,120114,123016,348980	ATP2B4,BSG,NOTCH1,RORB,SLC1A1,SMARCA4,SMARCD3,TGFB2,RPGRIP1L,RAB11FIP4,FAT3,TTC8,HCN1	C1	GO	neural retina development (GO)
1_Member	GO Biological Processes	GO:2000779	regulation of double-strand break repair	-2.72981821902418	-1.70818606179376	19/151	3297,6597,6599,6604,7158,8110,9274,10933,22891,23028,26122,51149,55719,56893,56907,57223,57492,80314,84501	HSF1,SMARCA4,SMARCC1,SMARCD3,TP53BP1,DPF3,BCL7C,MORF4L1,ZNF365,KDM1A,EPC2,MRNIP,SLF2,UBQLN4,SPIRE1,PPP4R3B,ARID1B,EPC1,SPIRE2	C1	GO	regulation of double-strand break repair (GO)
1_Member	GO Biological Processes	GO:0016236	macroautophagy	-2.71933515558165	-1.69791933433673	28/258	488,987,1509,2033,5071,5305,8508,8897,8945,9706,9776,9927,10152,10254,11267,23092,23274,26235,29978,53349,57521,64798,79720,80700,81671,84557,143187,155382	ATP2A2,LRBA,CTSD,EP300,PRKN,PIP4K2A,NIPSNAP1,MTMR3,BTRC,ULK2,ATG13,MFN2,ABI2,STAM2,SNF8,ARHGAP26,CLEC16A,FBXL4,UBQLN2,ZFYVE1,RPTOR,DEPTOR,VPS37B,UBXN6,VMP1,MAP1LC3A,VTI1A,VPS37D	C1	GO	macroautophagy (GO)
1_Member	GO Biological Processes	GO:0010927	cellular component assembly involved in morphogenesis	-2.71690664124166	-1.69592316894425	17/129	20,71,287,1124,4205,5048,5339,5573,5629,7168,7273,10529,11076,23136,26011,64753,80206	ABCA2,ACTG1,ANK2,CHN2,MEF2A,PAFAH1B1,PLEC,PRKAR1A,PROX1,TPM1,TTN,NEBL,TPPP,EPB41L3,TENM4,CCDC136,FHOD3	C1	GO	cellular component assembly involved in morphogenesis (GO)
1_Member	GO Biological Processes	GO:0032989	cellular anatomical entity morphogenesis	-2.71690664124166	-1.69592316894425	17/129	20,71,287,1124,4205,5048,5339,5573,5629,7168,7273,10529,11076,23136,26011,64753,80206	ABCA2,ACTG1,ANK2,CHN2,MEF2A,PAFAH1B1,PLEC,PRKAR1A,PROX1,TPM1,TTN,NEBL,TPPP,EPB41L3,TENM4,CCDC136,FHOD3	C1	GO	cellular anatomical entity morphogenesis (GO)
1_Member	GO Biological Processes	GO:0051251	positive regulation of lymphocyte activation	-2.71334124747109	-1.6926496626049	35/346	387,558,596,604,1445,1949,2033,2309,2319,2534,2737,4208,4323,4690,4773,4976,5530,5590,5618,6541,6597,6599,6604,6777,7048,7158,7704,8943,9580,9760,51176,57492,81545,81704,140885	RHOA,AXL,BCL2,BCL6,CSK,EFNB3,EP300,FOXO3,FLOT2,FYN,GLI3,MEF2C,MMP14,NCK1,NFATC2,OPA1,PPP3CA,PRKCZ,PRLR,SLC7A1,SMARCA4,SMARCC1,SMARCD3,STAT5B,TGFBR2,TP53BP1,ZBTB16,AP3D1,SOX13,TOX,LEF1,ARID1B,FBXO38,DOCK8,SIRPA	C1	GO	positive regulation of lymphocyte activation (GO)
1_Member	Reactome Gene Sets	R-HSA-425407	SLC-mediated transmembrane transport	-2.71320121593891	-1.6926496626049	27/246	682,6505,6509,6526,6533,6541,6542,6546,6547,6558,6575,6579,6583,8671,9057,9497,23169,23428,23516,28232,53919,57153,57282,57419,64924,79751,376497	BSG,SLC1A1,SLC1A4,SLC5A3,SLC6A6,SLC7A1,SLC7A2,SLC8A1,SLC8A3,SLC12A2,SLC20A2,SLCO1A2,SLC22A4,SLC4A4,SLC7A6,SLC4A7,SLC35D1,SLC7A8,SLC39A14,SLCO3A1,SLCO1C1,SLC44A2,SLC4A10,SLC24A3,SLC30A5,SLC25A22,SLC27A1	C1	Reactome	SLC-mediated transmembrane transport (Reactome)
1_Member	GO Biological Processes	GO:0034249	negative regulation of amide metabolic process	-2.70983186875634	-1.69243255634632	8/39	274,348,6093,6252,6253,10418,57142,94103	BIN1,APOE,ROCK1,RTN1,RTN2,SPON1,RTN4,ORMDL3	C1	GO	negative regulation of amide metabolic process (GO)
1_Member	GO Biological Processes	GO:0045880	positive regulation of smoothened signaling pathway	-2.70983186875634	-1.69243255634632	8/39	2254,2622,5396,22856,27152,79659,80210,83871	FGF9,DRC4,PRRX1,CHSY1,INTU,DYNC2H1,ARMC9,RAB34	C1	GO	positive regulation of smoothened signaling pathway (GO)
1_Member	GO Biological Processes	GO:0048645	animal organ formation	-2.70983186875634	-1.69243255634632	8/39	1499,2131,2263,2737,4208,5594,6604,7048	CTNNB1,EXT1,FGFR2,GLI3,MEF2C,MAPK1,SMARCD3,TGFBR2	C1	GO	animal organ formation (GO)
1_Member	GO Biological Processes	GO:0070316	regulation of G0 to G1 transition	-2.70983186875634	-1.69243255634632	8/39	5526,6597,6599,6604,8110,9274,57492,153090	PPP2R5B,SMARCA4,SMARCC1,SMARCD3,DPF3,BCL7C,ARID1B,DAB2IP	C1	GO	regulation of G0 to G1 transition (GO)
1_Member	GO Biological Processes	GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	-2.70983186875634	-1.69243255634632	8/39	284,493,5629,6091,7026,7422,57556,153090	ANGPT1,ATP2B4,PROX1,ROBO1,NR2F2,VEGFA,SEMA6A,DAB2IP	C1	GO	regulation of cellular response to vascular endothelial growth factor stimulus (GO)
1_Member	GO Biological Processes	GO:0030859	polarized epithelial cell differentiation	-2.70827856718425	-1.69243255634632	6/23	387,998,4983,5754,10413,123016	RHOA,CDC42,OPHN1,PTK7,YAP1,TTC8	C1	GO	polarized epithelial cell differentiation (GO)
1_Member	GO Biological Processes	GO:0099068	postsynapse assembly	-2.70827856718425	-1.69243255634632	6/23	1000,4038,7476,9378,57555,85358	CDH2,LRP4,WNT7A,NRXN1,NLGN2,SHANK3	C1	GO	postsynapse assembly (GO)
1_Member	Reactome Gene Sets	R-HSA-373753	Nephrin family interactions	-2.70827856718425	-1.69243255634632	6/23	87,2534,4690,5295,6711,84623	ACTN1,FYN,NCK1,PIK3R1,SPTBN1,KIRREL3	C1	Reactome	Nephrin family interactions (Reactome)
1_Member	GO Biological Processes	GO:0046503	glycerolipid catabolic process	-2.70821929587959	-1.69243255634632	10/57	747,2166,5168,7941,11057,23236,23259,57406,284161,375775	DAGLA,FAAH,ENPP2,PLA2G7,ABHD2,PLCB1,DDHD2,ABHD6,GDPD1,PNPLA7	C1	GO	glycerolipid catabolic process (GO)
1_Member	GO Biological Processes	GO:0051209	release of sequestered calcium ion into cytosol	-2.70821929587959	-1.69243255634632	10/57	3709,5332,5334,5335,6262,6263,23228,23236,25998,51196	ITPR2,PLCB4,PLCL1,PLCG1,RYR2,RYR3,PLCL2,PLCB1,IBTK,PLCE1	C1	GO	release of sequestered calcium ion into cytosol (GO)
1_Member	CORUM	CORUM:2920	Respiratory chain complex I (lambda subunit) mitochondrial	-2.70763437448607	-1.69243255634632	5/16	4722,4724,4731,55967,374291	NDUFS3,NDUFS4,NDUFV3,NDUFA12,NDUFS7	C1	CORUM	Respiratory chain complex I (lambda subunit) mitochondrial (CORUM)
1_Member	GO Biological Processes	GO:0007638	mechanosensory behavior	-2.70763437448607	-1.69243255634632	5/16	3064,9378,55342,85358,93986	HTT,NRXN1,STRBP,SHANK3,FOXP2	C1	GO	mechanosensory behavior (GO)
1_Member	GO Biological Processes	GO:0008356	asymmetric cell division	-2.70763437448607	-1.69243255634632	5/16	2119,6660,7704,56288,85440	ETV5,SOX5,ZBTB16,PARD3,DOCK7	C1	GO	asymmetric cell division (GO)
1_Member	GO Biological Processes	GO:0021694	cerebellar Purkinje cell layer formation	-2.70763437448607	-1.69243255634632	5/16	6095,23017,25861,79809,93986	RORA,FAIM2,WHRN,TTC21B,FOXP2	C1	GO	cerebellar Purkinje cell layer formation (GO)
1_Member	GO Biological Processes	GO:0035641	locomotory exploration behavior	-2.70763437448607	-1.69243255634632	5/16	348,1742,5581,57282,57555	APOE,DLG4,PRKCE,SLC4A10,NLGN2	C1	GO	locomotory exploration behavior (GO)
1_Member	GO Biological Processes	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	-2.70763437448607	-1.69243255634632	5/16	10254,11267,51271,79720,155382	STAM2,SNF8,UBAP1,VPS37B,VPS37D	C1	GO	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO)
1_Member	GO Biological Processes	GO:0043584	nose development	-2.70763437448607	-1.69243255634632	5/16	2737,5629,6497,23322,55636	GLI3,PROX1,SKI,RPGRIP1L,CHD7	C1	GO	nose development (GO)
1_Member	GO Biological Processes	GO:0043650	dicarboxylic acid biosynthetic process	-2.70763437448607	-1.69243255634632	5/16	2346,2744,2746,2806,25902	FOLH1,GLS,GLUD1,GOT2,MTHFD1L	C1	GO	dicarboxylic acid biosynthetic process (GO)
1_Member	GO Biological Processes	GO:0060445	branching involved in salivary gland morphogenesis	-2.70763437448607	-1.69243255634632	5/16	655,1605,2260,2263,8829	BMP7,DAG1,FGFR1,FGFR2,NRP1	C1	GO	branching involved in salivary gland morphogenesis (GO)
1_Member	GO Biological Processes	GO:0061635	regulation of protein complex stability	-2.70763437448607	-1.69243255634632	5/16	5108,7798,11267,56926,60592	PCM1,LUZP1,SNF8,NCLN,SCOC	C1	GO	regulation of protein complex stability (GO)
1_Member	Reactome Gene Sets	R-HSA-392517	Rap1 signalling	-2.70763437448607	-1.69243255634632	5/16	5566,5592,5908,10235,10411	PRKACA,PRKG1,RAP1B,RASGRP2,RAPGEF3	C1	Reactome	Rap1 signalling (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9034015	Signaling by NTRK3 (TRKC)	-2.70763437448607	-1.69243255634632	5/16	3265,3667,5295,5335,5800	HRAS,IRS1,PIK3R1,PLCG1,PTPRO	C1	Reactome	Signaling by NTRK3 (TRKC) (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9665348	Signaling by ERBB2 ECD mutants	-2.70763437448607	-1.69243255634632	5/16	1956,2549,3265,5295,5335	EGFR,GAB1,HRAS,PIK3R1,PLCG1	C1	Reactome	Signaling by ERBB2 ECD mutants (Reactome)
1_Member	GO Biological Processes	GO:0009261	ribonucleotide catabolic process	-2.70392747052531	-1.69243255634632	14/97	272,2033,2645,5136,5141,5151,5210,5213,10413,10846,11163,11165,22978,55753	AMPD3,EP300,GCK,PDE1A,PDE4A,PDE8A,PFKFB4,PFKM,YAP1,PDE10A,NUDT4,NUDT3,NT5C2,OGDHL	C1	GO	ribonucleotide catabolic process (GO)
1_Member	GO Biological Processes	GO:0021675	nerve development	-2.70392747052531	-1.69243255634632	14/97	1499,1605,2047,2065,2131,2583,2737,4882,8829,26018,55636,89797,91584,494470	CTNNB1,DAG1,EPHB1,ERBB3,EXT1,B4GALNT1,GLI3,NPR2,NRP1,LRIG1,CHD7,NAV2,PLXNA4,ARK2C	C1	GO	nerve development (GO)
1_Member	CORUM	CORUM:520	KCNQ1 macromolecular complex	-2.70211285809107	-1.69243255634632	3/5	5499,5566,5576	PPP1CA,PRKACA,PRKAR2A	C1	CORUM	KCNQ1 macromolecular complex (CORUM)
1_Member	CORUM	CORUM:5260	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	-2.70211285809107	-1.69243255634632	3/5	1499,2033,6925	CTNNB1,EP300,TCF4	C1	CORUM	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex (CORUM)
1_Member	CORUM	CORUM:6601	BBS1-BBS4-BBS5-PKD1-TTC8 complex	-2.70211285809107	-1.69243255634632	3/5	582,5310,123016	BBS1,PKD1,TTC8	C1	CORUM	BBS1-BBS4-BBS5-PKD1-TTC8 complex (CORUM)
1_Member	CORUM	CORUM:7265	MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex	-2.70211285809107	-1.69243255634632	3/5	361,481,54212	AQP4,ATP1B1,SNTG1	C1	CORUM	MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex (CORUM)
1_Member	GO Biological Processes	GO:0003383	apical constriction	-2.70211285809107	-1.69243255634632	3/5	6093,7798,57669	ROCK1,LUZP1,EPB41L5	C1	GO	apical constriction (GO)
1_Member	GO Biological Processes	GO:0007192	adenylate cyclase-activating serotonin receptor signaling pathway	-2.70211285809107	-1.69243255634632	3/5	112,2778,3360	ADCY6,GNAS,HTR4	C1	GO	adenylate cyclase-activating serotonin receptor signaling pathway (GO)
1_Member	GO Biological Processes	GO:0010739	positive regulation of protein kinase A signaling	-2.70211285809107	-1.69243255634632	3/5	9472,9590,84059	AKAP6,AKAP12,ADGRV1	C1	GO	positive regulation of protein kinase A signaling (GO)
1_Member	GO Biological Processes	GO:0022009	central nervous system vasculogenesis	-2.70211285809107	-1.69243255634632	3/5	1499,7476,57142	CTNNB1,WNT7A,RTN4	C1	GO	central nervous system vasculogenesis (GO)
1_Member	GO Biological Processes	GO:0035385	Roundabout signaling pathway	-2.70211285809107	-1.69243255634632	3/5	387,6091,6586	RHOA,ROBO1,SLIT3	C1	GO	Roundabout signaling pathway (GO)
1_Member	GO Biological Processes	GO:0040038	polar body extrusion after meiotic divisions	-2.70211285809107	-1.69243255634632	3/5	5000,56907,84501	ORC4,SPIRE1,SPIRE2	C1	GO	polar body extrusion after meiotic divisions (GO)
1_Member	GO Biological Processes	GO:0045636	positive regulation of melanocyte differentiation	-2.70211285809107	-1.69243255634632	3/5	596,9839,56999	BCL2,ZEB2,ADAMTS9	C1	GO	positive regulation of melanocyte differentiation (GO)
1_Member	GO Biological Processes	GO:0048496	maintenance of animal organ identity	-2.70211285809107	-1.69243255634632	3/5	9657,27031,84059	IQCB1,NPHP3,ADGRV1	C1	GO	maintenance of animal organ identity (GO)
1_Member	GO Biological Processes	GO:0051388	positive regulation of neurotrophin TRK receptor signaling pathway	-2.70211285809107	-1.69243255634632	3/5	5526,26999,66000	PPP2R5B,CYFIP2,TMEM108	C1	GO	positive regulation of neurotrophin TRK receptor signaling pathway (GO)
1_Member	GO Biological Processes	GO:0051890	regulation of cardioblast differentiation	-2.70211285809107	-1.69243255634632	3/5	7042,144165,170506	TGFB2,PRICKLE1,DHX36	C1	GO	regulation of cardioblast differentiation (GO)
1_Member	GO Biological Processes	GO:0086029	Purkinje myocyte to ventricular cardiac muscle cell signaling	-2.70211285809107	-1.69243255634632	3/5	6262,6324,6331	RYR2,SCN1B,SCN5A	C1	GO	Purkinje myocyte to ventricular cardiac muscle cell signaling (GO)
1_Member	GO Biological Processes	GO:0090156	intracellular sphingolipid homeostasis	-2.70211285809107	-1.69243255634632	3/5	20,57142,94103	ABCA2,RTN4,ORMDL3	C1	GO	intracellular sphingolipid homeostasis (GO)
1_Member	GO Biological Processes	GO:0097113	AMPA glutamate receptor clustering	-2.70211285809107	-1.69243255634632	3/5	348,1742,85358	APOE,DLG4,SHANK3	C1	GO	AMPA glutamate receptor clustering (GO)
1_Member	GO Biological Processes	GO:0097114	NMDA glutamate receptor clustering	-2.70211285809107	-1.69243255634632	3/5	348,9378,85358	APOE,NRXN1,SHANK3	C1	GO	NMDA glutamate receptor clustering (GO)
1_Member	GO Biological Processes	GO:0097688	glutamate receptor clustering	-2.70211285809107	-1.69243255634632	3/5	348,1742,85358	APOE,DLG4,SHANK3	C1	GO	glutamate receptor clustering (GO)
1_Member	GO Biological Processes	GO:0150099	neuron-glial cell signaling	-2.70211285809107	-1.69243255634632	3/5	148,2550,9568	ADRA1A,GABBR1,GABBR2	C1	GO	neuron-glial cell signaling (GO)
1_Member	GO Biological Processes	GO:1902267	regulation of polyamine transmembrane transport	-2.70211285809107	-1.69243255634632	3/5	4946,4947,51582	OAZ1,OAZ2,AZIN1	C1	GO	regulation of polyamine transmembrane transport (GO)
1_Member	GO Biological Processes	GO:1903391	regulation of adherens junction organization	-2.70211285809107	-1.69243255634632	3/5	118,5962,7422	ADD1,RDX,VEGFA	C1	GO	regulation of adherens junction organization (GO)
1_Member	GO Biological Processes	GO:1905915	regulation of cell differentiation involved in phenotypic switching	-2.70211285809107	-1.69243255634632	3/5	1786,2254,6648	DNMT1,FGF9,SOD2	C1	GO	regulation of cell differentiation involved in phenotypic switching (GO)
1_Member	GO Biological Processes	GO:1905930	regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching	-2.70211285809107	-1.69243255634632	3/5	1786,2254,6648	DNMT1,FGF9,SOD2	C1	GO	regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching (GO)
1_Member	GO Biological Processes	GO:2000741	positive regulation of mesenchymal stem cell differentiation	-2.70211285809107	-1.69243255634632	3/5	4054,6660,55553	LTBP3,SOX5,SOX6	C1	GO	positive regulation of mesenchymal stem cell differentiation (GO)
1_Member	Reactome Gene Sets	R-HSA-8866376	Reelin signalling pathway	-2.70211285809107	-1.69243255634632	3/5	1600,2534,7436	DAB1,FYN,VLDLR	C1	Reactome	Reelin signalling pathway (Reactome)
1_Member	GO Biological Processes	GO:0015748	organophosphate ester transport	-2.69643292124144	-1.68721583643008	21/175	19,21,292,348,3949,5306,9885,10396,10650,23169,55362,57194,57198,64850,81671,83394,83985,84230,284439,286046,374868	ABCA1,ABCA3,SLC25A5,APOE,LDLR,PITPNA,OSBPL2,ATP8A1,PRELID3A,SLC35D1,TMEM63B,ATP10A,ATP8B2,ETNPPL,VMP1,PITPNM3,SPNS1,LRRC8C,SLC25A42,XKR6,ATP9B	C1	GO	organophosphate ester transport (GO)
1_Member	GO Biological Processes	GO:0009395	phospholipid catabolic process	-2.69542502069106	-1.68721583643008	9/48	5168,5335,7941,23236,55512,57406,64850,284161,375775	ENPP2,PLCG1,PLA2G7,PLCB1,SMPD3,ABHD6,ETNPPL,GDPD1,PNPLA7	C1	GO	phospholipid catabolic process (GO)
1_Member	GO Biological Processes	GO:0031641	regulation of myelination	-2.69542502069106	-1.68721583643008	9/48	745,1499,1605,5915,10810,11076,23175,26011,56288	MYRF,CTNNB1,DAG1,RARB,WASF3,TPPP,LPIN1,TENM4,PARD3	C1	GO	regulation of myelination (GO)
1_Member	GO Biological Processes	GO:0035987	endodermal cell differentiation	-2.69542502069106	-1.68721583643008	9/48	1284,1301,1499,2033,3693,4323,8019,9646,23168	COL4A2,COL11A1,CTNNB1,EP300,ITGB5,MMP14,BRD3,CTR9,RTF1	C1	GO	endodermal cell differentiation (GO)
1_Member	GO Biological Processes	GO:0070527	platelet aggregation	-2.69542502069106	-1.68721583643008	9/48	71,2778,2923,6812,7301,7414,9158,10867,84959	ACTG1,GNAS,PDIA3,STXBP1,TYRO3,VCL,FIBP,TSPAN9,UBASH3B	C1	GO	platelet aggregation (GO)
1_Member	GO Biological Processes	GO:1904019	epithelial cell apoptotic process	-2.69542502069106	-1.68721583643008	9/48	596,3714,5563,5925,6262,7048,23788,51176,54532	BCL2,JAG2,PRKAA2,RB1,RYR2,TGFBR2,MTCH2,LEF1,USP53	C1	GO	epithelial cell apoptotic process (GO)
1_Member	Reactome Gene Sets	R-HSA-112399	IRS-mediated signalling	-2.69542502069106	-1.68721583643008	9/48	2254,2260,2263,2549,3265,3667,5140,5295,9846	FGF9,FGFR1,FGFR2,GAB1,HRAS,IRS1,PDE3B,PIK3R1,GAB2	C1	Reactome	IRS-mediated signalling (Reactome)
1_Member	CORUM	CORUM:2183	Kaiso-NCOR complex	-2.68868167592312	-1.68381645029573	4/10	7464,9611,51592,79718	CORO2A,NCOR1,TRIM33,TBL1XR1	C1	CORUM	Kaiso-NCOR complex (CORUM)
1_Member	GO Biological Processes	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	-2.68868167592312	-1.68381645029573	4/10	1785,8943,10947,26052	DNM2,AP3D1,AP3M2,DNM3	C1	GO	synaptic vesicle budding from presynaptic endocytic zone membrane (GO)
1_Member	GO Biological Processes	GO:0038060	nitric oxide-cGMP-mediated signaling	-2.68868167592312	-1.68381645029573	4/10	183,348,493,2983	AGT,APOE,ATP2B4,GUCY1B1	C1	GO	nitric oxide-cGMP-mediated signaling (GO)
1_Member	GO Biological Processes	GO:0043558	regulation of translational initiation in response to stress	-2.68868167592312	-1.68381645029573	4/10	4690,5499,5611,440275	NCK1,PPP1CA,DNAJC3,EIF2AK4	C1	GO	regulation of translational initiation in response to stress (GO)
1_Member	GO Biological Processes	GO:0048664	neuron fate determination	-2.68868167592312	-1.68381645029573	4/10	998,1499,5396,5629	CDC42,CTNNB1,PRRX1,PROX1	C1	GO	neuron fate determination (GO)
1_Member	GO Biological Processes	GO:0048845	venous blood vessel morphogenesis	-2.68868167592312	-1.68381645029573	4/10	4851,5629,7422,57493	NOTCH1,PROX1,VEGFA,HEG1	C1	GO	venous blood vessel morphogenesis (GO)
1_Member	GO Biological Processes	GO:0061299	retina vasculature morphogenesis in camera-type eye	-2.68868167592312	-1.68381645029573	4/10	1282,8829,22899,25932	COL4A1,NRP1,ARHGEF15,CLIC4	C1	GO	retina vasculature morphogenesis in camera-type eye (GO)
1_Member	GO Biological Processes	GO:0070344	regulation of fat cell proliferation	-2.68868167592312	-1.68381645029573	4/10	1871,7027,55022,79068	E2F3,TFDP1,PID1,FTO	C1	GO	regulation of fat cell proliferation (GO)
1_Member	GO Biological Processes	GO:0071578	zinc ion import across plasma membrane	-2.68868167592312	-1.68381645029573	4/10	23516,64924,201266,221074	SLC39A14,SLC30A5,SLC39A11,SLC39A12	C1	GO	zinc ion import across plasma membrane (GO)
1_Member	GO Biological Processes	GO:0097090	presynaptic membrane organization	-2.68868167592312	-1.68381645029573	4/10	4038,5789,9378,57555	LRP4,PTPRD,NRXN1,NLGN2	C1	GO	presynaptic membrane organization (GO)
1_Member	GO Biological Processes	GO:1902965	regulation of protein localization to early endosome	-2.68868167592312	-1.68381645029573	4/10	4248,5962,7422,9475	MGAT3,RDX,VEGFA,ROCK2	C1	GO	regulation of protein localization to early endosome (GO)
1_Member	GO Biological Processes	GO:1902966	positive regulation of protein localization to early endosome	-2.68868167592312	-1.68381645029573	4/10	4248,5962,7422,9475	MGAT3,RDX,VEGFA,ROCK2	C1	GO	positive regulation of protein localization to early endosome (GO)
1_Member	GO Biological Processes	GO:2000766	negative regulation of cytoplasmic translation	-2.68868167592312	-1.68381645029573	4/10	22849,64506,80315,132864	CPEB3,CPEB1,CPEB4,CPEB2	C1	GO	negative regulation of cytoplasmic translation (GO)
1_Member	Reactome Gene Sets	R-HSA-170660	Adenylate cyclase activating pathway	-2.68868167592312	-1.68381645029573	4/10	109,111,112,115	ADCY3,ADCY5,ADCY6,ADCY9	C1	Reactome	Adenylate cyclase activating pathway (Reactome)
1_Member	Reactome Gene Sets	R-HSA-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	-2.68868167592312	-1.68381645029573	4/10	5563,5571,10891,51422	PRKAA2,PRKAG1,PPARGC1A,PRKAG2	C1	Reactome	Activation of PPARGC1A (PGC-1alpha) by phosphorylation (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9764562	Regulation of CDH1 mRNA translation by microRNAs	-2.68868167592312	-1.68381645029573	4/10	4343,23112,27161,27327	MOV10,TNRC6B,AGO2,TNRC6A	C1	Reactome	Regulation of CDH1 mRNA translation by microRNAs (Reactome)
1_Member	GO Biological Processes	GO:0010507	negative regulation of autophagy	-2.68752512867381	-1.68286804802137	15/108	148,596,2033,5987,7249,8945,10325,10919,11180,23274,26235,56893,57521,57602,64798	ADRA1A,BCL2,EP300,TRIM27,TSC2,BTRC,RRAGB,EHMT2,WDR6,CLEC16A,FBXL4,UBQLN4,RPTOR,USP36,DEPTOR	C1	GO	negative regulation of autophagy (GO)
1_Member	Reactome Gene Sets	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	-2.68665063207702	-1.68220159668934	13/87	1781,4957,5048,5108,5500,5566,5577,7531,7840,8945,9793,9814,22897	DYNC1I2,ODF2,PAFAH1B1,PCM1,PPP1CB,PRKACA,PRKAR2B,YWHAE,ALMS1,BTRC,CKAP5,SFI1,CEP164	C1	Reactome	Regulation of PLK1 Activity at G2/M Transition (Reactome)
1_Member	GO Biological Processes	GO:0021522	spinal cord motor neuron differentiation	-2.68395635892508	-1.68091482957272	7/31	2737,4779,26058,57410,79600,79659,164832	GLI3,NFE2L1,GIGYF2,SCYL1,TCTN1,DYNC2H1,LONRF2	C1	GO	spinal cord motor neuron differentiation (GO)
1_Member	GO Biological Processes	GO:0070723	response to cholesterol	-2.68395635892508	-1.68091482957272	7/31	19,20,1605,4040,4779,7048,57655	ABCA1,ABCA2,DAG1,LRP6,NFE2L1,TGFBR2,GRAMD1A	C1	GO	response to cholesterol (GO)
1_Member	Reactome Gene Sets	R-HSA-5654687	Downstream signaling of activated FGFR1	-2.68395635892508	-1.68091482957272	7/31	2254,2260,2549,3265,5295,5335,23768	FGF9,FGFR1,GAB1,HRAS,PIK3R1,PLCG1,FLRT2	C1	Reactome	Downstream signaling of activated FGFR1 (Reactome)
1_Member	Reactome Gene Sets	R-HSA-9932444	ATP-dependent chromatin remodelers	-2.68395635892508	-1.68091482957272	7/31	6597,6599,6604,8110,9274,57492,64919	SMARCA4,SMARCC1,SMARCD3,DPF3,BCL7C,ARID1B,BCL11B	C1	Reactome	ATP-dependent chromatin remodelers (Reactome)
